code,date,open,high,low,close,preclose,volume,amount,turn,isST,pct,board,limit_price,is_limitup,streak,circ_mkt_est,close_20d_ago,ret_20d_pre
sz.002529,2025-12-22,6.9,7.06,6.88,7.06,6.72,2305350.0,16113615.0,0.8867,1,0.05,ST,7.06,True,1,1817256682.079621,7.24,-0.024861878453038777
sz.002536,2025-12-17,27.58,27.59,27.58,27.59,25.08,21184850.0,584460147.5,3.8913,0,0.1,主板,27.59,True,1,15019663030.349752,22.56,0.22296099290780158
sz.002540,2025-12-01,6.61,7.22,6.6,7.22,6.56,28777650.0,203376073.58,3.3037,0,0.1,主板,7.22,True,1,6156009128.5528345,6.69,0.07922272047832579
sz.002544,2025-11-28,26.78,28.05,26.42,28.05,25.5,27428105.0,753375638.81,4.0308,0,0.1,主板,28.05,True,1,18690474318.001385,25.13,0.11619578193394364
sz.002544,2025-12-11,31.62,33.12,31.08,33.12,30.11,78915183.0,2567142422.98,11.5972,0,0.1,主板,33.12,True,1,22135881272.893456,27.39,0.20920043811610056
sz.002548,2025-11-27,4.99,5.43,4.96,5.43,4.94,40102388.0,211307425.94,4.9849,0,0.1,主板,5.43,True,1,4238950148.2477083,4.97,0.09255533199195165
sz.002548,2025-12-31,5.61,6.08,5.45,6.08,5.53,81686381.0,478942421.89,10.154,0,0.1,主板,6.08,True,1,4716785718.830018,5.78,0.05190311418685112
sz.002554,2025-11-03,3.37,3.69,3.36,3.69,3.35,88559362.0,313949203.61,6.6413,0,0.1,主板,3.69,True,1,4727225145.829883,3.02,0.2218543046357615
sz.002555,2025-11-03,22.85,22.85,22.45,22.85,20.77,57202336.0,1306532849.89,3.5775,0,0.1,主板,22.85,True,1,36520834378.47659,22.0,0.0386363636363638
sz.002558,2025-11-25,37.6,40.61,37.6,40.61,36.92,72922495.0,2881278428.84,3.7691,0,0.1,主板,40.61,True,1,76444732929.34654,37.45,0.08437917222963942
sz.002560,2025-12-25,9.63,10.67,9.63,10.67,9.7,38734949.0,400739871.78,8.552,0,0.1,主板,10.67,True,1,4685919922.591207,8.15,0.30920245398773005
sz.002562,2025-11-06,7.34,7.81,7.34,7.81,7.1,152810438.0,1169556326.88,21.7825,0,0.1,主板,7.81,True,1,5369247454.975325,7.43,0.05114401076716013
sz.002563,2025-12-01,6.39,6.68,6.32,6.68,6.07,66634387.0,438466067.16,3.0173,0,0.1,主板,6.68,True,1,14531735895.005468,5.52,0.21014492753623193
sz.002565,2025-11-28,8.03,8.03,8.03,8.03,7.3,37110615.0,297998238.45,3.5012,0,0.1,主板,8.03,True,1,8511317218.382269,6.8,0.1808823529411765
sz.002565,2025-12-01,8.83,8.83,8.83,8.83,8.03,10606750.0,93657602.5,1.0007,0,0.1,主板,8.83,True,2,9359208803.837315,7.01,0.2596291012838803
sz.002565,2025-12-02,8.97,9.71,8.8,9.71,8.83,244363968.0,2277881243.85,23.0544,0,0.1,主板,9.71,True,3,9880462054.315012,7.15,0.35804195804195804
sz.002565,2025-12-03,9.72,10.68,9.34,10.68,9.71,249848730.0,2552141631.76,23.5719,0,0.1,主板,10.68,True,4,10827050987.659035,7.55,0.4145695364238411
sz.002565,2025-12-05,11.0,11.9,10.99,11.9,10.82,140551404.0,1611152250.57,13.2603,0,0.1,主板,11.9,True,1,12150194570.03235,7.72,0.5414507772020727
sz.002565,2025-12-08,13.09,13.09,12.88,13.09,11.9,116416895.0,1522210633.75,10.9833,0,0.1,主板,13.09,True,2,13859319455.445995,7.56,0.7314814814814816
sz.002565,2025-12-12,15.0,15.95,14.8,15.95,14.5,207332044.0,3251136194.47,19.5607,0,0.1,主板,15.95,True,1,16620755875.147617,7.58,1.104221635883905
sz.002565,2025-12-18,15.9,16.69,15.65,16.69,15.17,155809561.0,2544617320.86,14.6998,0,0.1,主板,16.69,True,1,17310557428.400387,7.07,1.3606789250353608
sz.002565,2025-12-31,17.45,18.33,17.25,18.33,16.66,211366123.0,3831672888.41,19.9413,0,0.1,主板,18.33,True,1,19214759761.95133,10.68,0.7162921348314606
sz.002566,2025-12-03,8.26,9.05,8.17,9.05,8.23,12994027.0,116475511.35,5.6059,0,0.1,主板,9.05,True,1,2077730807.7204373,8.31,0.08904933814681115
sz.002569,2025-11-12,10.32,10.85,10.28,10.85,10.33,3223800.0,34326516.0,2.3034,1,0.05,ST,10.85,True,1,1490254232.8731441,9.25,0.17297297297297298
sz.002569,2025-11-14,11.5,11.91,11.5,11.91,11.34,2803900.0,33083563.0,2.0034,1,0.05,ST,11.91,True,1,1651370819.6066687,9.08,0.3116740088105727
sz.002569,2025-12-22,9.8,10.29,9.8,10.29,9.8,2239000.0,22757999.0,1.5998,1,0.05,ST,10.29,True,1,1422552756.5945742,10.58,-0.027410207939508546
sz.002569,2025-12-23,10.47,10.8,10.47,10.8,10.29,1434150.0,15391970.0,1.0247,1,0.05,ST,10.8,True,2,1502095247.3894799,10.88,-0.007352941176470562
sz.002569,2025-12-25,11.28,11.82,11.28,11.82,11.26,1795050.0,21039789.0,1.2826,1,0.05,ST,11.82,True,1,1640401450.1793234,11.19,0.05630026809651478
sz.002569,2025-12-31,11.91,12.45,11.8,12.45,11.86,3491700.0,42948169.0,2.4948,1,0.05,ST,12.45,True,1,1721507495.5908287,10.79,0.15384615384615397
sz.002571,2025-12-23,10.08,11.02,10.02,11.02,10.02,28041900.0,296613992.4,9.4004,0,0.1,主板,11.02,True,1,3155333734.734692,8.37,0.31660692951015545
sz.002571,2025-12-26,9.69,10.56,9.6,10.56,9.6,29331716.0,298378995.37,9.8328,0,0.1,主板,10.56,True,1,3034527249.308437,8.79,0.2013651877133107
sz.002571,2025-12-29,10.92,11.62,10.92,11.62,10.56,39793059.0,449809313.26,13.3397,0,0.1,主板,11.62,True,2,3371959738.6747823,8.78,0.3234624145785876
sz.002574,2025-11-24,5.93,6.47,5.7,6.47,5.88,36879635.0,233281720.89,6.9848,0,0.1,主板,6.47,True,1,3339848254.6386437,5.74,0.127177700348432
sz.002575,2025-11-25,5.97,6.59,5.96,6.59,5.99,36713104.0,236161495.47,6.2108,0,0.1,主板,6.59,True,1,3802432785.9535003,6.28,0.0493630573248407
sz.002575,2025-12-04,6.82,7.51,6.67,7.51,6.83,112004620.0,802738296.44,19.1299,0,0.1,主板,7.51,True,1,4196249308.3602114,6.3,0.19206349206349205
sz.002578,2025-11-04,3.69,4.09,3.67,4.09,3.72,92869000.0,372337275.0,10.7841,0,0.1,主板,4.09,True,1,3452650429.799427,3.29,0.24316109422492405
sz.002578,2025-11-06,3.88,4.28,3.76,4.28,3.89,170827334.0,684024781.62,19.8368,0,0.1,主板,4.28,True,1,3448261723.7659297,3.4,0.2588235294117649
sz.002578,2025-11-12,4.03,4.43,3.98,4.43,4.03,200193967.0,872920750.81,23.2469,0,0.1,主板,4.43,True,1,3754998519.415492,3.54,0.2514124293785309
sz.002578,2025-11-13,4.6,4.87,4.43,4.87,4.43,207816453.0,969445729.74,24.1321,0,0.1,主板,4.87,True,2,4017245617.828535,3.54,0.37570621468926557
sz.002578,2025-12-01,4.15,4.44,4.12,4.44,4.04,73765200.0,317940102.0,8.5658,0,0.1,主板,4.44,True,1,3711738564.9910107,3.72,0.19354838709677424
sz.002578,2025-12-05,4.5,4.96,4.47,4.96,4.51,132675436.0,640936778.46,15.4065,0,0.1,主板,4.96,True,1,4160171216.434622,4.11,0.20681265206812638
sz.002578,2025-12-08,4.95,5.46,4.84,5.46,4.96,255141436.0,1278891858.98,29.6276,0,0.1,主板,5.46,True,2,4316555708.123507,4.19,0.3031026252983293
sz.002581,2025-11-03,7.82,8.2,7.81,8.2,7.81,8239500.0,66529980.0,2.0558,1,0.05,ST,8.2,True,1,3236208775.1726823,8.09,0.013597033374536327
sz.002581,2025-12-17,7.14,7.49,7.14,7.49,7.13,5837700.0,43464072.0,1.4565,1,0.05,ST,7.49,True,1,2984145005.149331,8.09,-0.07416563658838071
sz.002581,2025-12-18,7.86,7.86,7.71,7.86,7.49,4841002.0,37956174.72,1.2079,1,0.05,ST,7.86,True,2,3142327570.1630926,8.08,-0.027227722772277252
sz.002583,2025-12-25,10.79,11.89,10.78,11.89,10.81,133738209.0,1548421316.34,10.4261,0,0.1,主板,11.89,True,1,14851395213.35878,11.72,0.014505119453924964
sz.002584,2025-12-12,8.5,9.35,8.42,9.35,8.5,60914567.0,558839913.95,13.0041,0,0.1,主板,9.35,True,1,4297413230.827201,8.61,0.08594657375145176
sz.002585,2025-12-04,5.76,6.3,5.68,6.3,5.73,110299536.0,677141796.3,12.4413,0,0.1,主板,6.3,True,1,5442693257.939282,5.49,0.14754098360655732
sz.002585,2025-12-05,6.6,6.93,6.6,6.93,6.3,113380373.0,779932783.62,12.7888,0,0.1,主板,6.93,True,2,6098561113.005129,5.66,0.22438162544169593
sz.002585,2025-12-08,7.62,7.62,7.62,7.62,6.93,20727314.0,157942132.68,2.3379,0,0.1,主板,7.62,True,3,6755726621.326833,5.7,0.33684210526315783
sz.002586,2025-11-13,4.23,4.37,4.2,4.37,4.16,13882806.0,60316865.22,1.2766,1,0.05,ST,4.37,True,1,4724805359.548802,3.95,0.10632911392405053
sz.002589,2025-11-26,2.91,3.19,2.9,3.19,2.9,157485554.0,496448633.3,11.5324,0,0.1,主板,3.19,True,1,4304816285.421942,2.9,0.10000000000000009
sz.002589,2025-12-03,3.21,3.52,3.18,3.52,3.2,105272958.0,362348607.58,7.709,0,0.1,主板,3.52,True,1,4700332177.714359,2.95,0.1932203389830507
sz.002589,2025-12-04,3.78,3.87,3.6,3.87,3.52,335684120.0,1281531264.43,24.5816,0,0.1,主板,3.87,True,2,5213376120.472223,2.97,0.303030303030303
sz.002589,2025-12-05,3.99,4.26,3.98,4.26,3.87,90752383.0,377693227.73,6.6456,0,0.1,主板,4.26,True,3,5683357826.682317,2.96,0.43918918918918903
sz.002589,2025-12-08,4.69,4.69,4.05,4.69,4.26,551018403.0,2515933619.17,40.3502,0,0.1,主板,4.69,True,4,6235244482.48088,2.99,0.5685618729096991
sz.002591,2025-11-05,6.59,7.46,6.59,7.46,6.78,58636950.0,426247264.0,26.2343,0,0.1,主板,7.46,True,1,1624770868.6719294,5.84,0.2773972602739727
sz.002591,2025-11-06,8.21,8.21,8.21,8.21,7.46,9174200.0,75320182.0,4.1046,0,0.1,主板,8.21,True,2,1835018808.1664476,6.22,0.3199356913183282
sz.002591,2025-12-26,6.77,7.45,6.72,7.45,6.77,12445200.0,91031390.0,5.568,0,0.1,主板,7.45,True,1,1634902837.6436782,7.29,0.021947873799725626
sz.002591,2025-12-29,7.77,8.2,7.69,8.2,7.45,16866100.0,136270051.0,7.5459,0,0.1,主板,8.2,True,2,1805882015.399091,7.19,0.14047287899860894
sz.002591,2025-12-30,9.02,9.02,9.02,9.02,8.2,8440555.0,76133806.1,3.7763,0,0.1,主板,9.02,True,3,2016095281.0952518,7.22,0.2493074792243768
sz.002592,2025-11-04,7.86,8.19,7.86,8.19,7.8,5450200.0,43911069.0,2.0746,1,0.05,ST,8.19,True,1,2116604116.4561841,6.77,0.20974889217134418
sz.002592,2025-12-24,7.32,7.32,7.32,7.32,6.97,945800.0,6923256.0,0.36,1,0.05,ST,7.32,True,1,1923126666.6666667,7.12,0.028089887640449396
sz.002592,2025-12-25,7.69,7.69,7.52,7.69,7.32,12523250.0,96123875.0,4.7668,1,0.05,ST,7.69,True,2,2016528383.8214316,7.1,0.08309859154929589
sz.002592,2025-12-29,7.88,8.18,7.88,8.18,7.79,7695800.0,61991009.0,2.9293,1,0.05,ST,8.18,True,1,2116239681.8352506,7.21,0.13453536754507622
sz.002592,2025-12-30,8.42,8.59,8.34,8.59,8.18,17626255.0,149867801.9,6.7092,1,0.05,ST,8.59,True,2,2233765603.9468193,7.12,0.2064606741573034
sz.002593,2025-11-14,6.04,6.63,6.04,6.63,6.03,130939180.0,848379604.8,23.4301,0,0.1,主板,6.63,True,1,3620896218.1125984,5.04,0.31547619047619047
sz.002593,2025-11-17,7.2,7.29,7.05,7.29,6.63,48109717.0,347842332.78,8.6087,0,0.1,主板,7.29,True,2,4040590713.81277,5.11,0.4266144814090018
sz.002596,2025-11-25,4.86,5.38,4.65,5.38,4.89,158607284.0,786047260.33,13.8337,0,0.1,主板,5.38,True,1,5682118741.406855,3.93,0.36895674300254444
sz.002596,2025-11-26,5.7,5.92,5.7,5.92,5.38,112120041.0,657384260.66,9.7791,0,0.1,主板,5.92,True,2,6722339076.806659,4.06,0.4581280788177342
sz.002596,2025-11-28,5.86,6.34,5.58,6.34,5.76,227410187.0,1387038066.65,19.8347,0,0.1,主板,6.34,True,1,6992987373.895245,4.3,0.4744186046511629
sz.002596,2025-12-10,6.03,6.52,5.98,6.52,5.93,165871949.0,1056346268.49,14.4674,0,0.1,主板,6.52,True,1,7301562606.204293,4.54,0.436123348017621
sz.002596,2025-12-19,4.8,5.35,4.66,5.35,4.86,217711264.0,1091773621.76,18.9888,0,0.1,主板,5.35,True,1,5749566174.587125,5.19,0.030828516377649162
sz.002596,2025-12-23,6.48,6.48,6.25,6.48,5.89,184877747.0,1192745150.6,16.125,0,0.1,主板,6.48,True,1,7396869151.0077505,5.38,0.20446096654275103
sz.002602,2025-11-03,17.83,18.45,17.61,18.45,17.57,135681432.0,2459368208.42,1.9795,1,0.05,ST,18.45,True,1,124241889791.36145,21.58,-0.14504170528266913
sz.002607,2025-12-10,2.4,2.65,2.39,2.65,2.41,285831387.0,725086776.09,5.6222,0,0.1,主板,2.65,True,1,12896851340.934155,2.69,-0.014869888475836479
sz.002607,2025-12-16,2.61,2.77,2.61,2.77,2.52,353291195.0,967464424.95,6.9491,0,0.1,主板,2.77,True,1,13922154307.032568,2.73,0.0146520146520146
sz.002611,2025-11-03,19.86,20.9,19.55,20.9,19.0,311847452.0,6358037792.43,31.1164,0,0.1,主板,20.9,True,1,20433076424.104332,18.02,0.15982241953385112
sz.002611,2025-12-01,20.24,20.24,20.23,20.24,18.4,50166535.0,1015370650.4,5.0057,0,0.1,主板,20.24,True,1,20284288918.63276,20.9,-0.03157894736842104
sz.002612,2025-11-19,21.5,23.64,21.26,23.64,21.49,33449796.0,757442998.73,13.131,0,0.1,主板,23.64,True,1,5768357312.695148,17.38,0.3601841196777906
sz.002614,2025-12-18,6.97,7.7,6.97,7.7,7.0,35236635.0,261350843.7,7.99,0,0.1,主板,7.7,True,1,3270974264.0800996,7.29,0.056241426611796985
sz.002620,2025-11-11,5.72,5.91,5.72,5.91,5.63,13621825.0,80022343.75,4.3194,1,0.05,ST,5.91,True,1,1852626377.506135,5.77,0.024263431542461023
sz.002620,2025-11-13,6.07,6.26,6.05,6.26,5.96,6340400.0,39224205.0,2.0105,1,0.05,ST,6.26,True,1,1950967669.7338972,6.05,0.034710743801652955
sz.002620,2025-11-14,6.48,6.57,6.43,6.57,6.26,5324050.0,34773510.5,1.6882,1,0.05,ST,6.57,True,2,2059798039.331833,6.06,0.08415841584158423
sz.002620,2025-11-17,6.9,6.9,6.9,6.9,6.57,1153750.0,7960875.0,0.3659,1,0.05,ST,6.9,True,3,2175696911.724515,6.2,0.11290322580645173
sz.002620,2025-11-18,7.25,7.25,7.25,7.25,6.9,584550.0,4237987.5,0.1854,1,0.05,ST,7.25,True,4,2285861650.4854364,6.07,0.19439868204283361
sz.002620,2025-12-04,5.68,5.95,5.49,5.95,5.67,9527750.0,54188339.0,3.0212,1,0.05,ST,5.95,True,1,1793603170.92546,5.62,0.0587188612099645
sz.002625,2025-12-01,48.29,49.68,47.29,49.68,45.16,80689770.0,3971863336.78,3.745,0,0.1,主板,49.68,True,1,106057766002.13618,46.59,0.06632324533161604
sz.002630,2025-11-26,2.73,2.87,2.72,2.87,2.73,60466072.0,171924937.12,5.8689,1,0.05,ST,2.87,True,1,2929423522.6362696,2.94,-0.023809523809523725
sz.002631,2025-12-03,5.19,5.71,5.16,5.71,5.19,40134065.0,225880348.78,5.0574,0,0.1,主板,5.71,True,1,4466333467.394313,5.5,0.038181818181818095
sz.002631,2025-12-23,5.31,5.84,5.29,5.84,5.31,32936347.0,184618753.71,4.1504,0,0.1,主板,5.84,True,1,4448215924.007324,5.17,0.12959381044487417
sz.002632,2025-11-27,11.1,11.31,11.0,11.31,10.28,28342538.0,320254793.78,4.8708,0,0.1,主板,11.31,True,1,6574993713.1477375,10.67,0.059981255857544546
sz.002632,2025-11-28,12.44,12.44,12.44,12.44,11.31,10779064.0,134091556.16,1.8524,0,0.1,主板,12.44,True,2,7238801347.441157,10.71,0.16153127917833787
sz.002632,2025-12-01,12.44,13.68,12.1,13.68,12.44,85043659.0,1117100520.71,14.6152,0,0.1,主板,13.68,True,3,7643415900.637692,10.58,0.29300567107750464
sz.002632,2025-12-02,15.05,15.05,15.05,15.05,13.68,7010473.0,105507618.65,1.2048,0,0.1,主板,15.05,True,4,8757272464.30943,10.45,0.4401913875598087
sz.002632,2025-12-03,15.9,16.56,15.2,16.56,15.05,192705024.0,3126497624.58,33.1173,0,0.1,主板,16.56,True,5,9440677907.256933,10.65,0.5549295774647887
sz.002633,2025-12-10,16.6,18.45,16.6,18.45,16.77,5813600.0,105250872.0,3.8908,0,0.1,主板,18.45,True,1,2705121620.2323427,17.57,0.050085372794536065
sz.002634,2025-11-03,5.24,5.59,5.19,5.59,5.08,32669420.0,177108152.8,7.3165,0,0.1,主板,5.59,True,1,2420667707.237067,4.91,0.13849287169042768
sz.002634,2025-12-31,5.14,5.65,5.14,5.65,5.14,23953170.0,130218579.5,5.3645,0,0.1,主板,5.65,True,1,2427413169.913319,6.37,-0.11302982731554156
sz.002636,2025-11-05,14.15,15.85,14.02,15.85,14.41,66322802.0,999839300.3,9.1566,0,0.1,主板,15.85,True,1,10919329230.281982,12.25,0.29387755102040813
sz.002636,2025-11-10,16.4,18.0,16.36,18.0,16.36,27095756.0,475653177.37,3.7409,0,0.1,主板,18.0,True,1,12714939650.084206,12.27,0.4669926650366749
sz.002636,2025-11-27,15.77,16.3,15.12,16.3,14.82,34042824.0,539805818.3,4.7,0,0.1,主板,16.3,True,1,11485230176.595743,14.95,0.09030100334448177
sz.002638,2025-11-05,2.9,3.17,2.89,3.17,2.88,76357902.0,234625499.34,5.6449,0,0.1,主板,3.17,True,1,4156415513.82664,2.78,0.14028776978417268
sz.002638,2025-11-25,2.77,3.05,2.75,3.05,2.77,122161281.0,365846555.12,9.031,0,0.1,主板,3.05,True,1,4051008250.6920605,2.71,0.12546125461254598
sz.002638,2025-11-26,3.18,3.36,3.15,3.36,3.05,106242765.0,347462965.82,7.8542,0,0.1,主板,3.36,True,2,4423912885.080594,2.64,0.2727272727272727
sz.002639,2025-11-04,11.27,12.45,11.26,12.45,11.32,179222508.0,2150143523.78,27.5464,0,0.1,主板,12.45,True,1,7805533658.772109,10.5,0.18571428571428572
sz.002639,2025-11-05,13.39,13.7,13.21,13.7,12.45,201574442.0,2740849322.21,30.9819,0,0.1,主板,13.7,True,2,8846614707.974655,10.48,0.3072519083969465
sz.002639,2025-11-17,13.91,15.7,13.81,15.7,14.27,231222854.0,3429240981.47,35.5389,0,0.1,主板,15.7,True,1,9649260335.772913,10.83,0.4496768236380424
sz.002639,2025-12-11,15.08,16.51,15.05,16.51,15.01,154901399.0,2456533279.83,23.8083,0,0.1,主板,16.51,True,1,10317970118.950113,13.76,0.19985465116279078
sz.002639,2025-12-12,17.0,18.16,16.68,18.16,16.51,185137613.0,3222951156.55,28.4556,0,0.1,主板,18.16,True,2,11326245647.781105,14.27,0.27259985984583057
sz.002639,2025-12-15,19.98,19.98,19.16,19.98,18.16,126101637.0,2507672501.24,19.3818,0,0.1,主板,19.98,True,3,12938284892.218473,15.7,0.272611464968153
sz.002639,2025-12-19,20.01,20.34,19.88,20.34,18.49,323016742.0,6540435950.54,49.6476,0,0.1,主板,20.34,True,1,13173720281.624893,13.6,0.49558823529411766
sz.002640,2025-12-25,4.42,4.76,4.41,4.76,4.33,134284800.0,633589717.0,8.6733,0,0.1,主板,4.76,True,1,7305059400.689472,4.63,0.02807775377969768
sz.002643,2025-12-23,14.84,16.38,14.77,16.38,14.89,63740690.0,1022323120.55,7.0099,0,0.1,主板,16.38,True,1,14583990079.031082,13.02,0.25806451612903225
sz.002644,2025-12-19,8.63,9.52,8.58,9.52,8.65,24657106.0,231519315.22,4.8285,0,0.1,主板,9.52,True,1,4794849647.302475,8.62,0.10440835266821358
sz.002647,2025-11-12,6.92,7.26,6.9,7.26,6.91,16949230.0,121493366.8,2.5009,1,0.05,ST,7.26,True,1,4857985797.113039,6.75,0.0755555555555556
sz.002647,2025-12-29,7.44,7.81,7.44,7.81,7.44,28555915.0,221502233.35,4.2134,1,0.05,ST,7.81,True,1,5257090078.084208,6.86,0.13848396501457705
sz.002651,2025-12-01,11.51,11.86,11.37,11.86,10.78,32082495.0,378188471.7,5.6737,0,0.1,主板,11.86,True,1,6665640969.73756,11.25,0.05422222222222217
sz.002652,2025-12-25,3.65,4.02,3.55,4.02,3.65,37215820.0,141372803.4,7.2678,0,0.1,主板,4.02,True,1,1945193915.627838,3.78,0.06349206349206349
sz.002652,2025-12-26,4.2,4.42,4.14,4.42,4.02,56085497.0,244858244.52,10.9528,0,0.1,主板,4.42,True,2,2235576697.4654884,3.87,0.1421188630490955
sz.002652,2025-12-29,4.5,4.86,4.42,4.86,4.42,113739898.0,541999346.91,22.212,0,0.1,主板,4.86,True,3,2440119516.0723934,3.82,0.2722513089005236
sz.002654,2025-11-10,15.9,17.16,15.83,17.16,15.6,156452933.0,2603683851.86,18.5098,0,0.1,主板,17.16,True,1,14066515315.45452,14.79,0.1602434077079109
sz.002656,2025-11-18,2.59,2.73,2.58,2.73,2.6,39032700.0,105017735.0,5.769,1,0.05,ST,2.73,True,1,1820380221.8755417,2.54,0.07480314960629908
sz.002658,2025-11-07,8.65,9.43,8.65,9.43,8.57,40881075.0,374342294.23,11.3984,0,0.1,主板,9.43,True,1,3284165270.8274846,8.19,0.15140415140415153
sz.002659,2025-11-25,5.69,6.25,5.69,6.25,5.68,26315920.0,162300082.0,4.3986,0,0.1,主板,6.25,True,1,3689812258.4458694,5.87,0.06473594548551964
sz.002659,2025-12-31,5.61,5.86,5.61,5.86,5.33,53447701.0,311583156.86,8.9336,0,0.1,主板,5.86,True,1,3487767046.43145,6.27,-0.06539074960127578
sz.002660,2025-12-05,9.41,10.35,9.32,10.35,9.41,23617321.0,241298409.91,6.8858,0,0.1,主板,10.35,True,1,3504290132.0108047,9.88,0.047570850202429016
sz.002666,2025-12-19,4.99,5.48,4.97,5.48,4.98,13041300.0,70984436.0,2.6048,0,0.1,主板,5.48,True,1,2725139588.4520884,5.01,0.09381237524950103
sz.002666,2025-12-22,6.03,6.03,6.03,6.03,5.48,11375010.0,68591310.3,2.272,0,0.1,主板,6.03,True,2,3018983727.992958,5.04,0.1964285714285714
sz.002667,2025-11-10,12.7,13.84,12.7,13.84,12.58,16590216.0,224993452.26,7.0116,0,0.1,主板,13.84,True,1,3208874611.5009413,11.64,0.18900343642611683
sz.002667,2025-11-24,15.69,16.9,15.69,16.9,15.36,35750768.0,589870226.9,15.1095,0,0.1,主板,16.9,True,1,3903969204.1430883,11.79,0.4334181509754029
sz.002671,2025-12-03,5.29,5.83,5.25,5.83,5.3,47273247.0,263629421.84,8.5978,0,0.1,主板,5.83,True,1,3066242781.17658,5.42,0.07564575645756455
sz.002674,2025-12-15,12.08,13.3,12.04,13.3,12.09,11544600.0,149189891.0,3.946,0,0.1,主板,13.3,True,1,3780787911.8094273,14.39,-0.07574704656011122
sz.002676,2025-11-11,8.81,9.68,8.6,9.68,8.8,55932158.0,520442612.16,7.7686,0,0.1,主板,9.68,True,1,6699310199.52115,9.12,0.06140350877192979
sz.002676,2025-12-15,7.96,8.77,7.88,8.77,7.97,30750953.0,260352363.24,4.2711,0,0.1,主板,8.77,True,1,6095674726.417084,8.99,-0.024471635150166926
sz.002677,2025-12-19,7.57,8.29,7.5,8.29,7.54,24636066.0,202838834.14,4.606,0,0.1,主板,8.29,True,1,4403795791.141989,8.1,0.023456790123456805
sz.002678,2025-12-22,4.88,5.39,4.85,5.39,4.9,35784310.0,186285559.5,2.6359,0,0.1,主板,5.39,True,1,7067246841.685952,5.05,0.06732673267326739
sz.002679,2025-11-04,12.63,15.14,12.63,15.14,13.76,41195757.0,574641103.01,17.4739,0,0.1,主板,15.14,True,1,3288568110.2100844,10.57,0.43235572374645215
sz.002679,2025-11-17,15.38,16.92,15.08,16.92,15.38,38041398.0,604060064.8,16.1359,0,0.1,主板,16.92,True,1,3743578386.0832057,11.57,0.4624027657735523
sz.002679,2025-12-05,13.23,14.6,13.0,14.6,13.27,17959055.0,251530714.9,7.6176,0,0.1,主板,14.6,True,1,3301968006.9838266,13.61,0.07274063188831748
sz.002679,2025-12-08,15.8,16.06,15.8,16.06,14.6,17025640.0,273000308.4,7.2217,0,0.1,主板,16.06,True,2,3780277613.304346,13.47,0.19227913882702286
sz.002681,2025-11-26,6.84,7.49,6.76,7.49,6.81,133656580.0,987529647.94,8.7204,0,0.1,主板,7.49,True,1,11324361817.577175,6.73,0.11292719167904908
sz.002682,2025-11-14,6.48,6.48,6.48,6.48,5.89,11654880.0,75523622.4,2.0725,0,0.1,主板,6.48,True,1,3644083107.3582635,4.49,0.4432071269487752
sz.002682,2025-11-17,7.13,7.13,7.13,7.13,6.48,4572385.0,32601105.05,0.8131,0,0.1,主板,7.13,True,2,4009482849.5879965,4.57,0.5601750547045952
sz.002682,2025-11-18,7.84,7.84,7.76,7.84,7.13,124856699.0,978641416.66,22.2023,0,0.1,主板,7.84,True,3,4407838001.738558,4.73,0.657505285412262
sz.002682,2025-12-03,5.89,6.51,5.7,6.51,5.92,119352690.0,723153228.87,21.2235,0,0.1,主板,6.51,True,1,3407323150.6113505,5.21,0.24952015355086377
sz.002682,2025-12-04,6.9,7.16,6.85,7.16,6.51,45563755.0,321706063.8,8.1022,0,0.1,主板,7.16,True,2,3970601365.0613413,5.14,0.3929961089494165
sz.002682,2025-12-05,7.88,7.88,7.88,7.88,7.16,12716172.0,100203435.36,2.2612,0,0.1,主板,7.88,True,3,4431427355.38652,5.15,0.5300970873786406
sz.002682,2025-12-08,8.67,8.67,8.67,8.67,7.88,4409015.0,38226160.05,0.784,0,0.1,主板,8.67,True,4,4875785720.663264,5.18,0.6737451737451738
sz.002682,2025-12-09,9.5,9.54,9.3,9.54,8.67,102078155.0,969991024.95,18.1517,0,0.1,主板,9.54,True,5,5343802646.30861,5.18,0.8416988416988416
sz.002682,2025-12-10,9.8,10.49,9.18,10.49,9.54,312234137.0,3119761930.94,55.5221,0,0.1,主板,10.49,True,6,5618955210.519775,5.35,0.9607476635514021
sz.002682,2025-12-12,9.72,10.85,9.26,10.85,9.86,288117432.0,3018913909.15,51.2336,0,0.1,主板,10.85,True,1,5892449308.949595,6.48,0.6743827160493825
sz.002686,2025-12-02,6.67,7.37,6.61,7.37,6.7,19710289.0,142429063.93,3.7706,0,0.1,主板,7.37,True,1,3777358084.389753,6.47,0.13910355486862458
sz.002686,2025-12-03,7.98,8.11,7.47,8.11,7.37,130385311.0,1032818847.29,24.943,0,0.1,主板,8.11,True,2,4140716222.146494,6.56,0.2362804878048781
sz.002691,2025-11-11,8.52,9.35,8.41,9.35,8.5,15251350.0,138834666.5,4.5394,0,0.1,主板,9.35,True,1,3058436500.4185576,8.02,0.16583541147132164
sz.002691,2025-11-13,9.84,11.32,9.51,11.32,10.29,83218494.0,899755309.47,24.7689,0,0.1,主板,11.32,True,1,3632601001.5382195,8.0,0.41500000000000004
sz.002691,2025-11-18,10.0,11.06,9.52,11.06,10.05,74108715.0,780823570.31,22.0575,0,0.1,主板,11.06,True,1,3539945915.4935956,8.14,0.3587223587223587
