序号,代码,名称,收盘价,涨跌幅,买方机构数,卖方机构数,机构买入总额,机构卖出总额,机构买入净额,市场总成交额,机构净买额占总成交额比,换手率,流通市值,上榜原因,上榜日期
24,603955,大千生态,39.55,5.5793,1,1,150744645.2,44911095.2,105833550.0,2323942625,4.554051759346,15.4916,53.68,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-05-21
25,002338,奥普光电,51.65,10.0106,2,0,115128478.0,12010984.0,103117494.0,3214484213,3.207901708864,26.4274,123.96,日涨幅偏离值达到7%的前5只证券,2025-05-09
26,603507,振江股份,27.52,3.8883,3,0,102888761.08,0.0,102888761.08,1407740584,7.308787020095,27.8593,50.72,有价格涨跌幅限制的日换手率达到20%的前五只证券,2025-05-06
27,002727,一心堂,19.01,10.0116,3,2,207976257.89,106454855.14,101521402.75,1838541369,5.521844896273,25.3711,75.53,日涨幅偏离值达到7%的前5只证券,2025-05-23
28,002338,奥普光电,45.45,-10.0,3,0,142335560.4,43314905.08,99020655.32,2010147445,4.926039409015,17.8556,109.08,日跌幅偏离值达到7%的前5只证券,2025-05-13
29,688382,益方生物,23.46,15.6235,4,2,122438286.75,25057210.76,97381075.99,476309100,20.44493292066,5.343,94.14,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-05-20
30,300723,一品红,50.6,6.4591,3,0,96961953.2,0.0,96961953.2,2336066406,4.150650553039,5.5038,211.33,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-21
31,002640,跨境通,5.06,10.0,3,1,163989563.0,67425980.19,96563582.81,2647064092,3.647950312266,39.4285,70.7,日涨幅偏离值达到7%的前5只证券,2025-05-14
32,002640,跨境通,5.06,10.0,3,1,163989563.0,67425980.19,96563582.81,2647064092,3.647950312266,39.4285,70.7,日换手率达到20%的前5只证券,2025-05-14
33,002640,跨境通,5.06,10.0,3,1,163989563.0,67425980.19,96563582.81,2647064092,3.647950312266,39.4285,70.7,日振幅值达到15%的前5只证券,2025-05-14
34,603194,中力股份,41.24,10.0027,2,0,92285417.76,0.0,92285417.76,1266961201,7.283997149018,41.243,20.55,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-05-30
35,300607,拓斯达,38.02,2.2593,2,0,120054398.89,31063052.0,88991346.89,5044508575,1.764123215709,38.3632,128.39,日换手率达到30%的前5只证券,2025-05-13
36,301112,信邦智能,40.26,16.157,4,0,104521504.58,16951459.75,87570044.83,745502983,11.746437885145,54.401,14.6,日换手率达到30%的前5只证券,2025-05-26
37,300204,舒泰神,14.78,4.4523,3,2,149294357.1,72398355.61,76896001.49,1919434280,4.006180481991,14.4421,69.76,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-22
38,000678,襄阳轴承,18.15,10.0,2,1,123791273.4,51401719.0,72389554.4,1969871652,3.674836090286,24.6157,83.42,日振幅值达到15%的前5只证券,2025-05-14
39,000678,襄阳轴承,18.15,10.0,2,1,123791273.4,51401719.0,72389554.4,1969871652,3.674836090286,24.6157,83.42,日涨幅偏离值达到7%的前5只证券,2025-05-14
40,603194,中力股份,41.24,10.0027,2,1,82245321.76,11763320.38,70482001.38,824918401,8.54411797513,41.243,20.55,有价格涨跌幅限制的日换手率达到20%的前五只证券,2025-05-30
41,002165,红宝丽,12.44,9.9912,1,0,95071555.48,26456668.0,68614887.48,3604542981,1.903566911025,41.2836,90.52,日换手率达到20%的前5只证券,2025-05-16
42,002165,红宝丽,12.44,9.9912,1,0,95071555.48,26456668.0,68614887.48,3604542981,1.903566911025,41.2836,90.52,日振幅值达到15%的前5只证券,2025-05-16
43,002165,红宝丽,12.44,9.9912,1,0,95071555.48,26456668.0,68614887.48,3604542981,1.903566911025,41.2836,90.52,日涨幅偏离值达到7%的前5只证券,2025-05-16
44,300255,常山药业,28.24,20.017,1,1,115071465.8,49707704.95,65363760.85,3754551362,1.740920673281,10.6342,258.7,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-07
45,300204,舒泰神,14.15,20.017,3,1,80414380.0,15458480.94,64955899.06,506951984,12.813027882341,8.0097,66.79,日涨幅达到15%的前5只证券,2025-05-21
46,301662,宏工科技,79.03,5.9525,4,1,78686989.63,15023280.0,63663709.63,509114958,12.504780822016,41.3324,12.47,日换手率达到30%的前5只证券,2025-05-23
47,688135,利扬芯片,24.9,15.4917,1,0,62193738.83,0.0,62193738.83,1132093400,5.493693261528,22.5795,50.1,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-05-20
48,002553,南方精工,25.0,6.929,2,1,139029275.0,77972887.0,61056388.0,2813127279,2.170409723577,46.4481,62.7,日换手率达到20%的前5只证券,2025-05-09
49,688136,科兴制药,41.81,15.5611,3,2,73803091.79,13102560.44,60700531.35,278438800,21.800313515932,3.4637,83.47,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-05-20
50,301536,星宸科技,63.97,19.9962,2,1,88798282.0,28972328.0,59825954.0,1326901394,4.508696295785,11.8625,119.36,日涨幅达到15%的前5只证券,2025-05-26
51,002471,中超控股,4.12,-5.2874,4,2,152948668.5,94211928.4,58736740.1,1947191667,3.016484771142,35.1279,53.77,日换手率达到20%的前5只证券,2025-05-20
52,002553,南方精工,23.1,6.0119,3,2,148767309.4,91314507.0,57452802.4,2594196776,2.214666324911,44.6205,57.93,日换手率达到20%的前5只证券,2025-05-06
53,002510,天汽模,8.23,-2.8335,2,1,133000951.44,75724892.14,57276059.3,4992057285,1.147343790948,56.8764,82.7,日换手率达到20%的前5只证券,2025-05-22
54,300872,天阳科技,19.5,4.7261,2,0,112708069.18,58160644.01,54547425.17,4181210920,1.304584394657,32.1281,76.79,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-30
55,002809,红墙股份,17.31,3.8392,3,0,62855361.35,8576715.77,54278645.58,1318650691,4.116226226586,53.7397,23.84,日换手率达到20%的前5只证券,2025-05-14
56,688552,航天南湖,34.28,4.2262,2,0,54240587.06,0.0,54240587.06,1139122400,4.761611839079,37.864,29.76,有价格涨跌幅限制的日换手率达到30%的前五只证券,2025-05-22
57,002165,红宝丽,11.16,0.1795,1,1,160387657.16,108130640.08,52257017.08,9121272263,0.572913685429,29.0948,81.2,连续三个交易日内，跌幅偏离值累计达到20%的证券,2025-05-12
58,002427,尤夫股份,9.43,10.035,3,1,92161595.89,40068176.0,52093419.89,1532564109,3.399102170283,17.1856,92.86,日涨幅偏离值达到7%的前5只证券,2025-05-19
59,002427,尤夫股份,9.43,10.035,3,1,92161595.89,40068176.0,52093419.89,1532564109,3.399102170283,17.1856,92.86,日振幅值达到15%的前5只证券,2025-05-19
60,300255,常山药业,28.24,20.017,1,0,60582642.6,9284002.0,51298640.6,2673734530,1.91861383486,10.6342,258.7,日涨幅达到15%的前5只证券,2025-05-07
61,002549,凯美特气,10.26,9.9678,1,0,55180854.0,5574023.0,49606831.0,1317955355,3.763923475238,19.0252,71.04,日涨幅偏离值达到7%的前5只证券,2025-05-26
62,002040,南京港,10.23,10.0,3,0,60469606.85,10900990.1,49568616.75,1000383464,4.954961625595,19.3583,49.71,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-16
63,002549,凯美特气,11.29,10.039,1,0,55186499.0,7252780.0,47933719.0,2399306866,1.997815272371,14.0302,78.17,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-27
64,002094,青岛金王,8.64,1.8868,3,2,143132767.05,96463218.28,46669548.77,2240807780,2.082710939624,38.0114,59.66,日换手率达到20%的前5只证券,2025-05-16
65,000096,广聚能源,15.03,-10.0,2,0,66737145.0,20192011.0,46545134.0,1679852746,2.770786553216,8.2602,76.78,连续三个交易日内，跌幅偏离值累计达到20%的证券,2025-05-29
66,688648,中邮科技,50.0,18.1754,1,1,86418814.65,40583928.76,45834885.89,1656307800,2.767292763459,23.2932,33.06,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2025-05-21
67,002094,青岛金王,8.15,9.9865,2,3,107571342.1,61941269.0,45630073.1,1516857718,3.008197312017,27.8452,56.27,日涨幅偏离值达到7%的前5只证券,2025-05-13
68,000510,新金路,5.91,10.0559,3,3,103250333.0,57903233.0,45347100.0,960833785,4.719557191674,17.3798,35.85,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-26
69,301501,恒鑫生活,72.85,14.1313,4,2,88842166.21,43532770.77,45309395.44,647461531,6.998005791946,38.4084,17.62,日换手率达到30%的前5只证券,2025-05-14
70,688648,中邮科技,50.0,18.1754,1,0,45043573.15,0.0,45043573.15,728265800,6.185045782735,23.2932,33.06,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-05-21
71,000859,国风新材,7.92,10.0,1,0,54826132.06,10371581.0,44454551.06,1546265046,2.874963200843,22.161,70.95,日涨幅偏离值达到7%的前5只证券,2025-05-23
72,605133,嵘泰股份,41.78,10.0053,4,1,81896996.61,37675849.56,44221147.05,811039033,5.452406758578,6.1511,77.26,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-05-06
73,002094,青岛金王,8.72,6.6015,2,3,141195147.0,97036696.0,44158451.0,2366077029,1.866315020972,38.8945,60.21,日换手率达到20%的前5只证券,2025-05-22
74,688336,三生国健,32.81,20.0073,2,2,70707916.52,27205084.53,43502831.99,377621700,11.520215069738,1.9698,202.37,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-05-19
75,002272,川润股份,10.85,0.9302,4,2,120784842.09,77554855.8,43229986.29,1690410763,2.557365773824,39.2795,41.96,日换手率达到20%的前5只证券,2025-05-07
76,300399,天利科技,25.44,20.0,3,0,48216720.0,5027329.0,43189391.0,1116508739,3.868253735182,23.186,50.26,日涨幅达到15%的前5只证券,2025-05-14
77,601579,会稽山,18.72,9.9882,2,1,67928660.97,25496303.0,42432357.97,1520385758,2.790894202128,5.6715,89.76,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-05-21
78,301535,浙江华远,19.77,6.9227,3,3,58521825.73,16293201.32,42228624.41,382196580,11.048927860631,32.8056,11.84,日换手率达到30%的前5只证券,2025-05-06
79,300255,常山药业,36.9,15.6015,3,2,282542541.13,240327740.65,42214800.48,5426836372,0.777889687218,7.0267,338.03,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-29
80,300840,酷特智能,24.41,20.0098,2,0,49279259.0,7468201.0,41811058.0,963583049,4.339123445913,22.8079,43.23,日涨幅达到15%的前5只证券,2025-05-13
81,002735,王子新材,21.85,10.0201,1,0,58387814.42,17274190.0,41113624.42,2900699981,1.417369072614,49.4777,61.31,日涨幅偏离值达到7%的前5只证券,2025-05-29
82,002735,王子新材,21.85,10.0201,1,0,58387814.42,17274190.0,41113624.42,2900699981,1.417369072614,49.4777,61.31,日换手率达到20%的前5只证券,2025-05-29
83,301518,长华化学,28.31,6.9917,3,0,51904891.7,10847950.0,41056941.7,811410216,5.05994882618,53.6609,15.13,日换手率达到30%的前5只证券,2025-05-14
84,002195,岩山科技,5.67,10.0971,1,0,49018653.1,8049436.0,40969217.1,2587223997,1.583520296175,8.4073,318.26,日涨幅偏离值达到7%的前5只证券,2025-05-06
85,300815,玉禾田,22.32,20.0,3,3,94704293.48,54220995.77,40483297.71,1669034408,2.425552014743,14.0716,86.34,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-28
86,300149,睿智医药,10.27,19.9766,2,0,63679803.0,23479242.08,40200560.92,2178265728,1.845530616547,33.3537,51.05,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-30
87,301076,新瀚新材,42.5,16.5981,3,4,116338630.45,76510271.62,39828358.83,1351875080,2.94615674327,38.5675,35.9,日换手率达到30%的前5只证券,2025-05-16
88,301076,新瀚新材,42.5,16.5981,3,4,116338630.45,76510271.62,39828358.83,1351875080,2.94615674327,38.5675,35.9,日涨幅达到15%的前5只证券,2025-05-16
89,301277,新天地,15.29,20.0157,2,2,53122213.86,13370054.46,39752159.4,845479902,4.701727303744,57.7388,15.45,日换手率达到30%的前5只证券,2025-05-23
90,301277,新天地,15.29,20.0157,2,2,53122213.86,13370054.46,39752159.4,845479902,4.701727303744,57.7388,15.45,日涨幅达到15%的前5只证券,2025-05-23
91,300121,阳谷华泰,15.08,19.9682,2,1,61365013.62,21796036.15,39568977.47,1163135873,3.401922199162,19.1094,65.28,日涨幅达到15%的前5只证券,2025-05-23
92,002915,中欣氟材,22.37,9.9803,1,0,41458095.0,2483410.0,38974685.0,1526941445,2.55246755713,24.4019,64.49,日涨幅偏离值达到7%的前5只证券,2025-05-16
93,002915,中欣氟材,22.37,9.9803,1,0,41458095.0,2483410.0,38974685.0,1526941445,2.55246755713,24.4019,64.49,日振幅值达到15%的前5只证券,2025-05-16
94,603900,莱绅通灵,9.78,10.0112,2,1,47033639.2,8297961.0,38735678.2,607608017,6.375109793853,13.8852,33.4,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-05-21
95,002094,青岛金王,8.9,-1.1111,2,1,131820530.8,93352834.0,38467696.8,2744690405,1.401531361421,43.8713,61.45,日换手率达到20%的前5只证券,2025-05-28
96,300281,金明精机,8.7,20.0,3,2,81678722.08,43308918.4,38369803.68,1204137018,3.186498139865,11.4019,34.57,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-07
97,002735,王子新材,15.67,2.6868,2,1,82762421.42,45647079.01,37115342.41,2674740711,1.387623938925,62.7322,43.97,日振幅值达到15%的前5只证券,2025-05-21
98,002735,王子新材,15.67,2.6868,2,1,82762421.42,45647079.01,37115342.41,2674740711,1.387623938925,62.7322,43.97,日换手率达到20%的前5只证券,2025-05-21
99,002427,尤夫股份,10.69,9.9794,2,1,68713820.58,31877485.29,36836335.29,2232734592,1.649830455531,21.4559,105.27,日涨幅偏离值达到7%的前5只证券,2025-05-28
100,002915,中欣氟材,23.57,9.986,1,0,57239504.6,20442479.0,36797025.6,2691742190,1.367033802,41.9246,67.95,日换手率达到20%的前5只证券,2025-05-07
101,002915,中欣氟材,23.57,9.986,1,0,57239504.6,20442479.0,36797025.6,2691742190,1.367033802,41.9246,67.95,日涨幅偏离值达到7%的前5只证券,2025-05-07
102,301317,鑫磊股份,31.8,-2.7523,3,0,44534834.34,8033135.0,36501699.34,731907793,4.987199164854,54.0678,14.25,日换手率达到30%的前5只证券,2025-05-12
103,300468,四方精创,23.11,19.9896,1,0,48807381.0,12635899.0,36171482.0,3053705100,1.184511300715,27.0748,122.44,日涨幅达到15%的前5只证券,2025-05-29
104,300884,狄耐克,14.44,-1.2987,3,0,54972278.84,19023840.48,35948438.36,1416615135,2.537629132418,48.1135,27.64,日换手率达到30%的前5只证券,2025-05-08
105,603900,莱绅通灵,7.38,9.9851,1,0,35204480.0,0.0,35204480.0,596337301,5.903450939756,19.0017,25.2,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-05-06
106,688336,三生国健,39.37,19.9939,1,1,55832042.7,20790614.75,35041427.95,529629400,6.616216537451,0.6261,242.83,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2025-05-20
107,300240,飞力达,9.82,20.0489,2,2,58165016.0,23678226.16,34486789.84,1034497661,3.333674994167,32.1684,35.68,日涨幅达到15%的前5只证券,2025-05-14
108,002809,红墙股份,17.31,3.8392,2,0,66309821.75,31885893.27,34423928.48,2801578543,1.228733299875,53.7397,23.84,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-14
109,001316,润贝航科,45.3,-6.9051,3,1,45159296.0,10944820.0,34214476.0,495349871,6.907133321934,38.9866,12.32,日换手率达到20%的前5只证券,2025-05-13
110,300464,星徽股份,6.13,19.9609,3,2,51055455.0,16925255.0,34130200.0,496925159,6.86827772389,24.37,21.78,日涨幅达到15%的前5只证券,2025-05-27
111,301501,恒鑫生活,94.32,20.0,4,3,84367118.97,51149210.32,33217908.65,673775538,4.93011496805,31.6867,22.81,日涨幅达到15%的前5只证券,2025-05-23
112,301082,久盛电气,27.19,19.9912,1,1,56326914.0,23178382.4,33148531.6,1974841565,1.6785413163,37.2701,56.89,日涨幅达到15%的前5只证券,2025-05-29
113,300703,创源股份,22.2,11.0,4,3,186516773.08,153978934.75,32537838.33,2719175562,1.196606750396,36.6823,37.66,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-28
114,301335,天元宠物,39.22,-3.9196,3,2,62989310.62,30533713.15,32455597.47,985959105,3.291779274152,50.4702,19.56,日换手率达到30%的前5只证券,2025-05-22
115,301662,宏工科技,81.01,2.5054,3,1,40303392.77,8094417.0,32208975.77,505882938,6.366883195812,38.8572,12.78,日换手率达到30%的前5只证券,2025-05-26
116,301335,天元宠物,30.9,15.2985,3,2,47476537.24,16180839.08,31295698.16,573927726,5.452898813256,38.9099,15.41,日换手率达到30%的前5只证券,2025-05-16
117,300804,广康生化,41.26,20.0116,3,1,39666398.09,9474955.68,30191442.41,415161147,7.272222516044,41.5507,11.35,日换手率达到30%的前5只证券,2025-05-29
118,002915,中欣氟材,23.72,6.0349,3,1,125773887.1,95648986.3,30124900.8,2427374581,1.241048704876,36.5527,68.39,日换手率达到20%的前5只证券,2025-05-19
119,688552,航天南湖,35.66,-8.5641,1,0,30104605.64,0.0,30104605.64,1033137000,2.913902574392,33.4697,29.95,有价格涨跌幅限制的日换手率达到30%的前五只证券,2025-05-15
120,300723,一品红,47.53,19.995,1,0,30025637.7,0.0,30025637.7,748364681,4.012166589674,3.8576,198.51,日涨幅达到15%的前5只证券,2025-05-20
121,002809,红墙股份,12.52,5.1217,3,1,43596803.64,13759389.0,29837414.64,728839595,4.093824600734,43.21,17.24,日换手率达到20%的前5只证券,2025-05-08
122,002290,禾盛新材,31.22,10.007,4,3,55703080.38,26498912.2,29204168.18,344202982,8.484577330013,1.1588,77.19,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-07
123,300149,睿智医药,10.27,19.9766,2,0,47112395.0,19408616.08,27703778.92,1637342935,1.69199611931,33.3537,51.05,日换手率达到30%的前5只证券,2025-05-30
124,300149,睿智医药,10.27,19.9766,2,0,47112395.0,19408616.08,27703778.92,1637342935,1.69199611931,33.3537,51.05,日涨幅达到15%的前5只证券,2025-05-30
125,002471,中超控股,6.06,9.9819,2,1,85940202.6,58384132.0,27556070.6,2978483375,0.925171207309,38.2855,79.08,日换手率达到20%的前5只证券,2025-05-29
126,002471,中超控股,6.06,9.9819,2,1,85940202.6,58384132.0,27556070.6,2978483375,0.925171207309,38.2855,79.08,日涨幅偏离值达到7%的前5只证券,2025-05-29
127,002094,青岛金王,9.0,10.0244,1,2,73227489.0,46381764.0,26845725.0,2007012522,1.337596288301,33.7897,62.14,日涨幅偏离值达到7%的前5只证券,2025-05-27
128,002664,信质集团,18.95,9.9826,1,1,41324469.0,14504283.0,26820186.0,1012873685,2.64792998349,5.5778,76.29,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-06
129,002065,东华软件,11.04,9.9602,1,3,94795945.26,68180138.0,26615807.26,2525098406,1.054050297476,8.1871,321.03,日涨幅偏离值达到7%的前5只证券,2025-05-08
130,300032,金龙机电,5.92,20.0811,1,2,70952603.96,44390360.64,26562243.32,1687250773,1.574291370617,23.9849,47.55,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-08
131,002165,红宝丽,12.79,9.9742,1,1,84795379.0,58325646.0,26469733.0,4406739140,0.600664848975,50.1108,93.06,日涨幅偏离值达到7%的前5只证券,2025-05-21
132,002165,红宝丽,12.79,9.9742,1,1,84795379.0,58325646.0,26469733.0,4406739140,0.600664848975,50.1108,93.06,日换手率达到20%的前5只证券,2025-05-21
133,002392,北京利尔,6.39,-9.1038,3,0,37920709.0,11566121.0,26354588.0,616210594,4.276880056366,8.2367,73.09,日跌幅偏离值达到7%的前5只证券,2025-05-13
134,000565,渝三峡A,9.96,7.0968,1,0,28644289.58,2382651.0,26261638.58,1540864057,1.704344939497,38.3558,43.19,日换手率达到20%的前5只证券,2025-05-12
135,000565,渝三峡A,9.96,7.0968,1,0,28644289.58,2382651.0,26261638.58,1540864057,1.704344939497,38.3558,43.19,日振幅值达到15%的前5只证券,2025-05-12
136,603040,新坐标,39.0,-4.8316,1,0,26227654.6,0.0,26227654.6,1061753072,2.47022168258,18.802,52.67,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,2025-05-08
137,002537,海联金汇,8.33,10.0396,1,0,27898911.0,1793494.0,26105417.0,1274367479,2.04849993665,2.4609,97.8,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-30
138,300069,金利华电,22.91,20.0105,3,2,45525421.92,19801119.0,25724302.92,528292820,4.869326620793,21.8279,26.8,日涨幅达到15%的前5只证券,2025-05-26
139,002165,红宝丽,12.16,-2.2508,2,1,134136893.45,108684676.32,25452217.13,3690722519,0.689626949709,41.0911,88.48,日换手率达到20%的前5只证券,2025-05-19
140,002074,国轩高科,26.65,9.9876,0,2,72390227.39,46969016.73,25421210.66,3329746385,0.763457864975,7.4103,459.99,日涨幅偏离值达到7%的前5只证券,2025-05-21
141,001206,依依股份,24.35,6.1465,3,2,82876360.36,57859249.94,25017110.42,1687190338,1.48276752519,33.4587,25.89,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-21
142,603011,合锻智能,15.03,10.0293,1,0,24981718.0,0.0,24981718.0,1731776992,1.442548210041,24.6959,74.31,有价格涨跌幅限制的日换手率达到20%的前五只证券,2025-05-26
143,688722,同益中,22.8,17.5864,1,0,24796062.43,0.0,24796062.43,536655100,4.620483888069,11.0724,51.1,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-05-06
144,002173,创新医疗,11.62,10.0379,1,0,34752188.09,10171186.0,24581002.09,1433525135,1.714724178171,30.2183,48.37,日涨幅偏离值达到7%的前5只证券,2025-05-30
145,300918,南山智尚,24.92,19.9807,1,3,72990382.61,48527437.91,24462944.7,1024320593,2.388211744172,10.3318,108.33,日涨幅达到15%的前5只证券,2025-05-06
146,002345,潮宏基,11.28,10.0488,1,0,23688665.0,0.0,23688665.0,1594698183,1.485463848428,6.3014,97.8,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-20
147,603350,安乃达,39.4,0.6386,2,0,22974444.17,0.0,22974444.17,382868644,6.000607396306,33.1618,11.43,有价格涨跌幅限制的日换手率达到20%的前五只证券,2025-05-13
148,000096,广聚能源,15.03,-10.0,2,0,30731846.0,7798854.0,22932992.0,638063056,3.594157628208,8.2602,76.78,日跌幅偏离值达到7%的前5只证券,2025-05-29
149,300703,创源股份,19.02,20.0,2,3,75838241.6,53411148.0,22427093.6,790303650,2.837781857644,26.3774,32.27,日涨幅达到15%的前5只证券,2025-05-20
150,001367,海森药业,25.05,10.0132,1,2,27746599.52,5403365.08,22343234.44,231861438,9.636459875661,4.4091,9.7,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-23
151,001222,源飞宠物,18.62,-10.0048,3,0,26441543.08,4456673.19,21984869.89,525523788,4.183420501985,34.0652,14.63,日振幅值达到15%的前5只证券,2025-05-22
