code,name,board,streak,circ_mkt_est,turn,ret_20d_pre,amount
sz.002703,浙江世宝,主板,1,13040318240.1427,24.1065,0.9178307313064913,3143564316.56
sz.002792,通宇通讯,主板,2,13327106737.95931,34.1737,0.7661900756938602,4554365475.31
sh.603601,再升科技,主板,3,13474391915.211714,43.0083,1.6363636363636367,5795106898.07
sz.000973,佛塑科技,主板,1,13527481590.318233,9.4239,0.0319303338171264,1274816337.59
sh.600783,鲁信创投,主板,3,15670654794.136393,3.9225,0.4266396213657879,614681434.3
sh.605598,上海港湾,主板,2,16094920151.247465,6.9621,0.40973084886128386,1120544435.85
sz.001270,铖昌科技,ST,2,16340826447.661472,0.5388,0.8110058637798825,88044372.9
sh.600330,天通股份,主板,1,16474256721.948008,24.8788,0.41315519013360724,4098597381.34
sz.002506,协鑫集成,主板,1,16769137418.158548,7.6581,0.1356589147286822,1284197312.62
sz.002268,电科网安,主板,1,16878429541.040611,10.1229,0.1518413597733712,1708586544.01
sh.600755,厦门国贸,主板,2,17269529497.461792,18.8125,0.3112781954887218,3248830236.71
sz.002163,海南发展,主板,1,17844311001.98077,28.3728,0.6355140186915889,5062930671.97
sz.002151,北斗星通,主板,1,18284709278.504517,25.9073,0.3704907377315567,4737074486.91
sz.002756,永兴材料,主板,1,21187782888.672283,5.7452,0.1516597510373443,1217280502.52
sz.002326,永太科技,主板,1,21261190201.434433,18.5718,0.05332814324639923,3948585721.83
sh.601969,海南矿业,主板,1,23167341087.777046,4.557,0.02746781115879826,1055735733.37
sh.600179,安通控股,主板,5,24299246400.672394,15.4076,0.5821256038647344,3743930688.43
sz.002759,ST天际,主板,1,24653000806.718845,24.9269,0.09926715522984675,6145228858.09
sz.000688,国城矿业,主板,1,33780479859.62341,3.5476,0.14145768025078365,1198396303.5
sh.600105,永鼎股份,主板,1,36577158438.22996,15.3691,0.576126674786845,5621580057.53
sz.001309,德明利,主板,1,37828430565.912,16.3559,0.08685766257389727,6187180274.93
sz.000547,航天发展,主板,1,44505345894.252464,18.9281,1.0843819393042193,8424016376.21
sh.600021,上海电力,主板,1,59625188475.74673,6.5888,-0.05203816131830008,3928584418.29
sh.600118,中国卫星,主板,3,90596182523.35922,14.1914,0.8433179723502304,12856866646.62
sh.600362,江西铜业,主板,1,97904566011.24178,4.8391,0.2906759283996794,4737699853.85
sh.601698,中国卫通,主板,1,113834310231.26245,7.1434,0.3643373493975903,8131640117.06
