序号,代码,名称,收盘价,涨跌幅,买方机构数,卖方机构数,机构买入总额,机构卖出总额,机构买入净额,市场总成交额,机构净买额占总成交额比,换手率,流通市值,上榜原因,上榜日期
6996,002877,智能自控,12.0,9.9908,0,1,11328243.2,24648562.34,-13320319.14,1147870226,-1.160437725301,44.4774,28.86,日换手率达到20%的前5只证券,2025-11-20
6997,002877,智能自控,12.0,9.9908,0,1,11328243.2,24648562.34,-13320319.14,1147870226,-1.160437725301,44.4774,28.86,日振幅值达到15%的前5只证券,2025-11-20
6998,002981,朝阳科技,36.07,-3.7363,0,2,5855613.0,19179975.6,-13324362.6,899584386,-1.481168727177,19.426,43.07,日振幅值达到15%的前5只证券,2025-08-21
6999,301232,飞沃科技,28.24,20.017,0,3,1864428.0,15190600.8,-13326172.8,326164977,-4.085715432286,26.3581,12.61,日涨幅达到15%的前5只证券,2025-04-16
7000,300804,广康生化,34.38,20.0,1,3,20533896.77,33860290.09,-13326393.32,524204274,-2.542213785918,41.9211,9.45,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-05-28
7001,001367,海森药业,26.55,3.7109,0,3,2884893.0,16214764.67,-13329871.67,357037700,-3.733463348548,35.092,10.28,日换手率达到20%的前5只证券,2025-07-31
7002,002942,新农股份,26.46,10.0208,0,1,7661612.5,21006930.0,-13345317.5,788340318,-1.692837115556,13.4571,36.31,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-10-16
7003,688160,步科股份,145.99,19.9984,0,1,0.0,13347804.39,-13347804.39,805264900,-1.657566893826,7.1583,122.63,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-12-30
7004,600802,福建水泥,7.12,0.2817,0,1,0.0,13371615.58,-13371615.58,1033424881,-1.293912680626,30.0947,32.63,有价格涨跌幅限制的日换手率达到20%的前五只证券,2025-10-29
7005,603035,常熟汽饰,17.66,10.0312,2,1,57049833.0,70443974.0,-13394141.0,951023991,-1.408391494511,14.7547,64.7,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2025-09-23
7006,300344,立方退,5.75,20.0418,0,2,12779195.0,26173377.35,-13394182.35,1168139575,-1.146625166774,23.7245,36.8,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-07-17
7007,301079,邵阳液压,35.94,1.3536,3,2,38963789.19,52360502.4,-13396713.21,1008558238,-1.328303384499,39.7183,24.99,日换手率达到30%的前5只证券,2025-07-22
7008,002345,潮宏基,9.05,4.023,2,2,57001781.0,70428758.85,-13426977.85,1590197838,-0.844358955165,10.5277,78.46,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-03-13
7009,301389,隆扬电子,32.41,1.5351,1,1,26330114.66,39766137.0,-13436022.34,1488007928,-0.902953679693,55.8457,26.6,日换手率达到30%的前5只证券,2025-07-07
7010,301563,云汉芯城,166.0,8.7241,4,4,169724308.7,183163099.44,-13438790.74,1559487925,-0.861743815041,66.7513,23.16,日换手率达到30%的前5只证券,2025-10-17
7011,002549,凯美特气,11.93,-10.0302,0,1,13912990.0,27355176.12,-13442186.12,2131642184,-0.630602369427,24.7851,82.6,日跌幅偏离值达到7%的前5只证券,2025-07-04
7012,002664,信质集团,27.66,1.4674,2,1,38311262.4,51754806.7,-13443544.3,971382714,-1.383959597617,8.9763,111.35,日振幅值达到15%的前5只证券,2025-09-02
7013,000601,韶能股份,5.45,-8.2492,0,1,15568.0,13464780.0,-13449212.0,1155579916,-1.163849580093,18.4049,58.89,日振幅值达到15%的前5只证券,2025-03-27
7014,301101,明月镜片,55.63,19.9957,1,1,17821236.0,31274685.0,-13453449.0,1408774029,-0.954975654225,14.1192,106.21,日涨幅达到15%的前5只证券,2025-02-20
7015,603156,养元饮品,31.25,-9.2098,0,1,0.0,13467972.0,-13467972.0,972515414,-1.384859489744,2.4371,393.84,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2025-10-13
7016,002799,环球印务,9.3,-8.4646,0,1,0.0,13486912.52,-13486912.52,876795992,-1.538204170988,26.7877,29.76,日振幅值达到15%的前5只证券,2025-08-04
7017,002799,环球印务,9.3,-8.4646,0,1,0.0,13486912.52,-13486912.52,876795992,-1.538204170988,26.7877,29.76,日跌幅偏离值达到7%的前5只证券,2025-08-04
7018,003023,彩虹集团,28.53,4.0861,0,1,0.0,13496269.0,-13496269.0,1017363129,-1.326593092996,33.9952,29.98,日换手率达到20%的前5只证券,2025-07-28
7019,605033,美邦股份,25.71,-9.0555,0,1,0.0,13497978.0,-13497978.0,735993943,-1.833979495127,20.7448,34.76,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,2025-07-23
7020,600826,兰生股份,10.88,10.0101,0,1,0.0,13501688.32,-13501688.32,820980056,-1.644581768013,10.2785,80.03,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2025-07-15
7021,300153,科泰电源,15.06,20.0,2,2,39121139.0,52622900.0,-13501761.0,1036317304,-1.302859746516,23.5508,47.94,日涨幅达到15%的前5只证券,2025-01-17
7022,002365,永安药业,21.68,6.4833,2,3,81801848.5,95309574.0,-13507725.5,1819911305,-0.742218890717,34.8757,53.24,日换手率达到20%的前5只证券,2025-05-26
7023,001255,博菲电气,33.27,-5.3754,0,1,3277.0,13522249.0,-13518972.0,330895607,-4.085570105499,54.078,6.17,日换手率达到20%的前5只证券,2025-07-03
7024,002424,ST百灵,4.23,-2.9817,0,2,2293582.0,15819538.0,-13525956.0,877997226,-1.540546552934,5.8641,51.32,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2025-12-30
7025,301658,首航新能,40.65,244.4915,0,3,0.0,13528020.18,-13528020.18,1210346962,-1.117697701959,81.2133,15.74,无价格涨跌幅限制的证券,2025-04-02
7026,128130,景兴转债,194.395,-20.0001,0,1,109696826.3,123226952.29,-13530125.99,4794229441,-0.282216905897,,,日跌幅达到15%的前5只可转债,2025-09-19
7027,002543,万和电气,11.94,10.0461,0,1,0.0,13540800.0,-13540800.0,439253490,-3.082684670303,4.1846,79.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-01-17
7028,002871,伟隆股份,9.17,-5.3664,3,4,13868338.54,27411511.94,-13543173.4,133288600,-10.160788994708,11.3213,11.07,日振幅值达到15%的前5只证券,2025-01-02
7029,002679,福建金森,13.28,-10.0271,3,3,18430199.0,32004275.0,-13574076.0,382476790,-3.548993391207,12.037,31.31,日跌幅偏离值达到7%的前5只证券,2025-11-06
7030,002952,亚世光电,21.6,-6.6148,0,1,0.0,13579836.0,-13579836.0,517830210,-2.6224495477,17.3316,28.78,日振幅值达到15%的前5只证券,2025-10-15
7031,127081,中旗转债,202.837,19.9999,0,2,0.0,13592107.37,-13592107.37,54434757,-24.969538065542,,,日涨幅达到15%的前5只可转债,2025-04-02
7032,603757,大元泵业,25.58,10.0215,0,1,0.0,13592464.0,-13592464.0,250308142,-5.430292395363,5.9813,42.14,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2025-03-18
7033,920252,天宏锂电,36.51,29.9751,0,2,14023639.62,27626507.45,-13602867.83,1062619200,-1.280126298301,24.8684,24.91,北交所股票最近3个有成交的交易日以内收盘价涨跌幅偏离值累计达到+40%(-40%),2025-09-05
7034,003018,金富科技,10.48,-8.8696,1,3,6810812.0,20427547.0,-13616735.0,174900857,-7.785402103547,12.4617,13.91,日跌幅偏离值达到7%的前5只证券,2025-03-17
7035,002883,*ST中设,13.87,9.9921,0,1,0.0,13629832.6,-13629832.6,657627206,-2.072577362318,32.3167,21.27,日换手率达到20%的前5只证券,2025-07-22
7036,920953,国子软件,42.0,11.5242,0,2,1000597.56,14634766.63,-13634169.07,331754900,-4.10971143757,31.7172,10.9,当日换手率达到20%的前5只股票,2025-02-10
7037,300475,香农芯创,53.5,6.0876,2,3,375600121.22,389234779.23,-13634658.01,6703370019,-0.203400050592,12.8796,237.68,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-09-09
7038,002598,ST章鼓,11.57,9.981,0,2,5660507.0,19295445.9,-13634938.9,742916864,-1.835324995395,23.7228,32.64,日涨幅偏离值达到7%的前5只证券,2025-05-09
7039,600480,凌云股份,14.07,8.8167,1,1,32103421.0,45794854.44,-13691433.44,1037494495,-1.319663237346,8.5374,130.29,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,2025-04-09
7040,300818,耐普矿机,29.29,19.9918,0,1,0.0,13693656.0,-13693656.0,396013320,-3.457877628965,12.696,32.07,日涨幅达到15%的前5只证券,2025-09-25
7041,600683,京投发展,5.49,10.02,0,1,0.0,13700000.0,-13700000.0,172840552,-7.926380610032,4.2585,40.67,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2025-10-30
7042,002951,金时科技,16.65,-10.0,3,3,20295930.0,34000882.2,-13704952.2,493056007,-2.779593394144,7.1692,67.43,日跌幅偏离值达到7%的前5只证券,2025-07-22
7043,300300,海峡创新,9.19,19.9739,0,1,12449477.0,26154740.85,-13705263.85,1197742322,-1.144258126165,20.336,61.28,日涨幅达到15%的前5只证券,2025-10-28
7044,002550,千红制药,10.7,-10.0084,0,1,1408080.0,15114120.84,-13706040.84,1391257827,-0.985154625836,13.4592,100.71,日跌幅偏离值达到7%的前5只证券,2025-08-07
7045,688602,康鹏科技,11.45,20.021,0,1,0.0,13716756.46,-13716756.46,564625700,-2.429353899406,20.4849,29.72,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-11-13
7046,000056,*ST皇庭,3.01,8.2734,2,3,36206540.8,49928534.27,-13721993.47,710672561,-1.930846105933,27.0166,27.2,日振幅值达到15%的前5只证券,2025-09-10
7047,600232,金鹰股份,7.73,9.9573,0,1,0.0,13737756.0,-13737756.0,371210938,-3.700795044999,13.973,28.19,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,2025-12-15
7048,601003,柳钢股份,4.26,10.0775,0,1,0.0,13744054.0,-13744054.0,538870223,-2.550531354931,4.0003,109.17,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-07-02
7049,002654,万润科技,17.24,10.0191,0,1,10970949.0,24715640.27,-13744691.27,2224574687,-0.617857038036,15.8748,145.72,日涨幅偏离值达到7%的前5只证券,2025-10-20
7050,603115,海星股份,19.64,10.028,0,1,0.0,13747000.0,-13747000.0,501066340,-2.743548888157,10.7038,46.98,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2025-07-18
7051,000657,中钨高新,24.76,9.9956,1,2,52137122.76,65895019.0,-13757896.24,1780230124,-0.772815607068,5.0264,357.63,日涨幅偏离值达到7%的前5只证券,2025-10-29
7052,002177,御银股份,8.24,6.0489,1,2,95096199.0,108859489.0,-13763290.0,3301116821,-0.416928292645,58.4914,55.61,日换手率达到20%的前5只证券,2025-07-02
7053,001259,利仁科技,29.84,-5.2999,2,4,20642414.44,34406509.84,-13764095.4,184243816,-7.470587452444,12.091,14.19,日振幅值达到15%的前5只证券,2025-12-09
7054,301038,深水规院,23.18,19.9793,0,1,1995457.48,15761383.75,-13765926.27,1130282715,-1.217918852276,14.5945,51.71,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-07-22
7055,600819,耀皮玻璃,7.06,9.9688,0,1,0.0,13779372.0,-13779372.0,662621517,-2.079523777372,9.8715,52.77,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-07-03
7056,002851,麦格米特,50.88,10.0108,1,1,36162248.0,49941949.52,-13779701.52,2246069921,-0.613502785072,9.7836,232.29,日涨幅偏离值达到7%的前5只证券,2025-04-10
7057,301607,富特科技,55.44,20.0,0,1,31335.0,13840786.54,-13809451.54,397428424,-3.474701532671,31.8685,13.08,日涨幅达到15%的前5只证券,2025-03-18
7058,301558,三态股份,10.53,4.8805,0,1,5313817.56,19136789.0,-13822971.44,1549239332,-0.892242480195,64.5167,23.09,日换手率达到30%的前5只证券,2025-04-16
7059,002759,ST天际,17.89,0.5056,3,4,185703584.76,199540541.91,-13836957.15,3702016051,-0.373768156577,42.6557,89.62,日振幅值达到15%的前5只证券,2025-09-12
7060,002759,ST天际,17.89,0.5056,3,4,185703584.76,199540541.91,-13836957.15,3702016051,-0.373768156577,42.6557,89.62,日换手率达到20%的前5只证券,2025-09-12
7061,002451,摩恩电气,8.57,10.0128,0,1,0.0,13852978.0,-13852978.0,473867271,-2.923387802404,4.8926,37.64,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-11-05
7062,001400,江顺科技,82.42,7.5418,1,2,20304863.0,34166566.22,-13861703.22,557929143,-2.484491694674,46.1461,12.36,日换手率达到20%的前5只证券,2025-09-16
7063,002556,辉隆股份,6.79,10.0486,0,2,16639310.12,30505174.0,-13865863.88,881678514,-1.572666642073,14.2258,64.21,日涨幅偏离值达到7%的前5只证券,2025-06-11
7064,601579,会稽山,23.46,9.9859,0,1,0.0,13872440.0,-13872440.0,664633603,-2.087231210908,3.2386,112.48,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-05-27
7065,002651,利君股份,14.17,10.0155,0,2,46730265.72,60627462.0,-13897196.28,3270118240,-0.424975345234,12.5372,80.13,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-05-16
7066,600200,退市苏吴,2.75,-4.8443,0,1,0.0,13899602.0,-13899602.0,492517992,-2.822151114431,24.5906,19.55,ST、*ST证券连续三个交易日内收盘价格跌幅偏离值累计达到12%的证券,2025-05-08
7067,002757,南兴股份,23.01,9.9904,0,2,41068203.0,54968892.48,-13900689.48,1874279975,-0.741654910975,30.1698,64.9,日涨幅偏离值达到7%的前5只证券,2025-02-18
7068,002757,南兴股份,23.01,9.9904,0,2,41068203.0,54968892.48,-13900689.48,1874279975,-0.741654910975,30.1698,64.9,日振幅值达到15%的前5只证券,2025-02-18
7069,603728,鸣志电器,75.41,10.0073,1,2,28676749.0,42579933.0,-13903184.0,1365533095,-1.018150643943,2.0107,315.88,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-02-06
7070,300765,石药创新,63.0,20.0,1,2,18957792.0,32864566.39,-13906774.39,723928712,-1.921014342915,1.0156,785.66,日涨幅达到15%的前5只证券,2025-06-06
7071,603059,倍加洁,30.97,-8.237,0,1,0.0,13906786.5,-13906786.5,227483986,-6.113303509637,7.2844,31.11,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2025-10-29
7072,002037,保利联合,12.38,-9.9636,1,1,17717700.75,31632168.5,-13914467.75,1063752767,-1.308054670376,17.4453,59.9,日跌幅偏离值达到7%的前5只证券,2025-08-01
7073,300945,曼卡龙,20.16,20.0,1,3,27927208.9,41844723.66,-13917514.76,556143039,-2.50250633093,12.4688,48.05,日涨幅达到15%的前5只证券,2025-05-20
7074,300548,长芯博创,44.5,20.0108,0,2,15482381.0,29414320.0,-13931939.0,1342777872,-1.037546067039,11.5305,118.78,日涨幅达到15%的前5只证券,2025-04-29
7075,002747,埃斯顿,18.15,-10.0149,3,2,49024614.0,62966306.0,-13941692.0,1152990527,-1.209176630122,7.9165,142.47,日跌幅偏离值达到7%的前5只证券,2025-01-27
7076,301030,*ST仕净,22.5,20.0,0,1,0.0,13950000.0,-13950000.0,663407718,-2.10277927457,19.1442,36.15,日涨幅达到15%的前5只证券,2025-02-07
7077,688182,灿勤科技,24.32,19.9803,1,1,22154571.55,36109168.41,-13954596.86,531983700,-2.623124892736,5.7921,97.28,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-02-25
7078,603938,三孚股份,14.85,4.0645,0,1,0.0,13958537.95,-13958537.95,775277723,-1.800456473325,5.5869,56.82,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-04-21
7079,002201,九鼎新材,8.26,9.9867,0,3,19687774.72,33654781.88,-13967007.16,629060936,-2.22029478556,3.8746,49.73,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-07-07
7080,301408,华人健康,18.2,13.1137,2,4,59839482.12,73815784.88,-13976302.76,1314080326,-1.063580550098,47.9934,27.15,日换手率达到30%的前5只证券,2025-12-17
7081,001359,平安电工,29.85,0.067,1,2,16924625.0,30914379.6,-13989754.6,519713351,-2.691821284383,36.2134,13.84,日换手率达到20%的前5只证券,2025-03-03
7082,301312,智立方,44.78,6.619,1,3,13995567.64,28000265.98,-14004698.34,789717415,-1.773380968178,51.7106,16.19,日换手率达到30%的前5只证券,2025-07-02
7083,002148,北纬科技,10.37,9.9682,0,2,0.0,14026419.0,-14026419.0,241070740,-5.818383019026,2.1883,46.59,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-08-07
7084,603014,威高血净,46.53,10.0,0,1,0.0,14040606.81,-14040606.81,775864807,-1.809671824695,41.4065,17.73,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-11-04
7085,603014,威高血净,46.53,10.0,0,1,0.0,14040606.81,-14040606.81,727211939,-1.930744815508,41.4065,17.73,有价格涨跌幅限制的日换手率达到20%的前五只证券,2025-11-04
7086,603848,好太太,22.01,-10.0164,0,1,0.0,14045222.62,-14045222.62,430322938,-3.263879607552,0.3845,88.57,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2025-09-24
7087,603162,海通发展,11.31,-8.0488,1,1,13795038.98,27845842.46,-14050803.48,729990460,-1.924792754141,23.096,31.41,有价格涨跌幅限制的日换手率达到20%的前五只证券,2025-10-21
7088,603162,海通发展,11.31,-8.0488,1,1,13795038.98,27845842.46,-14050803.48,729990460,-1.924792754141,23.096,31.41,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2025-10-21
7089,002836,新宏泽,16.08,9.9863,3,4,95722888.62,109775121.97,-14052233.35,939552881,-1.495629850557,9.5304,37.05,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-11-20
7090,688648,中邮科技,59.71,5.4388,1,1,35709958.35,49767113.92,-14057155.57,2071963100,-0.678446231499,18.0309,39.49,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2025-05-28
7091,002922,伊戈尔,25.34,9.9826,2,2,69385937.67,83453050.2,-14067112.53,1723118511,-0.816375219708,18.7732,95.03,日涨幅偏离值达到7%的前5只证券,2025-10-15
7092,605099,共创草坪,27.97,9.9882,0,2,0.0,14123219.5,-14123219.5,199126469,-7.092587726245,0.6459,111.91,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-06-03
7093,002559,亚威股份,10.89,-10.0,0,1,10462651.0,24600762.0,-14138111.0,1198370975,-1.179777489187,21.4746,54.51,日跌幅偏离值达到7%的前5只证券,2025-03-24
7094,002172,澳洋健康,4.57,10.1205,1,2,12286562.0,26450393.72,-14163831.72,929408131,-1.52396253568,26.8355,34.97,日涨幅偏离值达到7%的前5只证券,2025-06-10
7095,002207,*ST准油,8.49,-9.9682,0,1,95524.0,14268184.0,-14172660.0,651681958,-2.174781705404,29.1721,22.14,日跌幅偏离值达到7%的前5只证券,2025-06-27
7096,002716,湖南白银,4.85,9.9773,0,1,33053844.5,47237675.1,-14183830.6,3274247491,-0.433193600636,17.673,107.21,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-07-14
7097,002551,尚荣医疗,4.64,9.9526,0,1,2271150.85,16473866.0,-14202715.15,303795410,-4.675092079238,5.7472,28.36,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-08-08
7098,603811,诚意药业,12.13,9.9728,0,1,0.0,14206656.0,-14206656.0,949101947,-1.496852476692,19.9657,39.7,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-07-15
7099,603275,众辰科技,44.71,-9.2551,0,1,0.0,14212992.0,-14212992.0,269027679,-5.283096539669,13.8739,18.86,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2025-02-27
7100,300265,通光线缆,12.01,19.98,0,2,22214569.15,36437069.15,-14222500.0,799176084,-1.779645347846,14.7762,56.12,日涨幅达到15%的前5只证券,2025-12-11
7101,300651,金陵体育,20.4,20.0,3,3,47258356.0,61485505.12,-14227149.12,665074654,-2.139180772329,22.9287,15.3,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-06-03
7102,603538,美诺华,17.62,-8.0376,0,1,0.0,14228977.79,-14228977.79,884420564,-1.608847461172,21.7381,37.59,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,2025-06-17
7103,600681,百川能源,5.03,10.0656,0,1,0.0,14232821.0,-14232821.0,1415562966,-1.005453048847,10.1852,67.39,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-10-21
7104,300564,筑博设计,25.03,19.9904,1,1,15612128.5,29845223.8,-14233095.3,1054780288,-1.349389580174,38.9612,28.33,日涨幅达到15%的前5只证券,2025-07-23
7105,002900,哈三联,13.7,2.3152,1,1,8879674.5,23139450.57,-14259776.07,912944455,-1.56195439842,36.6871,23.71,日换手率达到20%的前5只证券,2025-04-07
7106,920088,科力股份,49.1,19.3486,0,1,0.0,14269899.64,-14269899.64,751666100,-1.8984359731,76.3,9.8,当日换手率达到20%的前5只股票,2025-06-16
7107,301282,金禄电子,29.11,3.9643,4,5,56149083.08,70426144.31,-14277061.23,702296071,-2.0329120181,33.4904,21.0,日换手率达到30%的前5只证券,2025-08-20
7108,002238,天威视讯,8.43,-9.8396,1,2,13786646.0,28074994.33,-14288348.33,482976391,-2.958394777934,6.8359,67.66,日振幅值达到15%的前5只证券,2025-12-22
7109,002238,天威视讯,8.43,-9.8396,1,2,13786646.0,28074994.33,-14288348.33,482976391,-2.958394777934,6.8359,67.66,日跌幅偏离值达到7%的前5只证券,2025-12-22
7110,002809,红墙股份,14.44,-9.9751,0,1,0.0,14290647.5,-14290647.5,564040638,-2.533620192806,27.637,19.89,日跌幅偏离值达到7%的前5只证券,2025-05-22
7111,002513,蓝丰生化,8.42,-10.0427,0,1,714224.0,15005885.89,-14291661.89,568109967,-2.515650616987,25.2899,22.33,日跌幅偏离值达到7%的前5只证券,2025-10-10
7112,002976,瑞玛精密,26.13,-9.9897,1,1,5158525.0,19462251.8,-14303726.8,534106657,-2.678065628379,30.687,17.04,日跌幅偏离值达到7%的前5只证券,2025-06-26
7113,688109,品茗科技,118.0,18.0,0,1,0.0,14311953.69,-14311953.69,680817300,-2.102172446264,7.674,93.03,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-10-15
7114,002800,天顺股份,11.99,10.0,2,3,31224010.4,45538474.56,-14314464.16,595765436,-2.402701347716,12.7251,16.98,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-04-08
7115,603163,圣晖集成,28.56,-9.82,0,1,0.0,14322309.0,-14322309.0,282323758,-5.07300876889,27.3591,10.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2025-05-21
7116,603101,汇嘉时代,10.41,10.0423,2,2,111569715.12,125927278.62,-14357563.5,1537059074,-0.934093148589,16.0575,48.97,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2025-08-21
7117,300289,利德曼,8.45,20.0284,0,1,0.0,14365000.0,-14365000.0,496248330,-2.894720068882,10.8276,45.9,日涨幅达到15%的前5只证券,2025-08-01
7118,002370,亚太药业,6.81,10.0162,2,2,71709123.67,86092339.0,-14383215.33,1285388443,-1.118978111895,25.9793,50.78,日涨幅偏离值达到7%的前5只证券,2025-07-29
7119,002836,新宏泽,9.4,-2.9928,0,2,1980996.0,16412329.18,-14431333.18,380892074,-3.788824752494,16.6991,21.66,日振幅值达到15%的前5只证券,2025-04-21
7120,002718,友邦吊顶,17.14,10.0128,0,2,3037494.0,17471321.16,-14433827.16,225032472,-6.414108609179,11.775,11.18,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-01-23
7121,301176,逸豪新材,34.58,5.9436,2,2,78753002.0,93226349.75,-14473347.75,2725600338,-0.531015040915,59.802,19.49,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-07-04
7122,002471,中超控股,5.18,9.9788,1,2,54643768.52,69122424.8,-14478656.28,2775999237,-0.521565571309,41.8259,67.6,日换手率达到20%的前5只证券,2025-05-26
7123,002471,中超控股,5.18,9.9788,1,2,54643768.52,69122424.8,-14478656.28,2775999237,-0.521565571309,41.8259,67.6,日涨幅偏离值达到7%的前5只证券,2025-05-26
7124,000029,深深房A,33.08,10.01,2,2,47655073.08,62143426.99,-14488353.91,1117120891,-1.296936976716,1.7435,294.96,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-08-26
7125,301357,北方长龙,37.06,8.2044,3,3,18323613.0,32820231.81,-14496618.81,316756305,-4.576584137765,36.7507,8.82,日换手率达到30%的前5只证券,2025-05-07
7126,002398,垒知集团,6.17,-9.927,0,1,3325021.0,17824549.0,-14499528.0,1131625471,-1.281300957921,30.9203,35.13,日跌幅偏离值达到7%的前5只证券,2025-11-27
7127,002763,汇洁股份,8.65,-0.3456,3,2,26596244.56,41097356.2,-14501111.64,511121158,-2.837118247412,20.5383,26.26,日振幅值达到15%的前5只证券,2025-12-29
7128,688591,泰凌微,41.28,20.0,0,1,0.0,14522583.01,-14522583.01,1242172400,-1.169127812693,18.5392,68.23,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2025-03-26
7129,003002,壶化股份,34.61,10.0127,1,2,28160023.0,42691282.0,-14531259.0,1177803487,-1.233759210292,13.7068,63.29,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-07-23
7130,002418,康盛股份,3.37,10.1307,0,1,3439971.0,17973131.0,-14533160.0,1545136509,-0.940574500398,26.1149,38.3,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-01-08
7131,000633,合金投资,6.04,-6.9337,1,3,5693719.0,20257916.23,-14564197.23,320316581,-4.546813400834,13.6244,23.26,日跌幅偏离值达到7%的前5只证券,2025-07-03
7132,002227,*ST特迅,12.66,-9.8932,1,1,4454051.0,19022142.0,-14568091.0,484319839,-3.007948431367,15.1766,31.14,日跌幅偏离值达到7%的前5只证券,2025-03-07
7133,002083,孚日股份,10.74,10.041,0,1,15972819.0,30542543.8,-14569724.8,2383555539,-0.61126013477,24.6152,101.64,日涨幅偏离值达到7%的前5只证券,2025-11-27
7134,002158,汉钟精机,23.15,2.9804,2,2,63113561.13,77689057.45,-14575496.32,2326347561,-0.62653992741,5.9059,123.53,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-03-11
7135,002583,海能达,12.86,10.0086,0,1,7389784.0,21965909.0,-14576125.0,1693109553,-0.86090855575,10.8196,164.96,日涨幅偏离值达到7%的前5只证券,2025-05-08
7136,000678,襄阳轴承,9.45,2.8292,0,1,0.0,14579077.0,-14579077.0,968425156,-1.50544178966,22.5363,43.43,日振幅值达到15%的前5只证券,2025-03-07
7137,600785,新华百货,15.03,10.0293,0,1,0.0,14587400.0,-14587400.0,566812513,-2.573584680196,16.8821,33.91,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2025-09-11
7138,300871,回盛生物,27.0,20.0,0,1,0.0,14590957.81,-14590957.81,785821960,-1.856776541343,18.0084,46.21,日涨幅达到15%的前5只证券,2025-04-01
7139,002800,天顺股份,17.51,9.9874,3,3,35433502.38,50037202.48,-14603700.1,551155268,-2.649652638356,8.2197,24.53,连续三个交易日内，涨幅偏离值累计达到20%的证券,2025-08-11
7140,300718,长盛轴承,98.77,19.9976,2,1,242690692.68,257331468.18,-14640775.5,14453230392,-0.101297599934,27.7503,191.48,连续三个交易日内，涨幅偏离值累计达到30%的证券,2025-02-19
