序号,营业部名称,上榜日,买入个股数,卖出个股数,买入总金额,卖出总金额,总买卖净额,买入股票,营业部代码
821,国元证券股份有限公司芜湖文化路证券营业部,2025-01-14,0,1,0.0,953850.0,-953850.0,*ST步森,10026837
822,国信证券股份有限公司重庆红锦大道证券营业部,2025-01-16,0,1,,965608.5,-965608.5,ST信通,10126116
823,中信建投证券股份有限公司泸州迎晖路证券营业部,2025-01-14,0,1,0.0,998837.0,-998837.0,*ST步森,10198162
824,华鑫证券有限责任公司上海茅台路证券营业部,2025-01-14,1,1,9865841.0,10865449.0,-999608.0,国旅联合 福达股份,10028419
825,中国中金财富证券有限公司广州天河路证券营业部,2025-01-13,1,1,17352120.0,18363878.42,-1011758.42,立方退,10023646
826,国信证券股份有限公司深圳互联网分公司,2025-01-17,1,1,3612165.97,4625741.91,-1013575.94,鸿智科技,10136477
827,广发证券股份有限公司深圳深南东路证券营业部,2025-01-15,0,1,0.0,1020603.73,-1020603.73,*ST康佳B,10022062
828,海通证券股份有限公司福州五一北路证券营业部,2025-01-10,1,0,20294673.05,21321993.0,-1027319.95,康盛股份,10030191
829,国联证券股份有限公司无锡梅村镇锡义路证券营业部,2025-01-17,0,1,,1043642.0,-1043642.0,*ST富润,10384809
830,国信证券股份有限公司深圳泰然九路证券营业部,2025-01-15,1,1,710718.64,1781328.29,-1070609.65,*ST康佳B,10078443
831,华鑫证券有限责任公司合肥梅山路证券营业部,2025-01-17,0,1,,1089137.0,-1089137.0,美邦股份,10456799
832,东吴证券股份有限公司上海西藏南路证券营业部,2025-01-13,2,1,44516235.81,45607119.0,-1090883.19,先达股份 建设工业 雄韬股份,10143030
833,申万宏源证券有限公司黄冈浠水丽文大道证券营业部,2025-01-14,0,1,,1134800.0,-1134800.0,国旅联合,10146947
834,华泰证券股份有限公司扬州文昌中路证券营业部,2025-01-15,0,1,230840.0,1381000.0,-1150160.0,ST围海,10021787
835,德邦证券股份有限公司沈阳文化路证券营业部,2025-01-16,1,1,11541888.0,12699432.0,-1157544.0,爱慕股份,10022242
836,中国中金财富证券有限公司深圳分公司,2025-01-10,0,1,30887372.0,32056920.0,-1169548.0,双林股份,10048460
837,东莞证券股份有限公司东莞长安分公司,2025-01-15,0,1,,1182000.0,-1182000.0,国旅联合,10449176
838,国信证券股份有限公司北京分公司,2025-01-14,2,1,9731828.41,10975672.99,-1243844.58,云里物里 骏创科技,10122926
839,东吴证券股份有限公司吴江盛泽镇西环路证券营业部,2025-01-16,0,1,,1258490.0,-1258490.0,ST信通,10139147
840,国信证券股份有限公司清远静福路证券营业部,2025-01-17,0,1,,1263500.0,-1263500.0,美邦股份,10436942
841,中国中金财富证券有限公司广州番禺桥南路证券营业部,2025-01-17,0,1,,1265668.0,-1265668.0,*ST富润,10174528
842,招商证券股份有限公司上海牡丹江路证券营业部,2025-01-14,0,1,,1275313.0,-1275313.0,*ST大药,10176549
843,国盛证券有限责任公司长沙茶子山东路证券营业部,2025-01-13,1,1,12820500.0,14122974.0,-1302474.0,先达股份,10583074
844,东方证券股份有限公司沈阳市府大路证券营业部,2025-01-14,0,1,0.0,1342806.0,-1342806.0,恒久退,10159821
845,华泰证券股份有限公司总部,2025-01-10,0,1,,1397963.0,-1397963.0,信达地产,10028451
846,广发证券股份有限公司荆州江津路证券营业部,2025-01-10,0,1,0.0,1415307.0,-1415307.0,中利集团,10104786
847,国元证券股份有限公司深圳百花二路证券营业部,2025-01-15,0,1,0.0,1435937.56,-1435937.56,*ST康佳B,10026914
848,海通证券股份有限公司昆明东风西路证券营业部,2025-01-15,0,1,,1439749.0,-1439749.0,苏豪汇鸿,10023384
849,申万宏源证券有限公司上海闵行区东川路证券营业部,2025-01-13,0,1,0.0,1467633.0,-1467633.0,ST天圣,10131320
850,万联证券股份有限公司广州滨江东路证券营业部,2025-01-10,0,1,,1476623.0,-1476623.0,信达地产,10030148
851,国金证券股份有限公司上海静安区南京西路证券营业部,2025-01-14,0,1,,1506153.0,-1506153.0,*ST大药,10342130
852,华鑫证券有限责任公司上海光复路证券营业部,2025-01-15,0,1,,1513748.0,-1513748.0,国旅联合,10993987
853,国元证券股份有限公司福建分公司,2025-01-14,0,1,,1524224.0,-1524224.0,*ST大药,10189632
854,平安证券股份有限公司北京金融大街证券营业部,2025-01-15,0,1,,1576000.0,-1576000.0,国旅联合,10143856
855,华鑫证券有限责任公司上海嘉定棋盘路证券营业部,2025-01-10,1,0,16573526.0,18176852.0,-1603326.0,贝仕达克,10026771
856,财达证券股份有限公司衡水育才大街证券营业部,2025-01-14,0,1,0.0,1636491.2,-1636491.2,云里物里,10108316
857,国投证券股份有限公司丽水丽青路证券营业部,2025-01-13,0,1,0.0,1679572.0,-1679572.0,ST迪威迅,10456536
858,联储证券股份有限公司杭州环城北路证券营业部,2025-01-16,1,1,18666070.0,20369022.5,-1702952.5,*ST柳化,10000866017
859,平安证券股份有限公司珠海园林路证券营业部,2025-01-17,0,1,,1703995.0,-1703995.0,*ST富润,10022104
860,东兴证券股份有限公司上海肇嘉浜路证券营业部,2025-01-13,1,1,10539500.0,12331163.2,-1791663.2,哈空调 麦迪科技,10045064
861,华福证券有限责任公司福州上三路证券营业部,2025-01-16,0,1,,1804549.0,-1804549.0,国旅联合,10318917
862,中信建投证券股份有限公司上海华灵路证券营业部,2025-01-13,1,2,6318729.56,8133896.52,-1815166.96,ST天圣 星图测控,10021794
863,国金证券股份有限公司深圳分公司,2025-01-16,2,2,43183638.22,45001395.59,-1817757.37,三维通信 星图测控 来伊份 美邦股份,10000104821
864,诚通证券股份有限公司济南汉峪金谷证券营业部,2025-01-10,0,1,,1843283.0,-1843283.0,信达地产,10637840
865,平安证券股份有限公司北京市分公司,2025-01-14,0,1,46498.48,1910294.49,-1863796.01,云里物里,10023369
866,华源证券股份有限公司慈溪浒山路证券营业部,2025-01-15,0,1,0.0,1875390.0,-1875390.0,ST围海,10000856641
867,中国银河证券股份有限公司厦门民族路证券营业部,2025-01-17,0,1,0.0,1885928.0,-1885928.0,三德科技,10030498
868,东吴证券股份有限公司三亚凤凰路证券营业部,2025-01-14,0,1,0.0,1891857.24,-1891857.24,恒久退,10145902
869,中信建投证券股份有限公司襄阳长虹路证券营业部,2025-01-10,0,1,,1899080.0,-1899080.0,福达股份,10021817
870,国泰君安证券股份有限公司琼海金海路证券营业部,2025-01-17,0,1,,1907885.0,-1907885.0,美邦股份,10140599
871,诚通证券股份有限公司重庆江北城证券营业部,2025-01-16,0,1,,1930600.0,-1930600.0,国旅联合,10061947
872,诚通证券股份有限公司重庆江北城证券营业部,2025-01-15,0,1,,1930600.0,-1930600.0,国旅联合,10061947
873,中信建投证券股份有限公司北京东城分公司,2025-01-15,0,1,8531486.0,10498735.0,-1967249.0,宁波东力,10048194
874,中国银河证券股份有限公司深圳深业上城证券营业部,2025-01-16,1,1,19997205.0,22004529.0,-2007324.0,红星发展,10025294
875,东吴证券股份有限公司常熟阜湖路证券营业部,2025-01-16,0,1,2618284.0,4650637.0,-2032353.0,中利集团,10046695
876,中国银河证券股份有限公司杭州凤起路证券营业部,2025-01-10,0,1,42038205.0,44093771.98,-2055566.98,双林股份,10388011
877,东莞证券股份有限公司东莞长安分公司,2025-01-16,0,1,,2058392.0,-2058392.0,国旅联合,10449176
878,海通证券股份有限公司亳州魏武大道证券营业部,2025-01-13,0,1,0.0,2071440.0,-2071440.0,ST迪威迅,10456364
879,东莞证券股份有限公司东莞常平分公司,2025-01-14,0,1,5143146.0,7216323.0,-2073177.0,ST云动,10484995
880,国信证券股份有限公司深圳泰然九路证券营业部,2025-01-10,1,1,704516.87,2781222.45,-2076705.58,西磁科技 中利集团,10078443
881,中信建投证券股份有限公司北京鸿翼分公司,2025-01-17,0,1,13471279.0,15560266.0,-2088987.0,好想你,10000093785
882,中信证券股份有限公司北京总部证券营业部,2025-01-17,0,1,16577945.7,18673605.36,-2095659.66,圣邦股份,10361413
883,浙商证券股份有限公司海宁水月亭西路证券营业部,2025-01-13,0,1,345407.0,2451161.0,-2105754.0,博实结,10147231
884,华泰证券股份有限公司常州东横街证券营业部,2025-01-15,0,2,31466879.1,33613332.0,-2146452.9,汉威科技 壹网壹创,10021989
885,国泰君安证券股份有限公司宜昌沿江大道证券营业部,2025-01-10,1,1,54123658.0,56297506.0,-2173848.0,肇民科技 北特科技,10026729
886,平安证券股份有限公司济南解放路证券营业部,2025-01-14,0,1,,2187128.0,-2187128.0,卓郎智能,10000039707
887,中信证券股份有限公司杭州文居街证券营业部,2025-01-16,0,1,0.0,2194811.51,-2194811.51,柏星龙,10146341
888,国投证券股份有限公司广州花都保利金融中心证券营业部,2025-01-13,0,1,,2202054.4,-2202054.4,灵康药业,10135172
889,东方财富证券股份有限公司拉萨团结路第二证券营业部,2025-01-10,17,15,202989570.92,205241155.96,-2251585.04,中化装备 星图测控 中百集团 蔚蓝锂芯 哈药股份 骏创科技 建设工业 济高发展 巨能股份 鸿智科技 银座股份 中利集团 天和磁材 *ST吉药 欣天科技 天迈科技 祥和实业 威士顿 五洲新春 钧崴电子 黄山谷捷 强达电路,10495103
890,浙商证券股份有限公司北京北辰东路证券营业部,2025-01-17,1,1,5448556.0,7722122.0,-2273566.0,大连友谊,10176585
891,华安证券股份有限公司黄山延安路证券营业部,2025-01-14,0,1,,2285000.0,-2285000.0,卓郎智能,10400281
892,中信证券股份有限公司成都天府大道证券营业部,2025-01-14,0,1,561636.76,2860588.4,-2298951.64,鸿智科技,10492204
893,兴业证券股份有限公司南京分公司,2025-01-10,0,1,0.0,2300992.8,-2300992.8,鸿智科技,10077331
894,平安证券股份有限公司上海分公司,2025-01-14,0,1,135685.3,2482339.96,-2346654.66,旺成科技,10048192
895,申万宏源证券有限公司盐城解放南路证券营业部,2025-01-14,0,1,,2348835.0,-2348835.0,国旅联合,10061790
896,广发证券股份有限公司江西分公司（对外营业部）,2025-01-14,0,1,,2361414.0,-2361414.0,国旅联合,10145318
897,光大证券股份有限公司合肥北一环路证券营业部,2025-01-17,0,1,0.0,2401750.0,-2401750.0,三德科技,10274409
898,国金证券股份有限公司上海静安区南京西路证券营业部,2025-01-13,0,1,100959.0,2521507.0,-2420548.0,无线传媒,10342130
899,中信建投证券股份有限公司上海营口路证券营业部,2025-01-10,0,1,192302.26,2627993.43,-2435691.17,巨能股份,10028716
900,国信证券股份有限公司佛山三水证券营业部,2025-01-15,0,1,,2459160.0,-2459160.0,苏豪汇鸿,10512201
901,平安证券股份有限公司银川凤凰北街证券营业部,2025-01-14,0,1,1583028.14,4063508.74,-2480480.6,鸿智科技,10174511
902,长江证券股份有限公司武汉珞瑜路证券营业部,2025-01-14,0,1,654900.0,3162400.0,-2507500.0,恒久退,10046506
903,德邦证券股份有限公司常州太湖东路证券营业部,2025-01-14,0,2,,2518785.0,-2518785.0,*ST博信 ST百利,10436230
904,华鑫证券有限责任公司上海光复路证券营业部,2025-01-16,0,1,,2535890.0,-2535890.0,ST信通,10993987
905,东吴证券股份有限公司嘉兴纺工路证券营业部,2025-01-16,0,1,0.0,2546950.0,-2546950.0,遥望科技,10455203
906,诚通证券股份有限公司重庆江北城证券营业部,2025-01-14,0,1,,2551190.0,-2551190.0,国旅联合,10061947
907,上海证券有限责任公司天津友谊路证券营业部,2025-01-14,0,1,,2620000.0,-2620000.0,天下秀,10594237
908,国金证券股份有限公司上海奉贤区金碧路证券营业部,2025-01-16,0,1,505082.9,3142839.38,-2637756.48,云里物里,10467671
909,中泰证券股份有限公司淄博青年路证券营业部,2025-01-17,0,1,2447.5,2702092.17,-2699644.67,鸿智科技,10109082
910,平安证券股份有限公司泉州滨海街证券营业部,2025-01-10,0,1,,2740440.0,-2740440.0,福达股份,10193178
911,华泰证券股份有限公司杭州学院路证券营业部,2025-01-14,0,1,0.0,2748282.0,-2748282.0,*ST步森,10361223
912,摩根大通证券（中国）有限公司上海银城中路证券营业部,2025-01-10,0,1,,2766071.0,-2766071.0,时空科技,10000100571
913,国信证券股份有限公司浙江互联网分公司,2025-01-17,2,1,35972900.0,38742260.13,-2769360.13,大连友谊 康盛股份 电光科技,10000213448
914,东北证券股份有限公司黑龙江分公司,2025-01-10,0,1,0.0,2788532.93,-2788532.93,西磁科技,10448119
915,海通证券股份有限公司南宁双拥路证券营业部,2025-01-15,0,1,,2801201.0,-2801201.0,苏豪汇鸿,10383110
916,国海证券股份有限公司上海黄浦区中山南路证券营业部,2025-01-10,0,1,0.0,2831790.0,-2831790.0,立方退,10123441
917,兴业证券股份有限公司杭州学院路证券营业部,2025-01-15,0,1,0.0,2832842.0,-2832842.0,ST围海,10088096
918,国泰君安证券股份有限公司北京知春路证券营业部,2025-01-10,1,1,34681055.0,37516311.0,-2835256.0,来伊份,10025390
919,平安证券股份有限公司芜湖黄山中路证券营业部,2025-01-16,0,1,182768.42,3026036.74,-2843268.32,鸿智科技,10338764
920,中国银河证券股份有限公司石家庄红旗大街证券营业部,2025-01-17,0,1,,2873144.0,-2873144.0,锦和商管,10030494
921,华鑫证券有限责任公司深圳财富大厦证券营业部,2025-01-17,1,1,17752080.0,20638784.42,-2886704.42,康盛股份 福达股份,10000734168
922,广发证券股份有限公司重庆石杨路证券营业部,2025-01-16,0,1,,2900540.0,-2900540.0,ST信通,10023746
923,华鑫证券有限责任公司上海莲花路证券营业部,2025-01-17,0,1,9944407.0,12875630.0,-2931223.0,瀛通通讯,10048435
924,华创证券有限责任公司安顺虹山湖路证券营业部,2025-01-10,0,1,0.0,2955211.0,-2955211.0,神雾节能,10145200
925,国金证券股份有限公司深圳湾一号证券营业部,2025-01-17,1,2,10062986.85,13019959.54,-2956972.69,骏创科技 歌力思 鸿智科技,10396105
926,浙商证券股份有限公司杭州五星路证券营业部,2025-01-16,2,2,41136036.0,44105772.0,-2969736.0,ST汇洲 摩登大道 立方退,10949092
927,国联证券股份有限公司深圳壹方中心证券营业部,2025-01-14,0,1,8985.0,2980718.32,-2971733.32,旺成科技,10340388
928,国泰君安证券股份有限公司深圳宝安壹方中心证券营业部,2025-01-15,0,1,47056.0,3043949.0,-2996893.0,博菲电气,10705816
929,平安证券股份有限公司江苏分公司,2025-01-13,0,1,8641003.0,11658367.0,-3017364.0,慈星股份,10030173
930,东方财富证券股份有限公司合肥创新大道证券营业部,2025-01-16,0,1,,3040536.0,-3040536.0,狮头股份,10339072
931,中信建投证券股份有限公司南京王府大街证券营业部,2025-01-16,0,1,,3058598.0,-3058598.0,*ST元成,10086878
932,中泰证券股份有限公司济南舜耕路证券营业部,2025-01-14,0,1,5389.0,3089078.0,-3083689.0,恒久退,10055855
933,华安证券股份有限公司郑州国基路营业部,2025-01-16,0,1,0.0,3129001.77,-3129001.77,鸿智科技,10977835
934,华泰证券股份有限公司总部,2025-01-13,1,1,2924778.0,6055897.18,-3131119.18,灵康药业 良品铺子,10028451
935,中信建投证券股份有限公司南昌北京东路证券营业部,2025-01-17,0,1,,3138534.0,-3138534.0,美邦股份,10131328
936,中信建投证券股份有限公司厦门杏东路证券营业部,2025-01-16,0,1,3573260.81,6717346.71,-3144085.9,骏创科技,10146924
937,东方证券股份有限公司南通人民中路证券营业部,2025-01-17,0,1,,3145454.0,-3145454.0,*ST富润,10492161
938,平安证券股份有限公司北京望京证券营业部,2025-01-13,0,1,227533.0,3395778.0,-3168245.0,东方新能,10338758
939,申万宏源证券有限公司盐城解放南路证券营业部,2025-01-17,0,1,0.0,3219163.0,-3219163.0,闽发铝业,10061790
940,国信证券股份有限公司河南分公司,2025-01-14,0,1,0.0,3234721.91,-3234721.91,巨能股份,10456788
941,宏信证券有限责任公司成都人民南路证券营业部,2025-01-14,0,1,,3324599.56,-3324599.56,ST百利,10001575871
942,国信证券股份有限公司浙江互联网分公司,2025-01-13,0,1,18618832.0,22002654.0,-3383822.0,中百集团,10000213448
943,华泰证券股份有限公司上海徐汇区龙启路证券营业部,2025-01-10,1,1,9095283.0,12481372.08,-3386089.08,锦江在线 华培动力,10046455
944,光大证券股份有限公司佛山绿景路证券营业部,2025-01-16,0,1,,3425800.0,-3425800.0,国旅联合,10128928
945,光大证券股份有限公司佛山绿景路证券营业部,2025-01-15,0,1,,3425800.0,-3425800.0,国旅联合,10128928
946,中信证券华南股份有限公司潮州潮州大道证券营业部,2025-01-13,0,1,,3433086.0,-3433086.0,*ST四通,10636517
947,国信证券股份有限公司北京分公司,2025-01-15,0,1,5031539.73,8498841.48,-3467301.75,骏创科技,10122926
948,中国中金财富证券有限公司厦门分公司,2025-01-14,0,2,0.0,3477677.0,-3477677.0,*ST大药 龙津退,10142917
949,南京证券股转交易单元80营业部,2025-01-10,0,1,375553.1,3894246.34,-3518693.24,巨能股份,10000921796
950,招商证券股份有限公司上海梅花路证券营业部,2025-01-13,0,1,,3526437.0,-3526437.0,方大特钢,10449126
951,华泰证券股份有限公司武汉中北路证券营业部,2025-01-17,0,1,863273.0,4390287.0,-3527014.0,大连友谊,10021705
952,国海证券股份有限公司上海世纪大道证券营业部,2025-01-13,0,1,,3534994.0,-3534994.0,灵康药业,10192603
953,方正证券股份有限公司南阳人民路证券营业部,2025-01-15,0,1,2940.0,3554837.6,-3551897.6,博菲电气,10339357
954,华林证券股份有限公司深圳分公司,2025-01-16,1,1,28646804.79,32211106.08,-3564301.29,宁波东力 壹网壹创,10000279530
955,浙商证券股份有限公司宁波中山东路证券营业部,2025-01-10,0,1,0.0,3566064.0,-3566064.0,神雾节能,10583030
956,招商证券股份有限公司深圳益田路免税商务大厦证券营业部,2025-01-10,0,1,160229.0,3728879.45,-3568650.45,同星科技,10081709
957,中信建投证券股份有限公司台州市府大道证券营业部,2025-01-13,0,1,,3589850.0,-3589850.0,哈空调,10443746
958,麦高证券有限责任公司北京第二分公司,2025-01-17,1,1,52613821.0,56212064.0,-3598243.0,奕东电子,10488161
959,麦高证券有限责任公司北京分公司,2025-01-17,1,1,52613821.0,56212064.0,-3598243.0,巨轮智能,10488161
960,国信证券股份有限公司天津友谊路证券营业部,2025-01-14,0,1,,3648013.0,-3648013.0,比依股份,10045177
961,国盛证券有限责任公司南昌金融大街证券营业部,2025-01-13,0,1,2814880.0,6485060.0,-3670180.0,慈星股份,10456701
962,海通证券股份有限公司北京中关村南大街证券营业部,2025-01-10,0,1,,3671577.0,-3671577.0,时空科技,10025071
963,申万宏源证券有限公司浙江杭州华浙广场证券营业部,2025-01-13,0,1,3200712.26,6880089.05,-3679376.79,星图测控,10041879
964,国泰君安证券股份有限公司北京通州新华西街证券营业部,2025-01-13,0,1,,3706288.17,-3706288.17,万控智造,10145581
965,英大证券有限责任公司横岗证券营业部,2025-01-10,0,1,3938898.0,7705068.0,-3766170.0,速达股份,10030113
966,国信证券股份有限公司佛山南海大道证券营业部,2025-01-10,0,1,4744.0,3796278.0,-3791534.0,金奥博,10025210
967,华鑫证券有限责任公司深圳分公司,2025-01-15,0,1,937900.0,4774110.0,-3836210.0,博菲电气,10030347
968,中信建投证券股份有限公司上海营口路证券营业部,2025-01-13,1,1,5289888.61,9141918.97,-3852030.36,东方新能 星图测控,10028716
969,东亚前海证券有限责任公司上海分公司,2025-01-13,1,1,28893049.5,32782655.4,-3889605.9,来伊份,10924074
970,华福证券有限责任公司上海宛平南路证券营业部,2025-01-15,0,1,5093.0,3897086.0,-3891993.0,德力股份,10058644
971,中国银河证券股份有限公司北京金融街证券营业部,2025-01-15,0,1,470705.0,4389296.0,-3918591.0,德力股份,10030485
972,东北证券股份有限公司内蒙古分公司,2025-01-13,0,1,,3923680.0,-3923680.0,华资实业,10509062
973,国盛证券有限责任公司苏南分公司,2025-01-14,2,1,7975616.01,11934776.0,-3959159.99,海达尔 顺钠股份 中利集团,10666747
974,中国银河证券股份有限公司广州环市东路证券营业部,2025-01-16,0,1,,3975959.0,-3975959.0,长龄液压,10030456
975,摩根大通证券（中国）有限公司上海银城中路证券营业部,2025-01-13,0,1,,3987718.0,-3987718.0,*ST四通,10000100571
976,国泰君安证券股份有限公司深圳香蜜湖路证券营业部,2025-01-16,0,1,16221.0,4055250.0,-4039029.0,挖金客,10025386
977,华安证券股份有限公司池州分公司,2025-01-16,0,1,,4057634.0,-4057634.0,鹏欣资源,10048328
978,太平洋证券股份有限公司上海分公司,2025-01-10,0,1,0.0,4058737.0,-4058737.0,神雾节能,10509009
979,平安证券股份有限公司上海红宝石路证券营业部,2025-01-17,0,1,,4094248.0,-4094248.0,来伊份,10000125646
980,光大证券股份有限公司东莞三元路营业部,2025-01-15,0,1,0.0,4171438.04,-4171438.04,柏星龙,10145909
981,东方证券股份有限公司汕头长平路证券营业部,2025-01-17,0,1,,4173390.0,-4173390.0,来伊份,10173185
982,申万宏源证券有限公司上海静安区康定路证券营业部,2025-01-16,0,1,,4196754.0,-4196754.0,鹏欣资源,10041881
983,国金证券股份有限公司深圳湾一号证券营业部,2025-01-15,0,1,2517128.33,6733391.93,-4216263.6,星图测控,10396105
984,申万宏源证券有限公司北京紫竹院路证券营业部,2025-01-16,1,1,11988331.0,16210366.0,-4222035.0,慧翰股份,10179931
985,中国银河证券股份有限公司中山小榄升平东路证券营业部,2025-01-16,0,1,,4228370.0,-4228370.0,长龄液压,10050531
986,国金证券股份有限公司上海奉贤区金碧路证券营业部,2025-01-10,0,1,2711238.0,6942141.48,-4230903.48,华塑科技,10467671
987,广发证券股份有限公司深圳福华一路证券营业部,2025-01-15,0,1,2934.0,4234335.0,-4231401.0,博菲电气,10000147203
988,方正证券股份有限公司上海长宁区延安西路证券营业部,2025-01-17,0,1,0.0,4256640.0,-4256640.0,三德科技,10117602
989,华泰证券股份有限公司盐城分公司,2025-01-17,0,1,,4290417.0,-4290417.0,哈空调,10401800
990,中泰证券股份有限公司北京大望路证券营业部,2025-01-17,1,2,11687400.0,15998776.0,-4311376.0,先锋电子 瀛通通讯,10940111
991,华西证券股份有限公司北京紫竹院路证券营业部,2025-01-15,0,1,47164.0,4371075.25,-4323911.25,鸿智科技,10030384
992,上海证券有限责任公司温州乐清伯乐东路证券营业部,2025-01-14,1,1,13797400.0,18131700.0,-4334300.0,凯尔达,10144187
993,东吴证券股份有限公司苏州工业园区现代大道二部营业部,2025-01-15,0,1,960556.63,5324065.15,-4363508.52,柏星龙,10097640
994,华泰证券股份有限公司无锡解放西路证券营业部,2025-01-14,0,1,51319.0,4432008.0,-4380689.0,中利集团,10021777
995,浙商证券股份有限公司临海崇和路证券营业部,2025-01-13,0,1,0.0,4392814.0,-4392814.0,大连友谊,10021968
996,五矿证券有限公司福州八一七中路证券营业部,2025-01-15,0,1,,4393424.15,-4393424.15,红星发展,10397634
997,方正证券股份有限公司浙江分公司,2025-01-16,0,1,13924.0,4410322.24,-4396398.24,云里物里,10026998
998,东方证券股份有限公司北京望京证券营业部,2025-01-16,0,1,0.0,4422640.0,-4422640.0,挖金客,10000107599
999,东莞证券股份有限公司江苏常熟营业部,2025-01-15,0,1,0.0,4427199.18,-4427199.18,鸿智科技,10000667965
1000,海通证券股份有限公司长沙五一大道证券营业部,2025-01-14,0,1,2258163.0,6731170.0,-4473007.0,立方退,10099191
1001,国海证券股份有限公司南宁友爱路证券营业部,2025-01-13,0,1,,4494378.22,-4494378.22,ST宁科,10027090
1002,东海证券股份有限公司南京分公司,2025-01-14,0,1,,4513222.0,-4513222.0,ST百利,10000583799
1003,华福证券有限责任公司广州花城大道证券营业部,2025-01-15,0,1,0.0,4537237.42,-4537237.42,天罡股份,10682501
1004,招商证券股份有限公司深圳龙华证券营业部,2025-01-13,0,1,9153.0,4550483.5,-4541330.5,强达电路,10456463
1005,广发证券股份有限公司揭阳临江北路证券营业部,2025-01-13,0,1,0.0,4565361.0,-4565361.0,ST天圣,10174564
1006,招商证券股份有限公司桂林中山北路证券营业部,2025-01-10,0,1,,4579022.0,-4579022.0,福达股份,10028651
1007,华金证券股份有限公司上海宁夏路证券营业部,2025-01-10,0,1,0.0,4592158.87,-4592158.87,骏创科技,10435948
1008,招商证券股份有限公司长沙芙蓉中路证券营业部,2025-01-15,0,1,30920.0,4629276.0,-4598356.0,柏星龙,10099002
1009,国泰君安证券股份有限公司临海巾山中路证券营业部,2025-01-14,0,1,,4603340.0,-4603340.0,天下秀,10025171
1010,中国银河证券股份有限公司上海青浦区明珠路证券营业部,2025-01-13,0,1,0.0,4605912.0,-4605912.0,日海智能,10436685
1011,中泰证券股份有限公司福州五一北路证券营业部,2025-01-15,0,1,,4621526.0,-4621526.0,德创环保,10913636
1012,光大证券股份有限公司慈溪三北西大街证券营业部,2025-01-13,0,1,3768981.0,8407264.0,-4638283.0,慈星股份,10128270
1013,申万宏源证券有限公司福建分公司,2025-01-17,0,1,0.0,4674200.0,-4674200.0,闽发铝业,10570376
1014,中国银河证券股份有限公司杭州东宁路证券营业部,2025-01-15,0,1,629997.0,5304556.6,-4674559.6,华塑科技,10030469
1015,华泰证券股份有限公司天津勤俭道证券营业部,2025-01-15,0,1,0.0,4680321.46,-4680321.46,天罡股份,10096588
1016,国信证券股份有限公司辽宁分公司,2025-01-16,0,1,0.0,4682215.0,-4682215.0,挖金客,10078272
1017,招商证券股份有限公司桂林中山北路证券营业部,2025-01-13,0,1,,4735949.0,-4735949.0,福达股份,10028651
1018,中国银河证券股份有限公司桂林中山中路证券营业部,2025-01-13,0,1,,4750265.0,-4750265.0,哈空调,10101590
1019,华泰证券股份有限公司深圳竹子林四路证券营业部,2025-01-17,0,1,4754.0,4805815.67,-4801061.67,星图测控,10046450
1020,国盛证券有限责任公司深圳梅园路证券营业部,2025-01-16,1,2,19987845.0,24797589.0,-4809744.0,爱慕股份 引力传媒,10456723
1021,中信建投证券股份有限公司昆山长江中路证券营业部,2025-01-13,0,1,0.0,4817228.57,-4817228.57,骏创科技,10456932
1022,招商证券股份有限公司深圳文锦渡深润大厦证券营业部,2025-01-16,0,1,,4853566.0,-4853566.0,歌力思,10046532
1023,浙商证券股份有限公司富阳江滨西大道证券营业部,2025-01-15,0,1,,4880400.0,-4880400.0,金瑞矿业,10140731
1024,万和证券股份有限公司烟台黄海路证券营业部,2025-01-13,0,1,,4934785.0,-4934785.0,华资实业,10919004
1025,国盛证券有限责任公司抚州分公司,2025-01-13,0,1,,4952754.0,-4952754.0,方大特钢,10046682
1026,中国银河证券股份有限公司宁波潜龙路证券营业部,2025-01-15,0,1,,4972800.0,-4972800.0,德创环保,10176802
1027,方正证券股份有限公司吉首人民路证券营业部,2025-01-17,0,1,48605.0,5042100.0,-4993495.0,强达电路,10049305
1028,中信证券股份有限公司北京北三环中路证券营业部,2025-01-16,0,1,,5014568.0,-5014568.0,苏豪汇鸿,10045008
1029,兴业证券股份有限公司福州新权路香格里拉证券营业部,2025-01-16,0,1,1973419.0,6988907.0,-5015488.0,博实结,10076065
1030,东北证券股份有限公司内蒙古分公司,2025-01-15,0,1,601889.0,5622777.0,-5020888.0,宝鼎科技,10509062
1031,中泰证券股份有限公司厦门厦禾路证券营业部,2025-01-10,0,1,,5028160.0,-5028160.0,福达股份,10103014
1032,国投证券股份有限公司武汉中北路证券营业部,2025-01-15,0,1,808687.74,5851070.85,-5042383.11,柏星龙,10108752
1033,华泰证券股份有限公司武汉高新大道证券营业部,2025-01-15,1,1,17485260.36,22533075.0,-5047814.64,大连友谊,10123766
1034,华龙证券股份有限公司长沙芙蓉中路证券营业部,2025-01-17,0,1,0.0,5063561.0,-5063561.0,瀛通通讯,10573248
1035,光大证券股份有限公司西宁黄河路证券营业部,2025-01-16,0,1,,5077878.0,-5077878.0,金瑞矿业,10108687
1036,中信证券股份有限公司上海青浦区徐民路证券营业部,2025-01-17,0,1,,5145200.6,-5145200.6,来伊份,10436250
1037,中泰证券股份有限公司北京学院南路证券营业部,2025-01-15,0,1,,5203455.0,-5203455.0,红星发展,10442688
