序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1017,000811,冰轮环境,2025-08-19,3家机构卖出，成功率22.28%,14.03,-7.0245,-25066796.6,152448087.79,177514884.39,329962972.18,1113401693.0,-2.251370440479,29.635573059974,8.0296,13603171244.69,日跌幅偏离值达到7%的前5只证券,1.21168924,-1.1404134,1.78189594,-9.83606557
1018,000811,冰轮环境,2025-07-31,2家机构买入，成功率30.60%,12.76,10.0,22740472.59,197249165.59,174508693.0,371757858.59,1128222704.0,2.015601397612,32.95075141388,9.2043,12371807917.48,日涨幅偏离值达到7%的前5只证券,-3.60501567,-3.29153605,-0.94043887,3.76175549
1019,000813,德展健康,2025-07-31,1家机构买入，成功率37.37%,4.85,9.9773,48965975.89,246150464.58,197184488.69,443334953.27,1176059904.0,4.163561373316,37.696630227945,12.1004,10169288619.0,日涨幅偏离值达到7%的前5只证券,-3.09278351,-9.07216495,-14.02061856,-11.95876289
1020,000813,德展健康,2025-07-31,普通席位买入，成功率28.53%,4.85,9.9773,117029067.19,368746914.99,251717847.8,620464762.79,1995945020.0,5.863341225201,31.086265231394,12.1004,10169288619.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-3.09278351,-9.07216495,-14.02061856,-11.95876289
1021,000815,美利云,2025-06-06,普通席位买入，成功率35.61%,13.59,10.0405,69121335.22,153909608.72,84788273.5,238697882.22,1631663280.0,4.236249970643,14.629114054709,17.5268,9448624645.65,日涨幅偏离值达到7%的前5只证券,-0.66225166,-3.16409124,-7.87343635,-9.93377483
1022,000815,美利云,2025-04-29,主力做T，成功率45.43%,13.55,9.9838,92895351.0,171017151.32,78121800.32,249138951.64,888111329.0,10.459876815737,28.052671270451,9.9167,9420814124.25,日涨幅偏离值达到7%的前5只证券,1.62361624,4.35424354,-0.36900369,-1.99261993
1023,000815,美利云,2025-03-18,1家机构买入，成功率43.27%,16.74,5.4156,74726397.86,419539444.65,344813046.79,764352491.44,4052138175.0,1.844122649149,18.862942437544,34.3922,11638703205.9,日换手率达到20%的前5只证券,-5.91397849,-7.52688172,-19.59378734,-23.11827957
1024,000815,美利云,2025-03-18,1家机构买入，成功率29.16%,16.74,5.4156,61109077.89,639577046.33,578467968.44,1218045014.77,7067466310.0,0.864653260583,17.234535848392,34.3922,11638703205.9,连续三个交易日内，涨幅偏离值累计达到20%的证券,-5.91397849,-7.52688172,-19.59378734,-23.11827957
1025,000815,美利云,2025-03-17,主力做T，成功率32.76%,15.88,9.9723,-96563881.83,238632092.88,335195974.71,573828067.59,2228075989.0,-4.333958191136,25.754420873569,21.2037,11040776995.8,日涨幅偏离值达到7%的前5只证券,5.41561713,-0.8186398,-10.89420655,-17.82115869
1026,000815,美利云,2025-03-11,主力做T，成功率25.97%,13.31,10.0,86601917.0,247217337.0,160615420.0,407832757.0,1721405063.0,5.030885458712,23.691852996484,19.2129,9253950995.85,日涨幅偏离值达到7%的前5只证券,6.46130729,-1.35236664,25.77009767,1.1269722
1027,000816,智慧农业,2025-02-26,2家机构卖出，成功率36.64%,4.31,-6.1002,43800108.74,212929810.31,169129701.57,382059511.88,1981375338.0,2.210591193903,19.282540998297,31.0564,6192286999.82,日跌幅偏离值达到7%的前5只证券,-8.81670534,-15.31322506,-13.92111369,-13.225058
1028,000816,智慧农业,2025-02-25,2家机构买入，成功率38.86%,4.59,10.0719,52279977.38,152148803.57,99868826.19,252017629.76,1607076180.0,3.253111335394,15.681747567188,24.5072,6594570145.98,日涨幅偏离值达到7%的前5只证券,-6.10021786,-14.37908497,-17.64705882,-17.64705882
1029,000816,智慧农业,2025-02-25,2家机构买入，成功率44.61%,4.59,10.0719,69960777.38,172271138.57,102310361.19,274581499.76,1735175628.0,4.031913326298,15.824421189945,24.5072,6594570145.98,连续三个交易日内，涨幅偏离值累计达到20%的证券,-6.10021786,-14.37908497,-17.64705882,-17.64705882
1030,000818,航锦科技,2025-02-25,西藏自治区资金卖出，成功率30.57%,32.8,-9.989,35871828.61,849711377.25,813839548.64,1663550925.89,17904855957.0,0.200346926533,9.291060089426,28.74,22217650720.0,连续三个交易日内，跌幅偏离值累计达到20%的证券,-3.53658537,-0.30487805,-8.96341463,-3.96341463
1031,000818,航锦科技,2025-02-25,西藏自治区资金卖出，成功率49.87%,32.8,-9.989,-54062794.71,341380385.18,395443179.89,736823565.07,6541805396.0,-0.826420100223,11.263306082454,28.74,22217650720.0,日跌幅偏离值达到7%的前5只证券,-3.53658537,-0.30487805,-8.96341463,-3.96341463
1032,000818,航锦科技,2025-02-24,主力做T，成功率24.99%,36.44,-10.0025,-173513293.32,78523697.0,252036990.32,330560687.32,1521824214.0,-11.401664641932,21.721344967376,6.1489,24683268056.0,日跌幅偏离值达到7%的前5只证券,-9.98902305,-13.17233809,-17.50823271,-14.02305159
1033,000818,航锦科技,2025-02-21,主力做T，成功率29.80%,40.49,-5.7495,-272186643.13,503024559.47,775211202.6,1278235762.07,9841226347.0,-2.765779726355,12.988582083163,34.0976,27426606026.0,日跌幅偏离值达到7%的前5只证券,-10.00246975,-18.99234379,-22.32650037,-25.16670783
1034,000818,航锦科技,2025-02-21,主力做T，成功率29.80%,40.49,-5.7495,-272186643.13,503024559.47,775211202.6,1278235762.07,9841226347.0,-2.765779726355,12.988582083163,34.0976,27426606026.0,日振幅值达到15%的前5只证券,-10.00246975,-18.99234379,-22.32650037,-25.16670783
1035,000818,航锦科技,2025-02-20,买一主买，成功率38.58%,42.96,10.0128,-42338399.18,290679622.82,333018022.0,623697644.82,4057805941.0,-1.043381566186,15.37031720808,14.2353,29099703504.0,日涨幅偏离值达到7%的前5只证券,-5.74953445,-15.17690875,-23.88268156,-27.72346369
1036,000818,航锦科技,2025-02-19,普通席位买入，成功率40.57%,39.05,10.0,-24389425.66,378459407.56,402848833.22,781308240.78,6432159267.0,-0.379179442666,12.146904458484,24.7039,26451196970.0,日涨幅偏离值达到7%的前5只证券,10.0128041,3.68758003,-18.97567222,-22.79129321
1037,000818,航锦科技,2025-02-18,1家机构卖出，成功率31.89%,35.5,-1.9066,-24831843.54,282339598.72,307171442.26,589511040.98,5697724295.0,-0.435820377651,10.346429740332,24.0708,24046542700.0,日振幅值达到15%的前5只证券,10.0,21.01408451,-7.6056338,-15.88732394
1038,000818,航锦科技,2025-02-17,普通席位买入，成功率45.13%,36.19,10.0,-58149690.85,194185053.0,252334743.85,446519796.85,2837957683.0,-2.048997812699,15.733842668788,11.8573,24513926206.0,日涨幅偏离值达到7%的前5只证券,-1.90660403,7.90273556,0.69079856,-16.93838077
1039,000818,航锦科技,2025-02-14,主力做T，成功率12.08%,32.9,8.7603,0.0,17962305404.92,17962305404.92,17962305404.92,17962305404.92,0.0,100.0,26.5913,22285387460.0,严重异常期间日收盘价格涨幅偏离值累计达到100%的证券,10.0,7.90273556,23.06990881,-4.40729483
1040,000818,航锦科技,2025-02-13,1家机构买入，成功率23.46%,30.25,10.0,181917203.2,736413694.28,554496491.08,1290910185.36,8934343396.0,2.036156381469,14.448853465135,7.5823,20490363850.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,8.76033058,19.63636364,42.01652893,8.09917355
1041,000818,航锦科技,2025-02-11,普通席位买入，成功率32.04%,27.05,10.0041,41431573.36,264842913.36,223411340.0,488254253.36,2330933969.0,1.777466625439,20.946721779917,12.8917,18322788170.0,日涨幅偏离值达到7%的前5只证券,1.66358595,11.82994455,31.23844732,21.25693161
1042,000818,航锦科技,2025-02-10,主力做T，成功率33.20%,24.59,10.0224,-13469101.41,231744686.89,245213788.3,476958475.19,3164916148.0,-0.425575300581,15.070177309165,1.1408,16656464366.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.00406669,11.83407889,47.17364782,48.19032127
1043,000818,航锦科技,2025-02-07,买一主买，成功率24.31%,22.35,9.9902,-18321779.41,208646942.89,226968722.3,435615665.19,2813034574.0,-0.651317249327,15.485613622252,18.9934,15139161390.0,日涨幅偏离值达到7%的前5只证券,10.02237136,21.02908277,47.20357942,81.16331096
1044,000818,航锦科技,2025-02-05,普通席位买入，成功率34.75%,18.47,10.006,97372071.03,111520394.46,14148323.43,125668717.89,140787984.0,69.162202812706,89.260968386336,0.2541,12510975878.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.01624256,21.00703844,48.89009204,111.4239307
1045,000819,岳阳兴长,2025-10-10,2家机构买入，成功率37.14%,20.13,10.0,69397778.73,159297170.02,89899391.29,249196561.31,738234638.0,9.400504278424,33.755739501077,7.5948,7358165319.78,连续三个交易日内，涨幅偏离值累计达到20%的证券,-2.63288624,0.54644809,-11.82314953,-5.46448087
1046,000820,神雾节能,2025-11-18,1家机构买入，成功率18.57%,3.86,4.8913,1640691.0,21699326.0,20058635.0,41757961.0,144825521.0,1.132874225945,28.833288989169,2.848,1146292145.22,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,3.10880829,-2.07253886,-13.21243523,-13.73056995
1047,000820,神雾节能,2025-11-04,2家机构买入，成功率30.06%,2.96,1.3699,-5379576.28,24412283.84,29791860.12,54204143.96,167948623.0,-3.203108298185,32.274241367254,7.0959,879021955.92,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.06756757,10.47297297,14.18918919,30.40540541
1048,000820,神雾节能,2025-05-23,普通席位买入，成功率51.97%,2.92,5.036,-10773092.16,18365831.0,29138923.16,47504754.16,115936448.0,-9.29223927923,40.974822827072,6.6931,867143280.84,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,3.42465753,8.56164384,-4.10958904,1.71232877
1049,000820,神雾节能,2025-05-21,1家机构买入，成功率54.93%,2.65,5.1587,2607724.56,17943286.0,15335561.44,33278847.44,109996547.0,2.370733110377,30.254447387335,4.9384,786962224.05,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,4.90566038,10.18867925,13.58490566,7.54716981
1050,000820,神雾节能,2025-01-10,1家机构卖出，成功率37.19%,3.54,-8.9974,-13387426.77,9785181.0,23172607.77,32957788.77,176684437.0,-7.577026588935,18.653475840659,15.7446,1033969922.46,日振幅值达到15%的前5只证券,9.88700565,16.10169492,8.47457627,-5.93220339
1051,000820,神雾节能,2025-01-09,1家机构买入，成功率32.44%,3.89,9.887,9943440.65,30758836.83,20815396.18,51574233.01,204046196.0,4.873132087206,25.275763048285,12.1343,1136198587.11,连续三个交易日内，涨幅偏离值累计达到20%的证券,-8.99742931,0.0,-2.8277635,-6.16966581
1052,000822,山东海化,2025-04-08,主力做T，成功率32.15%,6.3,9.9476,95163018.25,256700268.09,161537249.84,418237517.93,1228831753.0,7.744186135952,34.035376845442,4.3217,5639079133.8,连续三个交易日内，涨幅偏离值累计达到20%的证券,5.07936508,3.49206349,-1.74603175,2.06349206
1053,000822,山东海化,2025-04-03,普通席位买入，成功率38.88%,6.35,10.052,43402750.45,131449596.45,88046846.0,219496442.45,480750783.0,9.028118514786,45.657011951242,9.0801,5683833730.1,日振幅值达到15%的前5只证券,-9.76377953,-0.78740157,-2.04724409,-6.45669291
1054,000822,山东海化,2025-03-25,2家机构买入，成功率43.80%,6.45,10.0683,19067619.9,162696386.15,143628766.25,306325152.4,1232335316.0,1.547275295322,24.857289117891,14.2128,5773342922.7,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.86046512,-1.5503876,-10.07751938,2.63565891
1055,000823,超声电子,2025-12-12,1家机构卖出，成功率30.60%,13.94,-10.0065,-17194631.09,99662125.91,116856757.0,216518882.91,811208459.0,-2.119631630962,26.690905464288,10.7781,7485345699.3,日跌幅偏离值达到7%的前5只证券,-4.23242468,-6.45624103,-6.52797704,-1.64992826
1056,000823,超声电子,2025-07-08,主力做T，成功率30.61%,13.08,10.0084,152549517.92,268763792.83,116214274.91,384978067.74,1086487301.0,14.040616745322,35.433278178739,15.9351,7023551433.12,日涨幅偏离值达到7%的前5只证券,-0.99388379,-3.05810398,-5.12232416,-4.89296636
1057,000826,*ST启环,2025-09-25,2家机构卖出，成功率37.25%,2.28,-8.4337,-51061263.61,50030195.2,101091458.81,151121654.01,757741339.0,-6.738613954649,19.943699285225,22.3429,3249394346.52,日跌幅偏离值达到7%的前5只证券,10.0877193,9.64912281,3.94736842,-4.38596491
1058,000826,*ST启环,2025-09-25,2家机构卖出，成功率37.25%,2.28,-8.4337,-51061263.61,50030195.2,101091458.81,151121654.01,757741339.0,-6.738613954649,19.943699285225,22.3429,3249394346.52,日振幅值达到15%的前5只证券,10.0877193,9.64912281,3.94736842,-4.38596491
1059,000826,*ST启环,2025-06-05,1家机构卖出，成功率24.78%,2.19,-9.5041,-41005400.0,42328529.0,83333929.0,125662458.0,682941668.0,-6.004231682053,18.400174405525,21.2129,3121128780.21,日跌幅偏离值达到7%的前5只证券,-1.36986301,-1.82648402,2.28310502,-8.67579909
1060,000826,*ST启环,2025-06-04,1家机构买入，成功率37.72%,2.42,10.0,22449163.42,97383579.18,74934415.76,172317994.94,813874938.0,2.758306266951,21.172539771706,26.1375,3448918560.78,日振幅值达到15%的前5只证券,-9.50413223,-10.74380165,-8.67768595,-17.3553719
1061,000826,*ST启环,2025-06-03,1家机构卖出，成功率27.72%,2.2,-9.8361,-7929900.0,7701320.0,15631220.0,23332540.0,71138540.0,-11.147122220951,32.798733288594,2.2689,3135380509.8,日跌幅偏离值达到7%的前5只证券,10.0,-0.45454545,3.18181818,-7.72727273
1062,000826,*ST启环,2025-05-29,1家机构买入，成功率59.46%,2.28,10.1449,37848080.0,58334020.0,20485940.0,78819960.0,203508116.0,18.597823390985,38.73062241901,2.3694,3249394346.52,连续三个交易日内，涨幅偏离值累计达到20%的证券,7.01754386,-3.50877193,-5.26315789,-8.77192982
1063,000831,中国稀土,2025-10-13,主力做T，成功率26.20%,60.14,10.0055,266886667.53,923117952.56,656231285.03,1579349237.59,6813013176.0,3.917307373926,23.181361855479,11.0179,63821819332.98,日涨幅偏离值达到7%的前5只证券,2.07848354,-1.14732291,-8.41370136,-7.01696043
1064,000831,中国稀土,2025-08-29,1家机构买入，成功率47.93%,58.32,9.9962,1106565907.01,2350438694.42,1243872787.41,3594311481.83,18911003141.0,5.851439496675,19.006455950702,8.545,61890397464.24,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.37174211,5.55555556,-9.03635117,-3.17215364
1065,000831,中国稀土,2025-08-29,普通席位买入，成功率52.03%,58.32,9.9962,545289085.27,1071254705.45,525965620.18,1597220325.63,5200740536.0,10.484835409409,30.711401858522,8.545,61890397464.24,日涨幅偏离值达到7%的前5只证券,1.37174211,5.55555556,-9.03635117,-3.17215364
1066,000831,中国稀土,2025-08-28,主力做T，成功率48.07%,53.02,10.0,706152477.81,1214206853.79,508054375.98,1722261229.77,8653319861.0,8.160480476315,19.902895737532,15.5721,56265927187.14,日涨幅偏离值达到7%的前5只证券,9.99622784,11.50509242,-2.22557525,3.92304791
1067,000831,中国稀土,2025-08-26,2家机构卖出，成功率13.00%,46.96,-6.8624,-235886981.56,372168608.77,608055590.33,980224199.1,4513542408.0,-5.226205056629,21.717403105876,8.9287,49834929096.72,日跌幅偏离值达到7%的前5只证券,2.64054514,12.90459966,31.09028961,10.26405451
1068,000831,中国稀土,2025-07-11,1家机构买入，成功率34.76%,40.73,9.9919,154889893.29,618326030.52,463436137.23,1081762167.75,5698011206.0,2.718314999572,18.984907692195,13.6007,43223523469.11,日涨幅偏离值达到7%的前5只证券,-4.02651608,-7.26737049,-1.54677142,11.93223668
1069,000831,中国稀土,2025-03-11,2家机构买入，成功率48.21%,33.42,10.0066,353045932.09,644893790.03,291847857.94,936741647.97,3325022418.0,10.617851181357,28.172491195817,9.7663,35465999369.94,日涨幅偏离值达到7%的前5只证券,-2.90245362,-2.72292041,-2.99222023,-6.04428486
1070,000833,粤桂股份,2025-11-17,1家机构卖出，成功率33.62%,23.47,-3.0966,-12887728.18,386986047.55,399873775.73,786859823.28,3325655001.0,-0.387524507988,23.660296183561,31.5036,10648386550.22,日振幅值达到15%的前5只证券,-1.49126545,-4.98508735,-14.27354069,-14.48657861
1071,000833,粤桂股份,2025-11-14,1家机构买入，成功率33.32%,24.22,9.9909,-6900367.15999997,353761336.36,360661703.52,714423039.88,2681753815.0,-0.257308002002,26.640142576995,26.1163,10988663069.72,日涨幅偏离值达到7%的前5只证券,-3.09661437,-4.54170107,-16.84558216,-18.82741536
1072,000833,粤桂股份,2025-11-14,2家机构买入，成功率27.55%,24.22,9.9909,-41156306.52,959205098.0,1000361404.52,1959566502.52,7410434373.0,-0.555383186038,26.443341967371,26.1163,10988663069.72,连续三个交易日内，涨幅偏离值累计达到20%的证券,-3.09661437,-4.54170107,-16.84558216,-18.82741536
1073,000833,粤桂股份,2025-11-12,2家机构买入，成功率47.84%,20.65,10.016,95821419.75,409787105.67,313965685.92,723752791.59,1963527151.0,4.880065941599,36.859831106558,22.1556,9368946836.9,日涨幅偏离值达到7%的前5只证券,6.63438257,17.28813559,7.99031477,-4.60048426
1074,000833,粤桂股份,2025-02-14,主力做T，成功率20.04%,13.46,-4.1993,-81168412.25,193677158.55,274845570.8,468522729.35,2277077300.0,-3.564587475796,20.575618111427,35.642,6106829269.96,日换手率达到20%的前5只证券,2.00594354,3.93759287,-0.74294205,7.2808321
1075,000833,粤桂股份,2025-01-20,1家机构买入，成功率23.97%,12.94,10.034,74813290.4,249794268.41,174980978.01,424775246.42,1910637715.0,3.915618843523,22.232118788674,34.3289,5870904216.44,日涨幅偏离值达到7%的前5只证券,-4.09582689,-10.1236476,-15.37867079,-5.7187017
1076,000833,粤桂股份,2025-01-20,1家机构买入，成功率23.97%,12.94,10.034,74813290.4,249794268.41,174980978.01,424775246.42,1910637715.0,3.915618843523,22.232118788674,34.3289,5870904216.44,日换手率达到20%的前5只证券,-4.09582689,-10.1236476,-15.37867079,-5.7187017
1077,000837,秦川机床,2025-09-02,主力做T，成功率22.04%,13.95,10.0158,17819679.56,195366316.92,177546637.36,372912954.28,2506443969.0,0.71095463455,14.87816838885,18.3746,14053248651.15,日涨幅偏离值达到7%的前5只证券,1.36200717,-6.73835125,3.72759857,6.59498208
1078,000837,秦川机床,2025-04-02,1家机构买入，成功率43.53%,14.5,8.1283,180377513.88,357634385.16,177256871.28,534891256.44,2308025984.0,7.815228906886,23.175270129021,15.9465,14607348386.5,日振幅值达到15%的前5只证券,-4.48275862,-14.0,-20.55172414,-23.03448276
1079,000837,秦川机床,2025-01-22,1家机构买入，成功率37.38%,10.47,9.979,68227947.98,147388046.0,79160098.02,226548144.02,654290284.0,10.427779480828,34.625020355644,6.4171,10547512938.39,日涨幅偏离值达到7%的前5只证券,-2.10124164,-1.91021968,3.05635148,1.33715377
1080,000838,*ST发展,2025-11-21,主力做T，成功率37.34%,3.74,10.0,6064818.0,118045768.0,111980950.0,230026718.0,803830427.0,0.75448972772,28.616323825722,17.3227,3941084297.7,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.60427807,-3.47593583,-4.01069519,1.3368984
1081,000850,华茂股份,2025-06-27,主力做T，成功率31.61%,4.4,-7.563,-1967265.73,55157266.39,57124532.12,112281798.51,550516341.0,-0.357349198105,20.395724912732,12.9832,4150946267.6,日跌幅偏离值达到7%的前5只证券,1.36363636,-0.68181818,-1.81818182,2.95454545
1082,000851,*ST高鸿,2025-09-24,主力做T，成功率39.59%,0.42,-4.5455,-882594.0,1244834.0,2127428.0,3372262.0,5352660.0,-16.488885899721,63.001610414261,0.4711,475497466.92,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-4.76190476,-9.52380952,,
1083,000851,*ST高鸿,2025-09-19,广东资金卖出，成功率54.44%,0.48,-5.8824,-1742676.0,974583.0,2717259.0,3691842.0,5549760.0,-31.400925445425,66.522552326587,0.4053,543425676.48,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-4.16666667,-8.33333333,-20.83333333,
1084,000851,*ST高鸿,2025-09-16,西藏自治区资金卖出，成功率8.65%,0.57,-5.0,-2648381.3,10311654.0,12960035.3,23271689.3,146011942.0,-1.813811434684,15.938209560969,0.3129,645317990.82,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-5.26315789,-10.52631579,-22.80701754,
1085,000851,*ST高鸿,2025-09-11,北京资金卖出，成功率28.70%,0.66,-2.9412,-6801264.21,16983290.0,23784554.21,40767844.21,197665929.0,-3.440787314439,20.624618727287,26.8027,747210305.16,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,-4.54545455,-9.09090909,-22.72727273,-39.39393939
1086,000851,*ST高鸿,2025-09-10,普通席位卖出，成功率10.00%,0.68,-5.5556,0.0,57221575.0,57221575.0,57221575.0,57221575.0,0.0,100.0,1.6562,769853041.68,严重异常期间4次出现负向异常波动的证券,-2.94117647,-7.35294118,-20.58823529,-38.23529412
1087,000851,*ST高鸿,2025-09-10,主力做T，成功率27.44%,0.68,-5.5556,-6196978.4,2675548.0,8872526.4,11548074.4,20617880.0,-30.056331688806,56.00999908817,1.6562,769853041.68,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-2.94117647,-7.35294118,-20.58823529,-38.23529412
1088,000851,*ST高鸿,2025-09-05,主力做T，成功率37.63%,0.8,-4.7619,-2617061.68,2842976.0,5460037.68,8303013.68,14747756.0,-17.745490771613,56.300183431296,0.5975,905709460.8,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-5.0,-10.0,-21.25,-40.0
1089,000851,*ST高鸿,2025-09-02,主力做T，成功率31.58%,0.93,-5.102,-7919602.57,3109849.0,11029451.57,14139300.57,13995249.0,-56.587793257555,101.029289082316,0.4724,1052887248.18,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-5.37634409,-9.67741935,-22.58064516,-38.70967742
1090,000851,*ST高鸿,2025-08-28,主力做T，成功率44.30%,1.08,-5.2632,-3995250.0,2824428.0,6819678.0,9644106.0,7860690.0,-50.825690874465,122.687779317083,0.2955,1222707772.08,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-4.62962963,-9.25925926,-22.22222222,-38.88888889
1091,000851,*ST高鸿,2025-08-25,主力做T，成功率38.54%,1.26,-5.2632,-2363403.0,2280950.0,4644353.0,6925303.0,5539933.0,-42.66121991006,125.00698113136,0.1929,1426492400.76,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-4.76190476,-9.52380952,-22.22222222,-39.68253968
1092,000851,*ST高鸿,2025-08-25,普通席位卖出，成功率16.74%,1.26,-5.2632,0.0,27364424.0,27364424.0,27364424.0,27364424.0,0.0,100.0,0.1929,1426492400.76,严重异常期间4次出现负向异常波动的证券,-4.76190476,-9.52380952,-22.22222222,-39.68253968
1093,000851,*ST高鸿,2025-08-25,主力做T，成功率8.37%,1.26,-5.2632,0.0,1330640030.58,1330640030.58,1330640030.58,1330640030.58,0.0,100.0,0.1929,1426492400.76,严重异常期间日收盘价格跌幅偏离值累计达到70%的证券,-4.76190476,-9.52380952,-22.22222222,-39.68253968
1094,000851,*ST高鸿,2025-08-21,卖一主卖，成功率32.43%,1.4,-4.7619,-2152244.0,2792539.0,4944783.0,7737322.0,6203123.0,-34.696136123691,124.732687067466,0.1358,1584991556.4,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-5.0,-10.0,-22.85714286,-40.0
1095,000851,*ST高鸿,2025-08-18,卖一主卖，成功率37.78%,1.63,-5.2326,-1843770.0,746756.0,2590526.0,3337282.0,2755218.0,-66.91920566721,121.125878242665,0.0721,1845383026.38,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-4.90797546,-9.81595092,-22.6993865,-39.87730061
1096,000851,*ST高鸿,2025-08-13,主力做T，成功率43.33%,1.9,-5.0,-3569670.0,3892870.0,7462540.0,11355410.0,10896870.0,-32.75867290332,104.207997342356,0.1228,2151059969.4,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-4.73684211,-9.47368421,-22.63157895,-40.0
1097,000851,*ST高鸿,2025-07-28,1家机构卖出，成功率41.86%,2.25,-5.0633,-3220763.0,22221711.0,25442474.0,47664185.0,283051944.0,-1.137869945172,16.839377368841,1.1753,2547307858.5,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-4.88888889,-9.77777778,-4.88888889,-6.66666667
1098,000851,*ST高鸿,2025-07-22,主力做T，成功率27.79%,2.6,-5.1095,-7718805.3,13289515.0,21008320.3,34297835.3,104362646.0,-7.396137982167,32.864091333982,0.567,2943555747.6,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-1.15384615,-6.15384615,-17.69230769,-13.46153846
1099,000851,*ST高鸿,2025-04-07,1家机构卖出，成功率11.39%,2.5,-4.943,-3629710.0,12413208.0,16042918.0,28456126.0,118954330.0,-3.051347521355,23.921891704152,0.3133,2830342065.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-4.8,-6.0,0.4,-4.4
1100,000851,*ST高鸿,2025-03-13,西藏自治区资金买入，成功率6.12%,2.46,2.5,-6546501.87,24493090.86,31039592.73,55532683.59,323521550.0,-2.023513385739,17.165064766165,5.8897,2785056591.96,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-3.25203252,1.62601626,6.09756098,2.84552846
1101,000851,*ST高鸿,2025-03-05,普通席位卖出，成功率31.90%,2.28,-2.5641,-10036641.4,21020087.0,31056728.4,52076815.4,229796608.0,-4.367619473304,22.662134072928,2.7397,2581271963.28,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,0.87719298,-3.94736842,5.26315789,14.03508772
1102,000851,*ST高鸿,2025-02-25,1家机构卖出，成功率23.85%,2.51,-4.9242,-55513450.73,22076369.74,77589820.47,99666190.21,292933929.0,-18.950843597909,34.023436803731,3.2348,2841663433.26,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-3.98406375,0.79681275,-6.77290837,-8.76494024
1103,000852,石化机械,2025-10-24,主力做T，成功率40.38%,8.41,-9.9572,12015443.57,144841453.0,132826009.43,277667462.43,1338705418.0,0.897542013982,20.741490898336,16.4327,7953663190.26,日跌幅偏离值达到7%的前5只证券,-7.01545779,-7.13436385,-13.79310345,-14.74435196
1104,000852,石化机械,2025-10-23,普通席位买入，成功率44.47%,9.34,10.0118,-71016290.48,188791665.91,259807956.39,448599622.3,2530662381.0,-2.806233301336,17.726569362553,28.7629,8833200261.24,日涨幅偏离值达到7%的前5只证券,-9.95717345,-16.27408994,-22.80513919,-23.01927195
1105,000852,石化机械,2025-10-22,普通席位买入，成功率40.88%,8.49,9.9741,46845008.5,131979015.42,85134006.92,217113022.34,488317293.0,9.593149612254,44.461465004886,0.8253,8029322293.14,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.01177856,-0.94228504,-11.66077739,-14.48763251
1106,000852,石化机械,2025-03-31,主力做T，成功率29.51%,7.29,-10.0,-58318112.07,65019399.0,123337511.07,188356910.07,478517869.0,-12.187238105,39.362565595226,6.8708,6859900052.91,日跌幅偏离值达到7%的前5只证券,-4.80109739,-5.07544582,-17.69547325,-13.85459534
