code,date,open,high,low,close,preclose,volume,amount,turn,isST,pct,board,limit_price,is_limitup,streak,circ_mkt_est,close_20d_ago,ret_20d_pre,code6,name
sz.002885,2025-11-05,28.36,32.25,27.21,32.25,29.32,79993401.0,2330927707.37,34.643,0,0.1,主板,32.25,True,3,6728423367.981987,18.63,0.7310789049919486,002885,京泉华
sh.603557,2025-11-06,2.61,2.61,2.61,2.61,2.49,2237100.0,5838831.0,0.3588,1,0.05,ST,2.61,True,3,1627321906.354515,2.38,0.09663865546218497,603557,*ST起步
sz.000993,2025-11-06,14.11,14.12,14.06,14.12,12.84,26270779.0,370893574.2,5.9741,0,0.1,主板,14.12,True,3,6208358986.290822,9.99,0.4134134134134133,000993,闽东电力
sz.002451,2025-11-06,9.43,9.43,9.43,9.43,8.57,6631613.0,62536110.59,1.5101,0,0.1,主板,9.43,True,3,4141190026.4883122,6.73,0.401188707280832,002451,摩恩电气
sz.001209,2025-11-07,23.98,26.36,23.98,26.36,23.96,12692759.0,328450237.72,13.2086,0,0.1,主板,26.36,True,3,2486639293.490605,18.68,0.41113490364025695,001209,洪兴股份
sh.600078,2025-11-10,13.13,13.13,12.51,13.13,11.94,96290410.0,1257035313.5,14.5328,0,0.1,主板,13.13,True,3,8649642969.696136,9.02,0.45565410199556555,600078,澄星股份
sh.600939,2025-11-10,4.2,4.37,4.0,4.37,3.97,107597902.0,449802849.67,5.6577,0,0.1,主板,4.37,True,3,7950277492.090425,3.31,0.3202416918429003,600939,重庆建工
sz.002083,2025-11-10,7.89,7.89,7.89,7.89,7.17,19773127.0,156009972.03,2.0895,0,0.1,主板,7.89,True,3,7466378178.033021,5.0,0.5779999999999998,002083,孚日股份
sz.002868,2025-11-10,33.35,33.35,33.03,33.35,31.76,520500.0,17348963.0,0.3379,1,0.05,ST,33.35,True,3,5134348327.907665,26.57,0.2551750094091081,002868,绿康生化
sz.300437,2025-11-10,16.68,17.59,15.73,17.59,14.66,81483202.0,1346115112.93,46.3472,0,0.2,创业板,17.59,True,3,2904415181.3486037,9.58,0.8361169102296451,300437,清水源
sh.603813,2025-11-11,35.09,36.07,34.87,36.07,34.35,1746600.0,62543679.0,1.6632,1,0.05,ST,36.07,True,3,3760442460.3174605,24.59,0.466856445709638,603813,原尚股份
sh.603828,2025-11-11,7.4,7.59,7.38,7.59,7.23,11101577.0,83651898.41,1.8629,1,0.05,ST,7.59,True,3,4490412711.9008,5.12,0.482421875,603828,*ST利达
sz.000632,2025-11-11,5.97,5.97,5.97,5.97,5.43,15362513.0,91714202.61,3.3003,0,0.1,主板,5.97,True,3,2778965627.670212,3.89,0.5347043701799485,000632,ST三木
sh.600113,2025-11-12,58.0,58.6,55.0,58.6,53.27,11614015.0,674630280.22,2.8228,0,0.1,主板,58.6,True,3,23899329751.310757,54.63,0.07267069375800839,600113,浙江东日
sh.600429,2025-11-12,6.62,6.62,6.62,6.62,6.02,11647836.0,77108674.32,0.7778,0,0.1,主板,6.62,True,3,9913689164.30959,4.79,0.3820459290187892,600429,三元股份
sh.600693,2025-11-12,9.08,9.09,8.92,9.09,8.26,70570831.0,640234197.83,8.1214,0,0.1,主板,9.09,True,3,7883298419.361195,6.03,0.5074626865671641,600693,东百集团
sh.600829,2025-11-12,12.5,12.5,12.5,12.5,11.36,4782388.0,59779850.0,0.8247,0,0.1,主板,12.5,True,3,7248678307.2632475,8.08,0.5470297029702971,600829,人民同泰
sh.603268,2025-11-12,70.88,72.29,68.0,72.29,68.85,6448040.0,456595448.2,5.193,1,0.05,ST,72.29,True,3,8792517777.777777,50.66,0.42696407422029226,603268,松发股份
sh.603377,2025-11-12,4.42,4.42,4.42,4.42,4.21,693588.0,3065658.96,0.097,1,0.05,ST,4.42,True,3,3160473154.639175,3.51,0.2592592592592593,603377,ST东时
sh.603778,2025-11-12,7.03,7.03,7.03,7.03,6.39,8462300.0,59489969.0,1.3164,0,0.1,主板,7.03,True,3,4519140762.686113,3.94,0.7842639593908631,603778,国晟科技
sz.002374,2025-11-12,3.86,4.21,3.86,4.21,3.83,146892941.0,598728744.3,13.5359,0,0.1,主板,4.21,True,3,4423265126.810925,2.81,0.49822064056939497,002374,中锐股份
sh.600408,2025-11-13,5.58,5.69,5.47,5.69,5.17,136468006.0,770338675.33,13.5546,0,0.1,主板,5.69,True,3,5683226914.331666,2.7,1.1074074074074076,600408,安泰集团
sh.603122,2025-11-13,21.0,22.1,20.97,22.1,20.09,48326694.0,1051529880.45,12.1408,0,0.1,主板,22.1,True,3,8661125135.493542,6.38,2.4639498432601883,603122,合富中国
sz.000407,2025-11-13,5.04,5.04,5.04,5.04,4.58,8150149.0,41076750.96,0.9306,0,0.1,主板,5.04,True,3,4414007195.357834,3.67,0.3732970027247957,000407,胜利股份
sz.000908,2025-11-13,8.62,8.62,8.13,8.62,8.21,71904492.0,613899993.11,8.1731,1,0.05,ST,8.62,True,3,7511225766.355483,6.23,0.38362760834670917,000908,石药景峰
sz.002309,2025-11-13,4.08,4.22,4.0,4.22,3.84,254571513.0,1065882805.32,20.9417,0,0.1,主板,4.22,True,3,5089762556.621478,3.01,0.40199335548172765,002309,中利集团
sh.600107,2025-11-14,7.59,7.62,7.37,7.62,7.26,15530947.0,117690358.49,4.3142,1,0.05,ST,7.62,True,3,2727976414.862547,8.79,-0.13310580204778144,600107,*ST尔雅
sh.600568,2025-11-14,2.29,2.29,2.29,2.29,2.18,7049400.0,16143126.0,0.4224,1,0.05,ST,2.29,True,3,3821762784.0909095,1.86,0.23118279569892475,600568,ST中珠
sh.601566,2025-11-14,11.31,12.58,11.1,12.58,11.44,35130030.0,432325096.24,6.1134,0,0.1,主板,12.58,True,3,7071761969.444172,8.74,0.4393592677345537,601566,九牧王
sh.603026,2025-11-14,98.69,100.52,96.0,100.52,91.38,13784857.0,1366850923.22,6.8013,0,0.1,主板,100.52,True,3,20096906815.16769,57.98,0.7337012763021731,603026,石大胜华
sh.603843,2025-11-14,7.86,7.86,7.86,7.86,7.49,1496900.0,11765634.0,0.214,1,0.05,ST,7.86,True,3,5497959813.084112,5.83,0.34819897084048024,603843,*ST正平
sz.002047,2025-11-14,4.15,4.15,4.15,4.15,3.95,5434779.0,22554332.85,0.3585,1,0.05,ST,4.15,True,3,6291306234.309624,2.41,0.7219917012448134,002047,宝鹰股份
sz.003041,2025-11-14,41.02,41.02,41.02,41.02,37.29,1031452.0,42310161.04,0.7539,0,0.1,主板,41.02,True,3,5612171513.463324,25.26,0.6239113222486143,003041,真爱美家
sh.600340,2025-11-17,3.01,3.01,3.01,3.01,2.74,62531951.0,188221172.51,1.6061,0,0.1,主板,3.01,True,3,11719144045.202663,2.09,0.4401913875598087,600340,*ST华幸
sz.000592,2025-11-17,11.97,11.97,11.97,11.97,10.88,24364258.0,291640168.26,1.2722,0,0.1,主板,11.97,True,3,22924081768.589844,4.08,1.933823529411765,000592,平潭发展
sz.001203,2025-11-17,30.23,30.89,29.4,30.89,28.08,69937716.0,2126407698.3,5.4203,0,0.1,主板,30.89,True,3,39230442933.04799,13.08,1.3616207951070338,001203,大中矿业
sz.002620,2025-11-17,6.9,6.9,6.9,6.9,6.57,1153750.0,7960875.0,0.3659,1,0.05,ST,6.9,True,3,2175696911.724515,6.2,0.11290322580645173,002620,*ST瑞和
sz.002805,2025-11-17,23.2,23.85,22.21,23.85,21.68,83288499.0,1952728767.81,29.9015,0,0.1,主板,23.85,True,3,6530537825.226159,14.16,0.6843220338983051,002805,丰元股份
sh.603353,2025-11-18,33.91,33.91,31.38,33.91,30.83,17954994.0,591100523.54,10.5359,0,0.1,主板,33.91,True,3,5610346752.911474,17.96,0.8880846325167036,603353,和顺石油
sz.000798,2025-11-18,11.1,11.34,10.89,11.34,10.31,56502202.0,634002336.06,15.4447,0,0.1,主板,11.34,True,3,4104983172.609374,8.21,0.38124238733252125,000798,中水渔业
sz.000820,2025-11-18,3.76,3.86,3.68,3.86,3.68,8457500.0,32146061.0,2.848,1,0.05,ST,3.86,True,3,1128724051.9662921,2.67,0.44569288389513106,000820,神雾节能
sz.001216,2025-11-18,18.79,20.61,18.79,20.61,18.74,28974405.0,585764873.05,11.7932,0,0.1,主板,20.61,True,3,4966971416.155071,15.84,0.30113636363636354,001216,华瓷股份
sz.002682,2025-11-18,7.84,7.84,7.76,7.84,7.13,124856699.0,978641416.66,22.2023,0,0.1,主板,7.84,True,3,4407838001.738558,4.73,0.657505285412262,002682,龙洲股份
sh.600756,2025-11-19,23.83,23.83,23.83,23.83,21.66,5318105.0,126730442.15,1.6409,0,0.1,主板,23.83,True,3,7723227628.130904,15.68,0.5197704081632653,600756,浪潮软件
sh.603398,2025-11-19,9.49,9.49,9.18,9.49,9.04,44878445.0,423613063.32,10.3492,1,0.05,ST,9.49,True,3,4093196221.157191,8.19,0.15873015873015883,603398,*ST沐邦
sz.000546,2025-11-19,7.5,7.6,7.35,7.6,6.91,41473200.0,312227756.0,5.9528,0,0.1,主板,7.6,True,3,5245057048.783766,5.03,0.5109343936381707,000546,金圆股份
sz.000609,2025-11-20,12.4,12.4,11.91,12.4,11.81,24232897.0,300338099.8,8.3258,1,0.05,ST,12.4,True,3,3607318213.2647915,5.41,1.2920517560073939,000609,*ST中迪
sz.002213,2025-11-20,34.88,36.64,33.6,36.64,33.31,55619734.0,1961164272.8,26.9093,0,0.1,主板,36.64,True,3,7288053843.095138,21.14,0.7332071901608326,002213,大为股份
sz.002877,2025-11-20,11.28,12.0,9.84,12.0,10.91,106974672.0,1147870225.72,44.4774,0,0.1,主板,12.0,True,3,2580794348.86032,8.86,0.35440180586907455,002877,智能自控
sh.603216,2025-11-21,20.9,20.9,19.72,20.9,19.0,27221230.0,564350280.0,12.2238,0,0.1,主板,20.9,True,3,4616815392.922005,16.3,0.28220858895705514,603216,梦天家居
sz.000017,2025-11-21,9.23,9.23,9.23,9.23,8.39,10154772.0,93728545.56,2.3036,0,0.1,主板,9.23,True,3,4068785620.767495,6.87,0.3435225618631732,000017,深中华A
sz.000859,2025-11-21,7.82,8.68,7.34,8.68,7.89,316638242.0,2604790980.47,35.342,0,0.1,主板,8.68,True,3,7370242149.482203,6.54,0.3272171253822629,000859,国风新材
sh.600734,2025-11-24,5.08,5.08,4.95,5.08,4.62,473444683.0,2403638960.64,21.7391,0,0.1,主板,5.08,True,3,11056754698.400576,3.47,0.4639769452449567,600734,*ST实达
sh.688227,2025-11-25,70.58,70.58,70.0,70.58,58.82,9830017.0,693694337.9,8.6949,0,0.2,科创板,70.58,True,3,7978174997.987326,37.78,0.8681842244573847,688227,品高股份
sz.000070,2025-11-25,12.1,12.65,12.02,12.65,11.5,69117542.0,859743383.3,7.7776,0,0.1,主板,12.65,True,3,11054096164.62662,10.11,0.2512363996043523,000070,特发信息
sz.000638,2025-11-25,6.04,6.31,5.95,6.31,6.01,16597332.0,103380667.26,5.3515,1,0.05,ST,6.31,True,3,1931807292.5348036,6.33,-0.003159557661927437,000638,
sz.000892,2025-11-25,7.81,8.86,7.81,8.86,8.05,79514900.0,682386165.0,11.1861,0,0.1,主板,8.86,True,3,6100304529.728861,6.57,0.34855403348554015,000892,欢瑞世纪
sz.001296,2025-11-25,30.87,30.87,30.02,30.87,28.06,8362909.0,257722729.47,10.8819,0,0.1,主板,30.87,True,3,2368361494.5000415,23.75,0.2997894736842106,001296,长江材料
sz.002264,2025-11-25,9.81,9.81,9.81,9.81,8.92,3848700.0,37755747.0,0.5878,0,0.1,主板,9.81,True,3,6423230180.3334465,7.06,0.38951841359773387,002264,新 华 都
sh.600568,2025-11-26,2.7,2.7,2.66,2.7,2.57,85385295.0,230436772.18,5.1157,1,0.05,ST,2.7,True,3,4504501283.890767,2.0,0.3500000000000001,600568,ST中珠
sz.000952,2025-11-26,9.47,9.47,9.47,9.47,8.61,41566972.0,393639224.84,12.0836,0,0.1,主板,9.47,True,3,3257632037.141249,6.76,0.40088757396449726,000952,广济药业
sz.002413,2025-11-26,7.71,7.71,7.44,7.71,7.01,398273953.0,3063367178.33,30.8004,0,0.1,主板,7.71,True,3,9945868165.121231,5.69,0.3550087873462213,002413,雷科防务
sz.002822,2025-11-26,4.4,4.43,4.38,4.43,4.22,24258598.0,107219011.07,3.0038,1,0.05,ST,4.43,True,3,3569445737.7322054,3.63,0.22038567493112948,002822,ST中装
sz.003018,2025-11-26,16.15,16.95,15.41,16.95,15.41,29042115.0,477739199.96,29.6412,0,0.1,主板,16.95,True,3,1611740415.2328513,12.19,0.3904840032813781,003018,金富科技
sh.600828,2025-11-27,5.59,5.59,5.59,5.59,5.08,7310973.0,40868339.07,0.4223,0,0.1,主板,5.59,True,3,9677560755.387165,3.94,0.41878172588832485,600828,茂业商业
sz.000510,2025-11-27,8.49,8.49,8.23,8.49,7.72,96663455.0,819069407.09,15.9336,0,0.1,主板,8.49,True,3,5140516939.61189,5.59,0.5187835420393561,000510,新金路
sz.000691,2025-11-27,9.47,9.47,9.47,9.47,9.02,1015750.0,9619152.5,0.3142,1,0.05,ST,9.47,True,3,3061474379.376194,11.17,-0.15219337511190678,000691,亚太实业
sz.002702,2025-11-28,6.38,7.24,5.92,7.24,6.58,183822042.0,1177922764.1,40.0707,0,0.1,主板,7.24,True,3,2939611147.546711,4.81,0.5051975051975053,002702,海欣食品
sh.603778,2025-12-01,11.86,12.75,11.82,12.75,11.59,171063709.0,2152144235.02,26.6099,0,0.1,主板,12.75,True,3,8087757695.519337,4.98,1.5602409638554215,603778,国晟科技
sh.603933,2025-12-01,24.84,25.32,24.12,25.32,23.02,12381200.0,309227781.24,5.9656,0,0.1,主板,25.32,True,3,5183515174.332842,23.6,0.07288135593220324,603933,睿能科技
sz.000004,2025-12-01,11.93,12.36,11.78,12.36,11.77,9274500.0,113410422.0,7.3439,1,0.05,ST,12.36,True,3,1544280586.609295,12.89,-0.04111714507370068,000004,
sz.000078,2025-12-01,3.4,3.74,3.3,3.74,3.4,534276961.0,1898650376.4,20.3422,0,0.1,主板,3.74,True,3,9333554760.055452,2.56,0.4609375,000078,ST海王
sz.002632,2025-12-01,12.44,13.68,12.1,13.68,12.44,85043659.0,1117100520.71,14.6152,0,0.1,主板,13.68,True,3,7643415900.637692,10.58,0.29300567107750464,002632,道明光学
sz.002792,2025-12-01,26.16,26.16,26.16,26.16,23.78,3086550.0,80744148.0,0.9258,0,0.1,主板,26.16,True,3,8721554115.35969,19.23,0.36037441497659906,002792,通宇通讯
sh.600981,2025-12-02,3.55,3.73,3.53,3.73,3.39,103457204.0,381722135.92,4.6136,0,0.1,主板,3.73,True,3,8273845498.526098,2.94,0.26870748299319724,600981,苏豪汇鸿
sz.000547,2025-12-02,15.51,16.35,15.27,16.35,14.86,357941917.0,5726846518.36,22.5354,0,0.1,主板,16.35,True,3,25412668594.123024,8.98,0.8207126948775056,000547,航天发展
sz.002413,2025-12-02,8.69,9.27,8.4,9.27,8.43,635809741.0,5642425985.48,49.1702,0,0.1,主板,9.27,True,3,11475295983.095451,5.52,0.6793478260869565,002413,雷科防务
sz.002565,2025-12-02,8.97,9.71,8.8,9.71,8.83,244363968.0,2277881243.85,23.0544,0,0.1,主板,9.71,True,3,9880462054.315012,7.15,0.35804195804195804,002565,顺灏股份
sz.002976,2025-12-02,30.97,34.41,29.3,34.41,31.28,15636464.0,512654094.8,23.9763,0,0.1,主板,34.41,True,3,2138170171.3775687,25.46,0.35153181461115457,002976,瑞玛精密
sz.003018,2025-12-02,24.83,24.83,24.21,24.83,22.57,12022326.0,298076342.38,12.2703,0,0.1,主板,24.83,True,3,2429250648.965388,12.62,0.9675118858954042,003018,金富科技
sh.600289,2025-12-03,7.39,7.39,7.39,7.39,7.04,2138976.0,15807032.64,0.378,1,0.05,ST,7.39,True,3,4181754666.666667,6.64,0.11295180722891573,600289,ST信通
sh.603327,2025-12-03,12.44,13.3,12.44,13.3,12.09,167717520.0,2181885128.51,16.8139,0,0.1,主板,13.3,True,3,12976674825.650208,9.26,0.43628509719222475,603327,福蓉科技
sh.603696,2025-12-04,17.0,17.7,17.0,17.7,16.09,46553133.0,816792691.42,19.793,0,0.1,主板,17.7,True,3,4126674538.5742435,13.36,0.3248502994011977,603696,安记食品
sz.002300,2025-12-04,9.42,9.42,9.42,9.42,8.56,15058894.0,141854781.48,2.0849,0,0.1,主板,9.42,True,3,6803912968.487697,7.96,0.18341708542713575,002300,太阳电缆
sz.002348,2025-12-04,6.4,6.4,6.4,6.4,5.82,3685900.0,23589760.0,0.4079,0,0.1,主板,6.4,True,3,5783221377.788674,4.69,0.3646055437100213,002348,高乐股份
sh.600151,2025-12-05,13.0,13.65,12.52,13.65,12.41,293921019.0,3893981082.34,20.493,0,0.1,主板,13.65,True,3,19001517993.168404,8.73,0.563573883161512,600151,航天机电
sh.601399,2025-12-05,4.35,4.63,4.31,4.63,4.21,543312313.0,2486773325.35,7.5318,0,0.1,主板,4.63,True,3,33016985652.168144,3.72,0.2446236559139785,601399,国机重装
sh.603386,2025-12-05,16.65,16.65,16.43,16.65,15.14,44298380.0,737449026.0,13.575,0,0.1,主板,16.65,True,3,5432405348.0662985,12.9,0.2906976744186045,603386,骏亚科技
sz.002589,2025-12-05,3.99,4.26,3.98,4.26,3.87,90752383.0,377693227.73,6.6456,0,0.1,主板,4.26,True,3,5683357826.682317,2.96,0.43918918918918903,002589,瑞康医药
sz.002682,2025-12-05,7.88,7.88,7.88,7.88,7.16,12716172.0,100203435.36,2.2612,0,0.1,主板,7.88,True,3,4431427355.38652,5.15,0.5300970873786406,002682,龙洲股份
sz.002585,2025-12-08,7.62,7.62,7.62,7.62,6.93,20727314.0,157942132.68,2.3379,0,0.1,主板,7.62,True,3,6755726621.326833,5.7,0.33684210526315783,002585,双星新材
sh.600693,2025-12-09,12.33,12.33,12.33,12.33,11.21,49029590.0,604534844.7,5.6424,0,0.1,主板,12.33,True,3,10714143710.123352,8.26,0.49273607748184034,600693,东百集团
sz.000905,2025-12-09,14.0,14.52,13.8,14.52,13.2,66762834.0,961619627.62,9.0,0,0.1,主板,14.52,True,3,10684662529.11111,10.89,0.33333333333333326,000905,厦门港务
sz.002752,2025-12-09,8.7,8.7,8.7,8.7,7.91,7672505.0,66750793.5,0.7855,0,0.1,主板,8.7,True,3,8497873138.12858,6.24,0.39423076923076916,002752,昇兴股份
sz.001330,2025-12-10,11.19,11.72,10.94,11.72,10.65,117830988.0,1349659375.57,8.5725,0,0.1,主板,11.72,True,3,15744058041.061533,6.98,0.6790830945558739,001330,博纳影业
sz.002235,2025-12-10,12.36,12.36,12.36,12.36,11.24,4869470.0,60186649.2,0.8796,0,0.1,主板,12.36,True,3,6842502182.810368,7.47,0.6546184738955823,002235,安妮股份
sz.003031,2025-12-10,68.58,71.84,68.31,71.84,65.31,44295034.0,3152746656.28,13.0219,0,0.1,主板,71.84,True,3,24211110946.0217,52.79,0.36086379996211404,003031,中瓷电子
sz.002725,2025-12-11,20.24,21.2,20.16,21.2,19.27,44720257.0,933066493.44,21.0931,0,0.1,主板,21.2,True,3,4423562650.535009,14.61,0.45106091718001373,002725,跃岭股份
sh.603601,2025-12-12,8.0,8.43,7.85,8.43,7.66,204037454.0,1677962390.66,19.8063,0,0.1,主板,8.43,True,3,8471861936.1516285,4.97,0.6961770623742456,603601,再升科技
sh.603709,2025-12-12,21.84,23.84,21.84,23.84,21.67,9271829.0,216985651.06,7.411,0,0.1,主板,23.84,True,3,2927886264.471731,16.61,0.43527995183624335,603709,中源家居
sz.001270,2025-12-12,61.22,61.22,61.22,61.22,58.3,274772.0,16821541.84,0.135,1,0.05,ST,61.22,True,3,12460401362.962963,44.91,0.36317078601647745,001270,铖昌科技
sh.600165,2025-12-15,3.29,3.29,3.29,3.29,3.13,19820.0,65207.8,0.0027,1,0.05,ST,3.29,True,3,2415103703.703704,4.1,-0.19756097560975605,600165,宁科生物
sh.600865,2025-12-15,11.59,13.07,11.4,13.07,11.88,64629909.0,817024203.17,17.1778,0,0.1,主板,13.07,True,3,4756279635.168647,9.68,0.350206611570248,600865,百大集团
sh.600936,2025-12-15,4.18,4.52,4.18,4.52,4.11,247274594.0,1098873872.99,14.7978,0,0.1,主板,4.52,True,3,7425927320.209761,3.78,0.1957671957671958,600936,北投科技
sz.000890,2025-12-15,6.46,6.46,6.46,6.46,5.87,12734012.0,82261717.52,3.0356,0,0.1,主板,6.46,True,3,2709899773.356173,4.89,0.3210633946830266,000890,法尔胜
sz.001208,2025-12-15,17.97,17.97,17.97,17.97,16.34,7831200.0,140726664.0,2.9731,0,0.1,主板,17.97,True,3,4733331001.311762,12.29,0.4621643612693247,001208,华菱线缆
sz.002471,2025-12-15,5.84,5.84,5.84,5.84,5.31,34426267.0,201049399.28,2.5732,0,0.1,主板,5.84,True,3,7813205319.446604,4.55,0.2835164835164836,002471,中超控股
sz.002639,2025-12-15,19.98,19.98,19.16,19.98,18.16,126101637.0,2507672501.24,19.3818,0,0.1,主板,19.98,True,3,12938284892.218473,15.7,0.272611464968153,002639,雪人集团
sh.603822,2025-12-16,93.18,93.18,91.69,93.18,88.74,1339600.0,124789386.0,1.7437,1,0.05,ST,93.18,True,3,7156585765.900098,103.17,-0.09683047397499267,603822,ST嘉澳
sz.001331,2025-12-16,19.64,19.64,19.64,19.64,17.85,406946.0,7992419.44,0.2424,0,0.1,主板,19.64,True,3,3297202739.273927,14.5,0.3544827586206898,001331,胜通能源
sz.002300,2025-12-16,12.51,12.94,11.78,12.94,11.76,230504659.0,2896647356.77,31.9139,0,0.1,主板,12.94,True,3,9076444297.845139,7.44,0.7392473118279568,002300,太阳电缆
sz.001317,2025-12-17,53.22,57.2,50.0,57.2,52.0,19277516.0,1071476465.93,55.0501,0,0.1,主板,57.2,True,3,1946366066.419498,41.95,0.36352800953516096,001317,三羊马
sh.601366,2025-12-18,5.35,6.04,5.21,6.04,5.49,202829736.0,1172683342.15,22.1931,0,0.1,主板,6.04,True,3,5283999721.309776,4.71,0.2823779193205944,601366,利群股份
sz.002853,2025-12-18,21.3,21.62,20.92,21.62,19.65,5631001.0,120747335.12,4.3751,0,0.1,主板,21.62,True,3,2759876005.5770154,14.36,0.5055710306406687,002853,皮阿诺
sh.603389,2025-12-19,36.6,36.6,34.5,36.6,34.86,4684060.0,170346595.8,1.7827,1,0.05,ST,36.6,True,3,9555539114.825827,43.14,-0.15159944367176637,603389,亚振家居
sh.603585,2025-12-19,20.8,22.4,20.08,22.4,20.36,27984436.0,604594702.1,15.3145,0,0.1,主板,22.4,True,3,3947857926.1484213,17.7,0.2655367231638417,603585,苏利股份
sz.002188,2025-12-19,7.12,7.47,7.1,7.47,6.79,40862914.0,302362313.58,15.8775,0,0.1,主板,7.47,True,3,1904344598.2050068,5.94,0.25757575757575735,002188,中天服务
sz.002703,2025-12-19,15.3,17.51,15.3,17.51,15.92,92628362.0,1546722170.22,15.8056,0,0.1,主板,17.51,True,3,9785912399.529282,11.98,0.46160267111853104,002703,浙江世宝
sz.002788,2025-12-19,15.29,15.29,15.29,15.29,13.9,3177603.0,48585549.87,0.8323,0,0.1,主板,15.29,True,3,5837504489.967559,9.22,0.6583514099783079,002788,鹭燕医药
sz.002910,2025-12-19,11.66,13.65,11.66,13.65,12.41,42914393.0,547117815.92,25.087,0,0.1,主板,13.65,True,3,2180881795.0332837,10.41,0.3112391930835734,002910,庄园牧场
sz.002969,2025-12-19,6.07,6.07,6.07,6.07,5.52,2875500.0,17454285.0,0.3029,0,0.1,主板,6.07,True,3,5762391878.507758,3.58,0.6955307262569832,002969,嘉美包装
sh.600107,2025-12-22,7.1,7.1,6.98,7.1,6.76,9145900.0,64741176.0,2.5405,1,0.05,ST,7.1,True,3,2548363550.482188,7.31,-0.028727770177838563,600107,*ST尔雅
sz.000638,2025-12-22,4.98,5.02,4.9,5.02,4.78,17065200.0,85353264.0,5.5023,1,0.05,ST,5.02,True,3,1551228831.5795212,6.01,-0.16472545757071555,000638,
sz.002361,2025-12-22,8.99,8.99,8.25,8.99,8.17,255090450.0,2224915796.85,31.5268,0,0.1,主板,8.99,True,3,7057220513.499625,6.43,0.39813374805598767,002361,神剑股份
sh.603069,2025-12-23,28.88,28.88,28.88,28.88,26.25,5742190.0,165834447.2,1.8171,0,0.1,主板,28.88,True,3,9126324759.231743,24.94,0.1579791499599037,603069,海汽集团
sz.000566,2025-12-23,8.51,8.76,8.4,8.76,7.96,343074878.0,2966027873.35,29.4259,0,0.1,主板,8.76,True,3,10079650489.36481,8.4,0.042857142857142705,000566,海南海药
sz.001336,2025-12-23,28.66,31.85,27.28,31.85,28.95,15376282.0,456165299.76,33.0082,0,0.1,主板,31.85,True,3,1381975690.1618383,24.88,0.28014469453376223,001336,楚环科技
sz.002163,2025-12-23,17.59,17.59,17.59,17.59,15.99,13811169.0,242938462.71,1.7188,0,0.1,主板,17.59,True,3,14134190290.318827,13.82,0.27279305354558603,002163,海南发展
sh.600179,2025-12-24,4.8,5.41,4.72,5.41,4.92,298324318.0,1550089014.05,7.724,0,0.1,主板,5.41,True,3,20068475065.38063,4.11,0.31630170316301687,600179,安通控股
sh.603163,2025-12-24,78.11,78.11,75.0,78.11,71.01,3730723.0,290396882.53,3.7307,0,0.1,主板,78.11,True,3,7783978409.6818285,50.57,0.5445916551315009,603163,圣晖集成
sh.603268,2025-12-24,82.0,85.01,82.0,85.01,80.96,6016140.0,507558047.2,4.8451,1,0.05,ST,85.01,True,3,10475698070.21527,70.07,0.2132153560724992,603268,松发股份
sh.603696,2025-12-24,26.0,26.88,25.8,26.88,24.44,22961194.0,610301596.33,9.7624,0,0.1,主板,26.88,True,3,6251552859.235435,12.26,1.1924959216965743,603696,安记食品
sz.000551,2025-12-24,15.16,15.16,15.16,15.16,13.78,10132556.0,153609548.96,2.0979,0,0.1,主板,15.16,True,3,7322062489.155823,10.59,0.4315391879131256,000551,创元科技
sz.002228,2025-12-24,5.69,5.95,5.55,5.95,5.41,93121943.0,545992105.0,7.7003,0,0.1,主板,5.95,True,3,7090530304.014129,4.24,0.4033018867924527,002228,合兴包装
sz.002306,2025-12-24,2.03,2.03,2.03,2.03,1.93,6470400.0,13134912.0,0.795,1,0.05,ST,2.03,True,3,1652190188.679245,1.95,0.04102564102564088,002306,ST云网
sz.002789,2025-12-24,9.0,9.52,8.91,9.52,9.07,7376500.0,69291206.0,4.7144,1,0.05,ST,9.52,True,3,1469777829.6283727,10.76,-0.11524163568773238,002789,*ST建艺
sh.603698,2025-12-25,35.72,37.42,35.0,37.42,34.02,38872575.0,1420323927.91,7.2525,0,0.1,主板,37.42,True,3,19583921791.2444,17.96,1.0835189309576836,603698,航天工程
sh.600118,2025-12-26,74.0,80.0,72.87,80.0,72.73,167812255.0,12856866646.62,14.1914,0,0.1,主板,80.0,True,3,90596182523.35922,43.4,0.8433179723502304,600118,中国卫星
sh.600783,2025-12-26,21.1,21.1,20.58,21.1,19.18,29197507.0,614681434.3,3.9225,0,0.1,主板,21.1,True,3,15670654794.136393,14.79,0.4266396213657879,600783,鲁信创投
sh.603278,2025-12-26,12.8,12.8,12.27,12.8,11.64,44188976.0,564654733.4,12.9298,0,0.1,主板,12.8,True,3,4367080182.214728,9.41,0.36025504782146656,603278,大业股份
sh.603601,2025-12-26,13.0,13.34,12.52,13.34,12.13,443055056.0,5795106898.07,43.0083,0,0.1,主板,13.34,True,3,13474391915.211714,5.06,1.6363636363636367,603601,再升科技
sh.605007,2025-12-26,15.61,15.61,14.7,15.61,14.19,48178375.0,744598811.69,11.9981,0,0.1,主板,15.61,True,3,6205972709.762379,11.77,0.3262531860662701,605007,五洲特纸
sz.002289,2025-12-26,31.68,32.7,30.0,32.7,31.14,8692429.0,280615265.56,3.105,1,0.05,ST,32.7,True,3,9037528681.481482,35.49,-0.07861369399830931,002289,宇顺电子
