序号,营业部代码,营业部名称,营业部简称,交易日期,股票代码,股票名称,涨跌幅,买入金额,卖出金额,净额,上榜原因,1日后涨跌幅,2日后涨跌幅,3日后涨跌幅,5日后涨跌幅,10日后涨跌幅,20日后涨跌幅,30日后涨跌幅
13,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-24,600272,开开实业,10.0,14440153.0,,14440153.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,5.67493113,,,,,,
14,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-24,603089,正裕工业,10.0313,8938870.0,,8938870.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,5.31813865,,,,,,
15,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-24,603958,哈森股份,10.0243,,15336023.92,-15336023.92,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-1.54798762,,,,,,
16,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-21,002903,宇环数控,10.0098,9900981.0,22357173.0,-12456192.0,日换手率达到20%的前5只证券,-3.14167161,-8.00237107,,,,,
17,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-21,300016,北陆药业,20.0,26936100.0,2481641.0,24454459.0,日涨幅达到15%的前5只证券,-6.70498084,-6.99233716,,,,,
18,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-21,301591,肯特股份,20.0127,16000222.0,1357200.46,14643021.54,日涨幅达到15%的前5只证券,-0.63525675,5.39968237,,,,,
19,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-21,603626,科森科技,10.0295,,24063611.0,-24063611.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,4.45040214,7.50670241,,,,,
20,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-21,603958,哈森股份,10.0107,23373142.0,11749144.0,11623998.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.0243309,8.32116788,,,,,
21,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-20,603113,金能科技,7.767,13607793.0,14176233.0,-568440.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-8.28828829,-10.27027027,-1.26126126,,,,
22,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-19,000020,深华发A,10.008,8105892.0,150994.0,7954898.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.97088792,-14.55604076,-10.48034934,,,,
23,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-19,000560,我爱我家,10.1852,20727941.0,1487741.0,19240200.0,日涨幅偏离值达到7%的前5只证券,-2.10084034,-6.30252101,-8.82352941,,,,
24,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-19,002365,永安药业,-7.8457,1411970.0,16069854.0,-14657884.0,日换手率达到20%的前5只证券,9.9790649,15.77110956,5.44312631,,,,
25,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-19,300911,亿田智能,19.982,17615556.49,2644107.0,14971449.49,日涨幅达到15%的前5只证券,-7.50187547,-8.51462866,-17.66691673,,,,
26,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-19,600354,敦煌种业,-2.0029,,15979986.0,-15979986.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,-0.1459854,-6.13138686,-3.21167883,,,,
27,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-19,603113,金能科技,10.0427,13541034.0,,13541034.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,7.76699029,-1.16504854,-3.30097087,,,,
28,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-19,688152,麒麟信安,8.4334,16296000.71,17236337.81,-940337.1,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,-6.30108094,-12.73398365,-16.10862114,,,,
29,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-18,002907,华森制药,-5.7772,1164377.0,17094334.56,-15929957.56,日振幅值达到15%的前5只证券,2.08596713,-4.23514539,-9.86093552,-0.505689,,,
30,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-18,300243,瑞丰高材,15.3571,32551339.0,1984749.0,30566590.0,日换手率达到30%的前5只证券,-2.94117647,-12.28070175,-13.51909185,-17.44066047,,,
31,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-18,300313,天山生物,20.0373,16137616.0,679887.0,15457729.0,连续三个交易日内，涨幅偏离值累计达到30%的证券,12.18944099,9.7826087,-0.62111801,29.11490683,,,
32,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-18,600354,敦煌种业,10.0787,16869962.6,,16869962.6,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-2.00286123,-2.14592275,-8.01144492,1.43061516,,,
33,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-18,603102,百合股份,-4.1695,,14423409.0,-14423409.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,10.0,6.08173077,-4.51923077,-3.65384615,,,
34,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-18,688152,麒麟信安,20.0,13511835.99,,13511835.99,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,8.43339051,1.60091481,-5.37449971,-9.94854202,,,
35,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-18,688503,聚和材料,6.7308,114309042.34,,114309042.34,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,-7.66745006,-7.43243243,-10.14492754,-15.71680376,,,
36,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-17,002907,华森制药,10.0262,16143360.0,1178839.0,14964521.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-5.77724836,-3.81179273,-9.76771888,-14.77069684,,,
37,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-17,300684,中石科技,19.997,35014694.0,211510.0,34803184.0,连续三个交易日内，涨幅偏离值累计达到30%的证券,20.00494866,7.12606705,12.17369788,4.16924409,,,
38,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-17,603703,盛洋科技,10.0513,6882330.0,,6882330.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-5.03261883,-12.58154706,-9.97204101,-10.34482759,,,
39,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-17,688503,聚和材料,20.005,83627851.37,,83627851.37,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,6.73076923,-1.4527592,-1.20192308,-7.19063545,,,
40,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-17,688677,海泰新光,20.0,40577132.74,,40577132.74,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,7.55347594,-3.93270945,-2.51782531,-6.1385918,,,
41,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-14,000620,盈新发展,10.1818,26785253.12,2690803.0,24094450.12,日涨幅偏离值达到7%的前5只证券,2.31023102,12.54125413,16.83168317,3.96039604,,,
42,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-14,002724,海洋王,10.0649,15734727.0,262277.0,15472450.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,5.89970501,-4.57227139,-14.15929204,-9.14454277,,,
43,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-14,300017,网宿科技,20.0139,164968987.62,8087042.0,156881945.62,日涨幅达到15%的前5只证券,1.38488171,-2.76976342,-9.69417196,-10.32890941,,,
44,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-14,300534,陇神戎发,-0.1057,3654730.0,35063202.0,-31408472.0,日换手率达到30%的前5只证券,7.03703704,2.38095238,-2.6984127,-2.91005291,,,
45,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-14,600881,亚泰集团,-3.9648,,15874679.0,-15874679.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,1.37614679,-6.88073394,-13.76146789,-10.09174312,,,
46,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-14,688286,敏芯股份,20.009,29619336.64,,29619336.64,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,-1.17625093,-5.24645258,-13.31217326,-8.51381628,,,
47,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-13,000593,德龙汇能,10.0119,16969564.0,4814707.0,12154857.0,日涨幅偏离值达到7%的前5只证券,-10.0,-6.25899281,-3.05755396,-11.65467626,,,
48,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-13,002437,誉衡药业,10.1036,48824916.0,17998118.0,30826798.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,6.58823529,17.17647059,12.0,11.29411765,,,
49,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-13,118073,赛斯转债,20.0,,25864970.0,-25864970.0,"非上市首日,当日收盘价涨幅达15%的前五只可转债",,,,,,,
50,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-13,301060,兰卫医学,19.9599,16010244.6,493071.0,15517173.6,日涨幅达到15%的前5只证券,5.01672241,9.36454849,5.26755853,1.6722408,,,
51,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-13,600881,亚泰集团,10.1942,15069092.0,9944925.0,5124167.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-3.96475771,-2.64317181,-10.57268722,-12.33480176,,,
52,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-13,603191,望变电气,10.0,16926667.0,,16926667.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-5.01770956,-5.9622196,-8.7957497,-13.16410862,,,
53,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-13,603330,天洋新材,9.966,23386649.58,,23386649.58,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.98970134,21.0092688,15.24201854,-6.69412976,,,
54,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-13,603956,威派格,10.0551,13692300.0,,13692300.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-8.26032541,-8.13516896,-11.51439299,-17.64705882,,,
55,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-12,002047,宝鹰股份,10.1124,8260161.28,626532.0,7633629.28,连续三个交易日内，涨幅偏离值累计达到20%的证券,7.14285714,-3.57142857,-7.14285714,-20.66326531,,,
56,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-12,002173,创新医疗,5.5556,36603855.55,6754595.0,29849260.55,日换手率达到20%的前5只证券,-1.51650312,-5.04014273,-6.60124888,-17.26137377,,,
57,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-12,002229,鸿博股份,9.9659,27026735.24,2834853.53,24191881.71,连续三个交易日内，涨幅偏离值累计达到20%的证券,5.7319907,-2.71107668,7.04879938,-12.31603408,,,
58,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-12,002437,誉衡药业,9.9715,33476801.0,2027176.0,31449625.0,日涨幅偏离值达到7%的前5只证券,10.10362694,17.35751295,29.01554404,11.39896373,,,
59,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-12,002437,誉衡药业,9.9715,33476801.0,2027176.0,31449625.0,日换手率达到20%的前5只证券,10.10362694,17.35751295,29.01554404,11.39896373,,,
60,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-12,118073,赛斯转债,57.3,21539090.0,,21539090.0,向不特定对象发行的可转债上市首日交易公开信息,,,,,,,
61,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-12,600379,宝光股份,10.0372,15318344.0,,15318344.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-2.56756757,-2.02702703,0.0,-2.43243243,,,
62,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-12,600604,市北高新,10.1099,13428521.0,,13428521.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-4.59081836,-2.59481038,-3.79241517,-11.37724551,,,
63,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-12,603897,长城科技,9.9863,,18742098.14,-18742098.14,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,8.20592824,-0.15600624,-0.12480499,-9.85959438,,,
64,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-12,688167,炬光科技,20.0,80358959.83,,80358959.83,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,4.21146953,10.35760834,18.60540893,8.70804822,,,
65,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-11,000820,神雾节能,6.9948,4159810.0,345105.0,3814705.0,日换手率达到20%的前5只证券,-2.90556901,-9.44309927,-15.73849879,-18.40193705,-13.07506053,,
66,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-11,002229,鸿博股份,10.0281,27026735.24,2180536.0,24846199.24,日涨幅偏离值达到7%的前5只证券,9.96592845,16.26916525,6.9846678,7.15502555,-7.06984668,,
67,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-11,002552,宝鼎科技,4.2972,129714316.0,42880244.0,86834072.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.99816883,7.41622413,11.06024538,5.47518769,1.81285479,,
68,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-11,002580,圣阳股份,-0.0953,4538100.0,30299403.34,-25761303.34,日换手率达到20%的前5只证券,1.23986648,5.38865045,6.24701955,-4.43490701,1.23986648,,
69,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-11,301529,福赛科技,20.005,16499943.0,1426238.0,15073705.0,日涨幅达到15%的前5只证券,2.96381032,10.56572379,7.24833611,9.19301165,21.68261231,,
70,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-11,600611,大众交通,10.0877,14232805.0,,14232805.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,4.58167331,-2.98804781,1.19521912,-6.97211155,-8.36653386,,
71,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-11,600833,第一医药,9.9909,17967193.0,,17967193.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3.13790256,-1.89925681,-3.38563171,-6.77126342,-9.99174236,,
72,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-10,002580,圣阳股份,10.0105,28561056.1,1388648.0,27172408.1,日涨幅偏离值达到7%的前5只证券,-0.09528347,1.14340162,5.28823249,4.66888995,0.2858504,,
73,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-10,002739,儒意电影,9.9668,40870216.0,4880417.0,35989799.0,日涨幅偏离值达到7%的前5只证券,1.91339376,8.55991944,3.02114804,-11.48036254,-17.32124874,,
74,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-10,002900,哈三联,10.0148,997809.0,12487444.0,-11489635.0,日换手率达到20%的前5只证券,-1.68577208,-1.48347943,-4.11328388,0.60687795,-4.58530007,,
75,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-10,301051,信濠光电,19.9768,17570629.96,3087062.8,14483567.16,日涨幅达到15%的前5只证券,6.32239382,9.31467181,3.33011583,7.28764479,-12.30694981,,
76,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-10,301051,信濠光电,19.9768,18860695.96,6097644.72,12763051.24,连续三个交易日内，涨幅偏离值累计达到30%的证券,6.32239382,9.31467181,3.33011583,7.28764479,-12.30694981,,
77,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-10,301357,北方长龙,19.9979,32079644.23,5778166.72,26301477.51,日涨幅达到15%的前5只证券,-6.13794931,-5.67870706,-8.87573964,-8.01907622,-24.04839707,,
78,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-10,688073,毕得医药,20.0,,18328604.59,-18328604.59,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2.01569264,7.68398268,14.75919913,10.71428571,-10.57900433,,
79,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-10,688073,毕得医药,20.0,,19723120.77,-19723120.77,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2.01569264,7.68398268,14.75919913,10.71428571,-10.57900433,,
80,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-10,688137,近岸蛋白,17.5086,22083137.02,15346402.65,6736734.37,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2.9143898,-2.85974499,16.57559199,24.64480874,37.50455373,,
81,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-10,688137,近岸蛋白,17.5086,,15185162.98,-15185162.98,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2.9143898,-2.85974499,16.57559199,24.64480874,37.50455373,,
82,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-07,002943,宇晶股份,10.0031,19304234.56,6029941.8,13274292.76,连续三个交易日内，涨幅偏离值累计达到20%的证券,-2.14126808,-2.66963293,0.69521691,-2.91991101,-5.56173526,,
83,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-07,301366,一博科技,20.0045,20342988.48,1724027.0,18618961.48,日涨幅达到15%的前5只证券,1.16257266,-0.11250703,2.75642228,3.5439715,5.71910744,,
84,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-07,688073,毕得医药,20.0078,15222549.06,,15222549.06,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,20.0,22.41883117,29.22077922,35.29220779,16.23376623,,
85,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-07,688137,近岸蛋白,20.0103,13409920.5,,13409920.5,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,17.50856164,20.93321918,14.14811644,48.92979452,73.35188356,,
86,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-07,688265,南模生物,20.0,13407751.04,,13407751.04,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,8.50815851,7.66899767,1.81818182,15.8041958,-1.3986014,,
87,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-07,688813,泰金新能,17.6916,29035139.12,,29035139.12,有价格涨跌幅限制的日换手率达到30%的前五只证券,-8.36498953,-11.28769672,-9.38832468,-10.41941236,-11.92340492,,
88,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-06,002971,和远气体,10.0,28197731.0,7575066.0,20622665.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.01212121,7.58787879,9.09090909,8.26666667,2.71515152,,
89,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-06,600397,江钨装备,10.0326,26674714.8,,26674714.8,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,8.99940793,5.92066311,0.88809947,3.6116045,-2.36826525,,
90,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-05,301026,浩通科技,19.9888,394554.4,18180429.4,-17785875.0,日涨幅达到15%的前5只证券,4.42066077,6.18892508,4.09492787,4.14146114,-1.34946487,,
91,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-05,301082,久盛电气,7.5355,21020432.0,21499255.09,-478823.09,连续三个交易日内，涨幅偏离值累计达到30%的证券,-5.52349547,-8.57378401,-8.57378401,-8.73866447,-22.01154163,,
92,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-05,600611,大众交通,10.0939,14955003.0,,14955003.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,4.26439232,-2.98507463,-2.77185501,11.94029851,-2.77185501,,
93,10025080,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰海通证券上海长宁区江苏路证券营业部,2026-08-05,603400,华之杰,-0.1332,,7496242.26,-7496242.26,有价格涨跌幅限制的日换手率达到20%的前五只证券,-0.95619302,-3.13542362,0.0,2.84634201,4.66977985,,
