code,name,board,streak,circ_mkt_est,turn,ret_20d_pre,amount
sz.002228,合兴包装,主板,1,4742938815.029218,9.1209,0.19298245614035103,432598706.38
sh.603778,国晟科技,主板,4,4822133916.587194,29.36,0.7852193995381063,1415778517.91
sh.603948,建业股份,主板,1,4959433338.773491,12.132,0.2193293885601577,601678452.66
sz.002309,中利集团,主板,3,5089762556.621478,20.9417,0.40199335548172765,1065882805.32
sz.003041,真爱美家,主板,2,5104273027.888446,0.1004,0.5177045177045176,5124690.12
sh.603843,*ST正平,ST,2,5241014432.989691,0.2037,0.31403508771929833,10675946.4
sz.002805,丰元股份,主板,1,5286400373.99833,16.1605,0.3716075156576202,854308732.44
sz.002005,德豪润达,ST,1,5315046920.320688,2.2327,0.2941176470588236,118669052.59
sz.000863,三湘印象,主板,1,5439956087.361869,3.6469,0.31868131868131866,198389758.55
sh.600576,祥源文旅,主板,1,5507870482.952843,13.3512,0.17189631650750337,735366803.92
sz.300801,泰和科技,创业板,1,5603440576.304623,26.866,0.6418259851736245,1505420345.23
sz.301292,海科新源,创业板,1,5645692001.912115,32.5294,1.6623076923076923,1836509734.07
sz.000797,中国武夷,主板,1,5668063188.863704,8.7354,0.3722627737226276,495127991.8
sh.600408,安泰集团,主板,3,5683226914.331666,13.5546,1.1074074074074076,770338675.33
sz.002868,绿康生化,ST,6,5894493573.706157,0.4077,0.40502183406113534,24031850.3
sz.002047,宝鹰股份,ST,2,5988852292.18448,2.1726,0.7099567099567099,130113804.9
sh.601566,九牧王,主板,2,6423003030.08444,9.4268,0.2970521541950113,605483649.64
sz.002451,摩恩电气,主板,8,6505527712.449496,26.6075,1.2078488372093021,1730958286.09
sz.000533,顺钠股份,主板,1,6810524700.553981,17.1667,0.3900804289544235,1169142343.77
sh.600815,厦工股份,主板,1,7080502682.372654,7.8781,0.4890510948905109,557809081.82
sh.605378,野马电池,主板,1,7092095894.652258,6.0979,0.04323094425483509,432468915.56
sz.002713,东易日盛,ST,12,7266150638.2978735,0.141,1.3115183246073299,10245272.4
sz.000908,石药景峰,ST,3,7511225766.355483,8.1731,0.38362760834670917,613899993.11
sh.601116,三江购物,主板,1,7600529146.991436,8.1617,-0.03684210526315779,620332387.39
sz.300497,富祥股份,创业板,1,7681831787.855445,11.9428,0.75,917425806.76
sz.002935,天奥电子,主板,1,7941388636.955492,6.7584,0.27974276527331177,536710809.64
sh.603978,深圳新星,主板,1,7951451356.919238,22.8385,0.7526100771674988,1815992218.15
sh.600829,人民同泰,主板,4,7973386004.514673,1.1961,0.6975308641975309,95369670.0
sz.002150,正泰电源,主板,1,8000079147.210163,12.438,0.16826196473551636,995049844.33
sz.002242,九阳股份,主板,1,8307052137.400614,3.8486,0.16789862724392823,319705208.56
sh.600693,东百集团,主板,4,8502216720.149636,24.3255,0.6977928692699491,2068206728.26
sz.002108,沧州明珠,主板,1,8511947902.805068,9.0087,0.3591731266149869,766815850.72
sh.603122,合富中国,主板,3,8661125135.493542,12.1408,2.4639498432601883,1051529880.45
sh.600340,*ST华幸,主板,1,9469873692.963297,8.4244,0.1800947867298579,797780039.39
sz.002208,合肥城建,主板,1,10040768837.01062,20.1326,0.08890770533446224,2021467826.88
sh.600429,三元股份,主板,4,10889700888.529284,8.0335,0.5166666666666668,874824120.88
sz.000656,金科股份,ST,1,11014554417.459293,3.2487,0.0652173913043479,357829829.36
sh.600686,金龙汽车,主板,1,11612121772.225233,7.9403,0.2585291887793786,922037305.08
sz.000973,佛塑科技,主板,1,11846072955.498022,17.2262,0.5917843388960207,2040628219.46
sz.002251,步步高,主板,1,12174871809.396605,14.0008,0.06071428571428594,1704579452.29
sh.688411,海博思创,科创板,1,13000834161.890306,22.0705,0.2949797959043903,2869349103.7
sz.002426,胜利精密,主板,1,13118086053.61919,14.2822,0.2360248447204969,1873551286.35
sh.600409,三友化工,主板,1,13233696190.997932,5.6587,0.18671454219030514,748855166.36
sz.002192,融捷股份,主板,1,13377902804.017952,3.7432,0.31225198412698396,500761657.76
sh.600063,皖维高新,主板,1,13554065185.019064,7.5803,0.06497622820919169,1027438803.22
sh.688353,华盛锂电,科创板,1,13993620950.428152,10.2417,1.7881040892193307,1433184676.88
sh.603132,金徽股份,主板,1,14196047611.200432,1.4928,0.0703125,211918598.74
sz.002153,石基信息,主板,1,15614122220.828856,1.6746,-0.0165530671859786,261474090.71
sz.000572,海马汽车,主板,1,16071510083.738209,15.5604,0.4061624649859943,2500791255.07
sz.300827,上能电气,创业板,1,16106824078.706806,24.1758,0.41265822784810124,3893953575.62
sh.600596,新安股份,主板,1,16566469405.44245,5.9826,0.22430830039525707,991105598.65
sz.000592,平潭发展,主板,1,18054696174.820526,32.6369,1.934718100890208,5892493135.88
sh.603026,石大胜华,主板,2,18335397539.666992,3.5735,0.5953212290502792,655215431.08
sz.000980,众泰汽车,主板,1,18448209302.28679,5.9953,0.08309455587392534,1106025492.3
sz.002756,永兴材料,主板,1,20645881226.594143,8.641,0.39942975635044076,1784010596.79
sh.600105,永鼎股份,主板,1,21848038203.53303,16.4278,0.06694560669456062,3589152020.0
sh.600246,万通发展,主板,1,21918676843.064896,6.8557,-0.00663900414937757,1502678728.33
sh.603881,数据港,主板,1,22700311428.06564,5.6489,-0.007187780772686447,1282317892.26
sz.002497,雅化集团,主板,1,23003414891.27819,9.1426,0.3697270471464018,2103110209.85
sz.002326,永太科技,主板,1,23598760143.97192,28.6028,0.760728982951205,6749906166.46
sz.002240,盛新锂能,主板,1,26145625645.05891,8.6651,0.621536853110298,2265544607.77
sz.000688,国城矿业,主板,1,26931378529.424988,4.4486,0.6890581717451525,1198069305.26
sz.003022,联泓新科,主板,1,29777854573.536194,1.5183,0.09037616023448947,452117165.99
sz.001203,大中矿业,主板,1,32188502732.292835,3.0242,0.9960906958561377,973444699.63
sh.600711,盛屯矿业,主板,1,37332741884.891205,8.1575,0.13581395348837222,3045418419.26
sz.002407,多氟多,主板,1,39389403587.9894,23.8989,0.8444227005870841,9413634174.09
sz.002812,恩捷股份,主板,1,49898901064.54974,8.9249,0.4440804866635468,4453427021.11
sz.002080,中材科技,主板,1,58377697096.3114,2.6487,0.16151315789473708,1546250062.99
sz.000426,兴业银锡,主板,1,58445922367.74559,5.9998,-0.022753792298716435,3506638450.22
sz.002837,英维克,主板,1,61064889538.53916,10.3064,-0.03672242550967075,6293591775.4
sz.002709,天赐材料,主板,1,65988691467.92473,10.0155,0.3390070921985817,6609097393.97
