code,date,open,high,low,close,preclose,volume,amount,turn,isST,limit_pct,limit_price,is_zhangting,pct_chg
sz.000820,2025-03-17,2.92,3.18,2.89,3.18,2.89,35384773.0,108842392.13,12.1147,0,0.1,3.18,True,10.034602076124566
sz.000820,2025-04-17,2.36,2.55,2.31,2.55,2.32,19458194.0,49091169.35,6.6177,0,0.1,2.55,True,9.913793103448265
sz.000822,2025-03-25,6.22,6.45,6.15,6.45,5.86,127217547.0,808007135.1,14.2128,0,0.1,6.45,True,10.068259385665534
sz.000822,2025-04-03,5.7,6.35,5.5,6.35,5.77,81275647.0,480750783.45,9.0801,0,0.1,6.35,True,10.051993067590992
sz.000822,2025-04-08,5.89,6.3,5.89,6.3,5.73,38683100.0,239934744.0,4.3217,0,0.1,6.3,True,9.947643979057585
sz.000822,2025-04-21,6.0,6.53,5.95,6.53,5.94,91627218.0,582285020.74,10.2366,0,0.1,6.53,True,9.932659932659927
sz.000823,2025-04-14,9.8,9.8,9.8,9.8,8.91,11236425.0,110116965.0,2.0927,0,0.1,9.8,True,9.988776655443331
sz.000829,2025-03-05,12.67,12.77,12.67,12.77,11.61,35077739.0,447465240.93,3.4251,0,0.1,12.77,True,9.991386735572782
sz.000831,2025-03-11,29.98,33.42,29.85,33.42,30.38,103641737.0,3325022418.15,9.7663,0,0.1,33.42,True,10.00658327847268
sz.000833,2025-04-09,10.62,11.13,10.2,11.13,10.12,47948150.0,511340357.43,10.5682,0,0.1,11.13,True,9.980237154150217
sz.000837,2025-03-05,11.18,12.34,11.17,12.34,11.22,35434304.0,428610446.04,3.5174,0,0.1,12.34,True,9.982174688057043
sz.000837,2025-03-26,12.1,13.68,12.03,13.68,12.44,72890680.0,974331426.24,7.2355,0,0.1,13.68,True,9.967845659163999
sz.000837,2025-04-23,11.27,12.17,11.26,12.17,11.06,67577621.0,803726522.34,6.7081,0,0.1,12.17,True,10.036166365280286
sz.000850,2025-04-16,3.9,4.29,3.81,4.29,3.9,74246821.0,310962284.71,7.8702,0,0.1,4.29,True,10.000000000000009
sz.000852,2025-03-21,7.63,8.29,7.61,8.29,7.54,136152965.0,1103134887.48,14.4689,0,0.1,8.29,True,9.946949602122013
sz.000859,2025-03-27,5.15,5.69,5.09,5.69,5.17,64643174.0,352699105.83,7.2158,0,0.1,5.69,True,10.058027079303677
sz.000859,2025-04-01,5.38,5.87,5.37,5.87,5.34,47026733.0,273714955.71,5.2494,0,0.1,5.87,True,9.925093632958815
sz.000859,2025-04-08,5.24,5.87,5.07,5.87,5.34,102290515.0,558884941.15,11.4182,0,0.1,5.87,True,9.925093632958815
sz.000859,2025-04-17,5.88,6.51,5.81,6.51,5.92,47525298.0,304567426.98,5.305,0,0.1,6.51,True,9.966216216216207
sz.000859,2025-04-21,7.04,7.54,6.94,7.54,6.85,190091750.0,1371481016.66,21.2191,0,0.1,7.54,True,10.072992700729944
sz.000862,2025-04-01,4.89,5.32,4.88,5.32,4.84,31599688.0,165540884.59,5.0321,0,0.1,5.32,True,9.917355371900838
sz.000862,2025-04-08,5.05,5.52,5.05,5.52,5.02,40734396.0,222010902.92,6.4867,0,0.1,5.52,True,9.960159362549792
sz.000862,2025-04-21,5.56,6.12,5.52,6.12,5.56,48422599.0,294060738.44,7.711,0,0.1,6.12,True,10.07194244604317
sz.000863,2025-04-18,3.48,3.85,3.48,3.85,3.5,38004219.0,145186163.15,3.266,0,0.1,3.85,True,10.000000000000009
sz.000880,2025-03-06,28.8,30.28,28.8,30.28,27.53,14536205.0,430638714.4,8.964,0,0.1,30.28,True,9.989102796948778
sz.000880,2025-03-11,29.5,33.31,29.5,33.31,30.28,43188528.0,1398230280.59,26.633,0,0.1,33.31,True,10.006605019815073
sz.000880,2025-03-12,35.59,36.64,35.0,36.64,33.31,28696311.0,1045216362.64,17.6961,0,0.1,36.64,True,9.99699789852897
sz.000880,2025-03-13,36.64,40.3,36.64,40.3,36.64,55926968.0,2141074022.65,34.4883,0,0.1,40.3,True,9.989082969432307
sz.000880,2025-03-31,29.28,32.54,28.25,32.54,29.58,36744336.0,1122917239.82,22.659,0,0.1,32.54,True,10.006761325219738
sz.000880,2025-04-10,35.9,39.05,35.53,39.05,35.5,57908592.0,2206367631.92,35.7103,0,0.1,39.05,True,9.999999999999986
sz.000881,2025-04-24,6.71,7.32,6.67,7.32,6.65,25878201.0,184642232.45,3.2743,0,0.1,7.32,True,10.075187969924816
sz.000882,2025-04-08,2.01,2.22,1.93,2.22,2.02,208210655.0,443390428.65,7.6114,0,0.1,2.22,True,9.90099009900991
sz.000886,2025-04-09,5.44,6.16,5.25,6.16,5.6,56224058.0,323851055.14,5.7498,0,0.1,6.16,True,10.000000000000009
sz.000888,2025-03-24,13.99,15.05,13.95,15.05,13.68,33046869.0,488596704.82,6.2718,0,0.1,15.05,True,10.014619883040954
sz.000889,2025-03-12,2.6,2.73,2.58,2.73,2.6,37005637.0,98970965.84,4.2543,1,0.05,2.73,True,5.000000000000004
sz.000889,2025-04-11,2.27,2.38,2.26,2.38,2.27,27392960.0,63760296.0,3.1492,1,0.05,2.38,True,4.8458149779735615
sz.000889,2025-04-14,2.44,2.5,2.43,2.5,2.38,32459349.0,80178555.77,3.7316,1,0.05,2.5,True,5.042016806722693
sz.000890,2025-03-21,3.78,4.18,3.78,4.18,3.8,57419548.0,230954586.32,13.6879,0,0.1,4.18,True,9.999999999999986
sz.000899,2025-04-15,9.66,10.62,9.49,10.62,9.65,89426792.0,890720701.46,9.1656,0,0.1,10.62,True,10.05181347150257
sz.000903,2025-03-06,3.69,3.69,3.69,3.69,3.35,44341404.0,163619780.76,2.3091,0,0.1,3.69,True,10.149253731343277
sz.000903,2025-03-07,3.85,4.06,3.85,4.06,3.69,229137866.0,917236364.16,11.9326,0,0.1,4.06,True,10.027100271002709
sz.000903,2025-03-11,3.87,4.46,3.87,4.46,4.05,344861711.0,1443789077.01,17.9591,0,0.1,4.46,True,10.123456790123452
sz.000903,2025-04-14,3.12,3.39,3.11,3.39,3.08,74254302.0,247834340.78,3.8669,0,0.1,3.39,True,10.064935064935066
sz.000905,2025-03-10,7.39,7.89,7.39,7.89,7.17,44581911.0,344676862.85,6.0099,0,0.1,7.89,True,10.041841004184104
sz.000905,2025-03-18,8.68,8.68,8.68,8.68,7.89,2649100.0,22994188.0,0.3571,0,0.1,8.68,True,10.012674271229404
sz.000905,2025-04-09,6.9,7.68,6.46,7.68,6.98,51490738.0,368091819.09,6.9412,0,0.1,7.68,True,10.028653295128919
sz.000908,2025-03-17,4.0,4.21,3.99,4.21,4.01,34552832.0,143357941.03,4.3799,1,0.05,4.21,True,4.987531172069826
sz.000908,2025-03-18,4.2,4.42,4.11,4.42,4.21,34490668.0,146958497.0,4.372,1,0.05,4.42,True,4.988123515439424
sz.000908,2025-03-19,4.48,4.64,4.4,4.64,4.42,22504105.0,102761907.85,2.8526,1,0.05,4.64,True,4.977375565610864
sz.000908,2025-03-21,4.53,4.84,4.53,4.84,4.61,54433508.0,258318365.53,6.8999,1,0.05,4.84,True,4.989154013015185
sz.000908,2025-03-26,4.39,4.6,4.39,4.6,4.38,25443471.0,115200050.97,3.2252,1,0.05,4.6,True,5.022831050228316
sz.000908,2025-04-09,4.04,4.04,4.04,4.04,3.85,2539360.0,10259014.4,0.3219,1,0.05,4.04,True,4.935064935064926
sz.000908,2025-04-10,4.24,4.24,4.24,4.24,4.04,553400.0,2346416.0,0.0701,1,0.05,4.24,True,4.950495049504955
sz.000908,2025-04-11,4.45,4.45,4.45,4.45,4.24,5037080.0,22415006.0,0.6385,1,0.05,4.45,True,4.952830188679247
sz.000908,2025-04-14,4.67,4.67,4.51,4.67,4.45,34410613.0,159271660.15,4.3618,1,0.05,4.67,True,4.9438202247190866
sz.000908,2025-04-16,4.63,4.79,4.56,4.79,4.56,23977552.0,112770489.64,3.0394,1,0.05,4.79,True,5.043859649122817
sz.000908,2025-04-18,4.78,5.1,4.73,5.1,4.86,39164337.0,192937861.43,4.9644,1,0.05,5.1,True,4.938271604938249
sz.000908,2025-04-23,5.19,5.33,5.16,5.33,5.08,28323219.0,149635378.42,3.5902,1,0.05,5.33,True,4.921259842519676
sz.000909,2025-04-10,4.85,5.1,4.85,5.1,4.86,6031601.0,30365237.05,1.378,1,0.05,5.1,True,4.938271604938249
sz.000909,2025-04-14,5.33,5.48,5.33,5.48,5.22,4708501.0,25658332.48,1.0757,1,0.05,5.48,True,4.9808429118774145
sz.000915,2025-03-14,26.11,28.26,26.06,28.26,25.69,20779244.0,573443588.4,8.8722,0,0.1,28.26,True,10.003892565200466
sz.000920,2025-04-09,8.71,9.72,8.67,9.72,8.84,20904210.0,195624592.2,4.9539,0,0.1,9.72,True,9.954751131221728
sz.000920,2025-04-17,9.72,10.81,9.67,10.81,9.83,26684569.0,280237965.82,6.3237,0,0.1,10.81,True,9.969481180061045
sz.000925,2025-03-12,8.89,9.52,8.82,9.52,8.65,56998612.0,528556238.88,8.4432,0,0.1,9.52,True,10.057803468208082
sz.000929,2025-03-10,6.56,7.06,6.52,7.06,6.42,9949849.0,68461226.34,5.3565,0,0.1,7.06,True,9.968847352024923
sz.000929,2025-04-30,5.76,6.05,5.76,6.05,5.76,14794482.0,87233836.8,7.9645,1,0.05,6.05,True,5.034722222222232
sz.000931,2025-04-16,4.77,5.09,4.68,5.09,4.63,45062520.0,223401979.73,6.039,0,0.1,5.09,True,9.935205183585305
sz.000935,2025-03-06,16.21,17.73,16.2,17.73,16.12,29911527.0,513268011.43,3.918,0,0.1,17.73,True,9.987593052109167
sz.000948,2025-04-11,16.28,18.57,16.28,18.57,16.88,24556876.0,437194658.0,6.3117,0,0.1,18.57,True,10.011848341232232
sz.000953,2025-03-27,5.08,5.6,5.04,5.6,5.09,23469351.0,126606341.6,6.4103,0,0.1,5.6,True,10.019646365422386
sz.000953,2025-03-28,5.6,6.16,5.5,6.16,5.6,61332769.0,366840919.62,16.752,0,0.1,6.16,True,10.000000000000009
sz.000953,2025-04-01,5.91,6.97,5.86,6.97,6.34,127961807.0,855214670.39,34.9506,0,0.1,6.97,True,9.936908517350162
sz.000953,2025-04-11,4.97,5.46,4.85,5.46,4.96,50742922.0,263059440.96,13.8596,0,0.1,5.46,True,10.080645161290324
sz.000953,2025-04-24,5.71,6.26,5.7,6.26,5.69,24844711.0,151441331.36,6.7859,0,0.1,6.26,True,10.017574692442865
sz.000957,2025-04-22,10.36,11.37,10.36,11.37,10.34,47853802.0,538435789.25,8.0711,0,0.1,11.37,True,9.9613152804642
sz.000958,2025-04-02,6.8,7.38,6.47,7.38,6.71,289009010.0,1982589327.97,5.3685,0,0.1,7.38,True,9.985096870342769
sz.000965,2025-04-09,3.19,3.19,3.1,3.19,2.9,57436949.0,183135430.31,5.1753,0,0.1,3.19,True,10.000000000000009
sz.000965,2025-04-16,3.28,3.39,3.27,3.39,3.08,76987717.0,257926240.82,6.9369,0,0.1,3.39,True,10.064935064935066
sz.000965,2025-04-17,3.44,3.73,3.32,3.73,3.39,137380324.0,497096401.51,12.3785,0,0.1,3.73,True,10.029498525073732
sz.000965,2025-04-18,3.92,4.1,3.7,4.1,3.73,156086071.0,622390974.81,14.064,0,0.1,4.1,True,9.919571045576392
sz.000965,2025-04-21,4.49,4.51,4.31,4.51,4.1,62631307.0,279843632.8,5.6433,0,0.1,4.51,True,10.000000000000009
sz.000965,2025-04-22,4.84,4.96,4.61,4.96,4.51,221113022.0,1070587031.85,19.9231,0,0.1,4.96,True,9.977827050997789
sz.000965,2025-04-24,4.66,5.21,4.51,5.21,4.74,335281266.0,1712075270.54,30.2101,0,0.1,5.21,True,9.915611814345993
sz.000966,2025-04-25,5.1,5.61,5.07,5.61,5.1,150254463.0,810095188.97,5.4651,0,0.1,5.61,True,10.000000000000009
sz.000967,2025-03-18,6.17,6.82,6.15,6.82,6.2,140329040.0,928396677.43,4.4332,0,0.1,6.82,True,10.000000000000009
sz.000972,2025-03-13,3.18,3.51,3.18,3.51,3.19,23079283.0,79136887.16,2.9923,0,0.1,3.51,True,10.03134796238243
sz.000972,2025-04-11,2.88,3.03,2.86,3.03,2.89,14164213.0,41979513.39,1.8364,1,0.05,3.03,True,4.844290657439432
sz.000973,2025-03-03,6.49,7.11,6.48,7.11,6.46,69881505.0,484016599.64,7.2235,0,0.1,7.11,True,10.061919504643967
sz.000980,2025-03-03,2.44,2.61,2.4,2.61,2.37,183408784.0,467981010.02,3.6744,0,0.1,2.61,True,10.126582278481
sz.000997,2025-03-06,23.26,25.42,22.94,25.42,23.11,59985187.0,1478222971.69,5.8445,0,0.1,25.42,True,9.99567286888794
sz.000997,2025-03-12,24.61,26.94,24.61,26.94,24.49,53024306.0,1395640330.62,5.1663,0,0.1,26.94,True,10.004083299305844
sz.000997,2025-04-09,25.18,27.52,25.18,27.52,25.02,45682882.0,1227662788.12,4.451,0,0.1,27.52,True,9.99200639488409
sz.001202,2025-03-18,15.33,16.89,15.25,16.89,15.35,10551738.0,172808198.96,11.667,0,0.1,16.89,True,10.032573289902281
sz.001202,2025-03-21,16.56,18.45,16.41,18.45,16.77,8053289.0,144064583.35,8.9045,0,0.1,18.45,True,10.017889087656528
sz.001202,2025-03-24,20.3,20.3,20.3,20.3,18.45,1195951.0,24277805.3,1.3224,0,0.1,20.3,True,10.027100271002709
sz.001206,2025-04-10,15.61,16.42,15.61,16.42,14.93,4583508.0,73736022.52,4.3109,0,0.1,16.42,True,9.979906229068991
sz.001206,2025-04-24,17.46,19.18,17.23,19.18,17.44,10462759.0,192774946.06,9.8412,0,0.1,19.18,True,9.977064220183474
sz.001209,2025-03-14,17.57,19.48,17.57,19.48,17.71,9899985.0,184198522.03,10.3023,0,0.1,19.48,True,9.994353472614348
sz.001209,2025-04-15,17.23,17.23,17.23,17.23,15.66,2112045.0,36390535.35,2.1979,0,0.1,17.23,True,10.025542784163477
sz.001209,2025-04-22,16.6,18.19,16.6,18.19,16.54,6745543.0,118595502.97,7.0197,0,0.1,18.19,True,9.975816203143918
sz.001212,2025-04-01,32.2,32.2,32.2,32.2,29.27,625521.0,20141776.2,0.6072,0,0.1,32.2,True,10.010249402118232
sz.001212,2025-04-02,35.42,35.42,35.42,35.42,32.2,315200.0,11164384.0,0.306,0,0.1,35.42,True,9.999999999999986
sz.001212,2025-04-03,38.96,38.96,38.96,38.96,35.42,1362862.0,53097103.52,1.3231,0,0.1,38.96,True,9.994353472614348
sz.001212,2025-04-07,42.86,42.86,42.86,42.86,38.96,2945762.0,126255359.32,2.8597,0,0.1,42.86,True,10.01026694045175
sz.001212,2025-04-08,47.15,47.15,46.3,47.15,42.86,32505804.0,1532433522.51,31.5562,0,0.1,47.15,True,10.009332711152584
sz.001212,2025-04-14,50.92,55.29,50.0,55.29,50.26,35153602.0,1850869019.42,32.7753,0,0.1,55.29,True,10.007958615200963
sz.001212,2025-04-22,55.28,58.75,54.83,58.75,53.41,8526681.0,487395287.88,7.8955,0,0.1,58.75,True,9.998127691443548
sz.001212,2025-04-29,54.0,59.4,53.8,59.4,54.0,8861967.0,499448445.03,8.206,0,0.1,59.4,True,9.999999999999986
sz.001217,2025-03-27,13.51,13.51,13.51,13.51,12.28,6754649.0,91255307.99,2.1784,0,0.1,13.51,True,10.016286644951133
sz.001217,2025-03-28,14.86,14.86,14.33,14.86,13.51,61486643.0,911213521.08,19.8299,0,0.1,14.86,True,9.992598075499636
sz.001218,2025-03-27,16.71,18.32,16.6,18.32,16.65,5948367.0,105270990.96,7.9882,0,0.1,18.32,True,10.030030030030046
sz.001222,2025-04-10,12.96,13.65,12.96,13.65,12.41,3193208.0,42947276.8,4.0654,0,0.1,13.65,True,9.991941982272357
sz.001222,2025-04-21,14.08,15.41,13.89,15.41,14.01,10000840.0,150259147.8,12.7326,0,0.1,15.41,True,9.99286224125624
sz.001223,2025-04-10,44.4,48.32,44.4,48.32,43.93,448600.0,21411873.0,2.6894,0,0.1,48.32,True,9.99317095379013
sz.001228,2025-04-10,19.63,21.23,19.63,21.23,19.3,2849200.0,58570334.0,5.1931,0,0.1,21.23,True,10.000000000000009
sz.001228,2025-04-15,20.61,22.76,20.29,22.76,20.69,4035294.0,88775921.0,7.355,0,0.1,22.76,True,10.004833252779122
sz.001228,2025-04-16,25.04,25.04,25.04,25.04,22.76,2519440.0,63086777.6,4.5921,0,0.1,25.04,True,10.017574692442865
sz.001234,2025-04-10,16.16,17.45,16.16,17.45,15.86,2044570.0,34657195.7,1.9168,0,0.1,17.45,True,10.025220680958391
sz.001234,2025-04-11,17.45,19.2,16.98,19.2,17.45,5405823.0,99982735.6,5.068,0,0.1,19.2,True,10.028653295128942
sz.001234,2025-04-14,21.12,21.12,21.12,21.12,19.2,2255753.0,47641503.36,2.1148,0,0.1,21.12,True,10.000000000000009
sz.001234,2025-04-15,22.89,23.23,21.55,23.23,21.12,19560348.0,447015655.66,18.3378,0,0.1,23.23,True,9.990530303030297
sz.001234,2025-04-16,25.55,25.55,25.55,25.55,23.23,6157800.0,157331790.0,5.7729,0,0.1,25.55,True,9.987085665088259
sz.001234,2025-04-17,27.5,28.11,26.5,28.11,25.55,22078907.0,613030124.27,20.699,0,0.1,28.11,True,10.019569471624257
sz.001239,2025-03-05,14.7,16.14,14.51,16.14,14.67,14387802.0,229793691.58,12.6209,0,0.1,16.14,True,10.020449897750506
sz.001239,2025-03-20,16.29,18.0,16.11,18.0,16.36,25990311.0,457903402.83,22.7985,0,0.1,18.0,True,10.02444987775062
sz.001239,2025-03-21,19.15,19.8,18.16,19.8,18.0,41882894.0,816925273.54,36.7394,0,0.1,19.8,True,10.000000000000009
sz.001255,2025-04-25,25.84,28.17,24.0,28.17,25.61,5602389.0,149782392.13,28.0119,0,0.1,28.17,True,9.996095275283112
sz.001256,2025-03-07,19.98,22.0,19.98,22.0,20.0,3139195.0,67797312.55,7.6673,0,0.1,22.0,True,10.000000000000009
sz.001256,2025-03-20,27.71,31.31,27.71,31.31,28.46,9697296.0,290682952.98,23.6849,0,0.1,31.31,True,10.01405481377371
sz.001256,2025-04-09,21.85,25.3,21.12,25.3,23.0,8720531.0,210453798.43,21.2993,0,0.1,25.3,True,10.000000000000009
sz.001256,2025-04-30,21.1,22.96,20.68,22.96,20.87,6603018.0,143227218.56,17.1622,0,0.1,22.96,True,10.014374700527062
sz.001258,2025-03-31,6.59,7.26,6.57,7.26,6.6,24523021.0,173906630.7,5.232,0,0.1,7.26,True,10.000000000000009
sz.001258,2025-04-01,7.8,7.99,7.51,7.99,7.26,32486628.0,254029116.72,6.9311,0,0.1,7.99,True,10.05509641873279
sz.001258,2025-04-03,7.59,8.49,7.59,8.49,7.72,85354131.0,695104349.05,18.2105,0,0.1,8.49,True,9.974093264248719
sz.001259,2025-04-14,21.1,22.89,20.81,22.89,20.81,3658300.0,81581439.0,16.6826,0,0.1,22.89,True,9.995194617972135
sz.001259,2025-04-16,21.64,23.85,21.39,23.85,21.68,6953619.0,159880708.72,31.7099,0,0.1,23.85,True,10.00922509225093
sz.001268,2025-03-07,20.26,22.18,20.0,22.18,20.16,7240669.0,157008651.42,18.057,0,0.1,22.18,True,10.01984126984128
sz.001268,2025-03-20,25.15,26.32,24.66,26.32,23.93,13195167.0,340880516.37,32.9064,0,0.1,26.32,True,9.987463435018817
sz.001269,2025-03-28,23.97,26.38,23.86,26.38,23.98,4022487.0,104741469.23,4.7944,0,0.1,26.38,True,10.008340283569627
sz.001269,2025-04-10,19.9,21.43,19.86,21.43,19.48,4012270.0,83237481.64,4.7822,0,0.1,21.43,True,10.01026694045175
sz.001269,2025-04-11,22.43,23.57,22.2,23.57,21.43,5239664.0,119881858.8,6.2451,0,0.1,23.57,True,9.98600093327111
sz.001270,2025-04-09,29.91,29.91,29.32,29.91,27.19,4436910.0,132573549.3,4.376,0,0.1,29.91,True,10.003677822728928
sz.001270,2025-04-10,32.83,32.9,32.1,32.9,29.91,4039582.0,132592042.28,3.9841,0,0.1,32.9,True,9.996656636576384
sz.001270,2025-04-28,33.2,34.36,32.93,34.36,32.72,7110624.0,242442667.88,7.013,1,0.05,34.36,True,5.012224938875298
sz.001279,2025-04-16,35.46,39.34,35.35,39.34,35.76,6606859.0,250440491.25,17.5602,0,0.1,39.34,True,10.01118568232664
sz.001282,2025-03-05,25.48,27.96,25.25,27.96,25.42,9550947.0,253491278.83,17.1066,0,0.1,27.96,True,9.992132179386303
sz.001282,2025-03-11,28.2,31.69,28.14,31.69,28.81,14877941.0,444781031.24,26.6477,0,0.1,31.69,True,9.996528982992036
sz.001287,2025-04-10,16.91,18.3,16.9,18.3,16.64,15146364.0,267943683.34,3.4629,0,0.1,18.3,True,9.975961538461542
sz.001287,2025-04-11,17.9,20.13,17.6,20.13,18.3,35629874.0,680486494.6,8.1459,0,0.1,20.13,True,9.999999999999986
sz.001288,2025-03-07,32.61,35.56,32.61,35.56,32.33,18044640.0,629535122.68,23.3458,0,0.1,35.56,True,9.990720692854937
sz.001296,2025-04-11,15.7,17.27,15.7,17.27,15.7,2209923.0,37877126.57,2.8756,0,0.1,17.27,True,10.000000000000009
sz.001298,2025-03-04,26.0,28.95,25.91,28.95,26.32,16791426.0,475722320.35,15.8013,0,0.1,28.95,True,9.992401215805469
sz.001298,2025-03-05,31.85,31.85,30.57,31.85,28.95,21032919.0,668846131.6,19.7927,0,0.1,31.85,True,10.017271157167528
sz.001298,2025-04-11,21.88,24.32,21.82,24.32,22.11,9261433.0,218526660.11,8.7153,0,0.1,24.32,True,9.995477159656275
sz.001298,2025-04-25,25.09,26.82,24.55,26.82,24.38,11995420.0,311829706.71,11.2881,0,0.1,26.82,True,10.008203445447084
sz.001299,2025-03-27,14.58,14.58,14.58,14.58,13.25,3376352.0,49227212.16,6.586,0,0.1,14.58,True,10.037735849056606
sz.001300,2025-04-14,11.1,11.92,11.1,11.92,10.84,3745400.0,43976381.0,5.6561,0,0.1,11.92,True,9.963099630996307
sz.001300,2025-04-17,11.38,12.45,11.25,12.45,11.32,5518701.0,67535831.9,8.334,0,0.1,12.45,True,9.982332155477014
sz.001306,2025-03-10,101.99,108.82,99.5,108.82,98.93,3298400.0,345341931.0,21.28,0,0.1,108.82,True,9.996967552815118
sz.001306,2025-04-25,75.1,82.35,73.59,82.35,74.86,4109784.0,320642807.04,26.5147,0,0.1,82.35,True,10.005343307507331
sz.001311,2025-03-07,29.08,32.09,29.08,32.09,29.17,10734599.0,333918810.18,17.7064,0,0.1,32.09,True,10.010284538909842
sz.001316,2025-03-20,31.74,34.85,31.44,34.85,31.68,4014902.0,135503988.42,14.7567,0,0.1,34.85,True,10.006313131313128
sz.001316,2025-04-09,27.49,30.59,26.29,30.59,27.81,3303390.0,95333972.2,12.1416,0,0.1,30.59,True,9.996404171161455
sz.001316,2025-04-17,32.3,36.16,31.84,36.16,32.87,8746600.0,303745898.82,32.148,0,0.1,36.16,True,10.009126863401274
sz.001316,2025-04-21,34.56,37.28,34.4,37.28,33.89,2112622.0,77339478.28,7.7649,0,0.1,37.28,True,10.002950722927118
sz.001316,2025-04-22,37.95,41.01,37.51,41.01,37.28,10790685.0,432457898.84,39.6611,0,0.1,41.01,True,10.005364806866934
sz.001316,2025-04-24,37.54,41.28,36.0,41.28,37.53,12129998.0,472328203.75,44.5837,0,0.1,41.28,True,9.99200639488409
sz.001316,2025-04-30,36.87,39.05,36.8,39.05,35.5,3660484.0,140964580.61,13.4541,0,0.1,39.05,True,9.999999999999986
sz.001317,2025-04-10,34.96,38.46,34.5,38.46,34.96,4415853.0,164751134.02,10.5175,0,0.1,38.46,True,10.011441647597263
sz.001318,2025-03-14,11.75,12.51,11.63,12.51,11.37,19456205.0,238147794.37,25.2481,0,0.1,12.51,True,10.026385224274414
sz.001318,2025-03-17,13.09,13.76,13.09,13.76,12.51,21961062.0,299675712.42,28.4987,0,0.1,13.76,True,9.99200639488409
sz.001318,2025-03-18,14.17,15.14,13.97,15.14,13.76,17077456.0,250859634.69,22.1612,0,0.1,15.14,True,10.029069767441868
sz.001318,2025-03-19,16.65,16.65,16.1,16.65,15.14,18329005.0,304778794.25,23.7854,0,0.1,16.65,True,9.97357992073975
sz.001318,2025-04-08,12.51,13.57,12.48,13.57,12.34,35170468.0,466245072.13,45.6404,0,0.1,13.57,True,9.967585089141018
sz.001318,2025-04-21,14.28,15.2,14.15,15.2,13.82,22211249.0,328483875.8,28.8233,0,0.1,15.2,True,9.985528219971052
sz.001319,2025-03-06,29.3,30.64,29.1,30.64,27.85,8331730.0,252395023.2,13.666,0,0.1,30.64,True,10.017953321364459
sz.001319,2025-03-07,31.25,33.7,31.0,33.7,30.64,26518446.0,866934544.1,43.4964,0,0.1,33.7,True,9.98694516971279
sz.001330,2025-04-10,4.15,4.55,4.15,4.55,4.14,25917762.0,114092037.67,2.4562,0,0.1,4.55,True,9.903381642512077
sz.001332,2025-04-01,38.01,42.17,38.01,42.17,38.34,4177933.0,170537230.66,15.4738,0,0.1,42.17,True,9.989567031820545
sz.001333,2025-03-06,20.78,23.08,20.7,23.08,20.98,11546493.0,256182262.62,26.242,0,0.1,23.08,True,10.0095328884652
sz.001333,2025-03-07,23.98,25.39,23.5,25.39,23.08,7345545.0,182395239.46,16.6944,0,0.1,25.39,True,10.00866551126518
sz.001333,2025-03-28,23.98,23.98,23.98,23.98,21.8,4976985.0,119348100.3,11.3113,0,0.1,23.98,True,10.000000000000009
sz.001333,2025-03-31,23.53,26.38,23.0,26.38,23.98,11937652.0,302232494.88,27.131,0,0.1,26.38,True,10.008340283569627
sz.001333,2025-04-01,28.98,29.02,28.63,29.02,26.38,6346555.0,184061778.83,14.424,0,0.1,29.02,True,10.007581501137231
sz.001336,2025-03-31,19.98,21.79,19.24,21.79,19.81,6861789.0,140891782.41,24.0282,0,0.1,21.79,True,9.994952044422
sz.001337,2025-04-10,22.3,24.0,22.17,24.0,21.82,21700440.0,502167767.41,7.523,0,0.1,24.0,True,9.990834097158574
sz.001337,2025-04-11,25.38,26.4,25.3,26.4,24.0,59415548.0,1552864938.39,20.5978,0,0.1,26.4,True,9.999999999999986
sz.001337,2025-04-21,25.11,26.92,24.99,26.92,24.47,36100361.0,936152881.82,12.515,0,0.1,26.92,True,10.012259910094002
sz.001339,2025-03-04,45.41,50.82,45.09,50.82,46.2,7803329.0,382610953.98,10.672,0,0.1,50.82,True,9.999999999999986
sz.001339,2025-03-05,54.26,55.9,53.1,55.9,50.82,25611034.0,1415245012.18,35.0264,0,0.1,55.9,True,9.99606454151909
sz.001339,2025-04-10,44.79,45.38,44.59,45.38,41.25,3313600.0,149838210.0,4.5318,0,0.1,45.38,True,10.012121212121228
sz.001356,2025-03-27,13.69,15.21,13.69,15.21,13.83,42822603.0,640086775.77,35.2536,0,0.1,15.21,True,9.97830802603037
sz.001356,2025-04-03,16.8,18.57,16.8,18.57,16.88,42657928.0,772140966.36,35.1181,0,0.1,18.57,True,10.011848341232232
sz.001356,2025-04-14,15.9,17.34,15.84,17.34,15.76,43284017.0,724244582.34,35.6335,0,0.1,17.34,True,10.025380710659903
sz.001359,2025-03-26,28.67,31.53,28.67,31.53,28.66,5242443.0,159670648.77,11.3032,0,0.1,31.53,True,10.013956734124218
sz.001367,2025-04-23,30.81,30.81,30.81,30.81,28.01,1698381.0,52327118.61,6.4936,0,0.1,30.81,True,9.996429846483391
sz.001367,2025-04-25,29.29,32.24,28.53,32.24,29.31,7163528.0,220516925.72,27.3891,0,0.1,32.24,True,9.996588195155255
sz.001368,2025-03-06,21.15,23.21,21.11,23.21,21.1,5562370.0,127763211.7,17.5494,0,0.1,23.21,True,9.999999999999986
sz.001368,2025-04-11,19.6,21.13,19.6,21.13,19.21,2477405.0,51575732.65,8.8479,0,0.1,21.13,True,9.994794377928162
