code,name,board,streak,circ_mkt_est,turn,ret_20d_pre,amount
sz.002208,合肥城建,主板,1,9997187477.185574,16.4808,0.009223674096848544,1647616473.74
sz.300300,海峡创新,创业板,1,11502427709.073,27.2082,2.060402684563758,3129603535.94
sh.600340,*ST华幸,主板,3,11719144045.202663,1.6061,0.4401913875598087,188221172.51
sz.002083,孚日股份,主板,2,12036723377.145506,0.6467,1.064935064935065,77841490.08
sz.000973,佛塑科技,主板,1,12780916622.679285,18.6796,0.8211920529801324,2387424101.45
sz.301150,中一科技,创业板,2,13010839564.13498,15.4245,0.6947595894111289,2006856948.57
sz.002192,融捷股份,主板,1,15123345766.887287,14.0816,0.4727047146401986,2129609057.51
sz.000547,航天发展,主板,2,16439874385.717466,1.3471,0.3654353562005277,221461547.85
sh.688195,腾景科技,科创板,1,16599882483.429857,12.432,0.3894467213114756,2063697390.34
sh.600376,首开股份,主板,1,16922864719.680954,10.406,0.03442879499217533,1760993302.73
sz.000620,盈新发展,主板,2,17307089241.079124,11.602,1.1277777777777778,2007968493.75
sh.600410,华胜天成,主板,1,21022051845.411316,12.6801,0.08491620111731857,2665617196.05
sz.000592,平潭发展,主板,3,22924081768.589844,1.2722,1.933823529411765,291640168.26
sz.002326,永太科技,主板,1,23811968260.153206,21.9709,0.8828883495145632,5231703734.47
sh.600577,精达股份,主板,1,23835050980.773685,6.4755,0.1377551020408163,1543438726.26
sz.000723,美锦能源,主板,1,24911762091.497917,8.5532,0.16766467065868262,2130752835.21
sh.688005,容百科技,科创板,1,24964065022.997707,11.3707,0.3589251439539347,2838588941.57
sz.002497,雅化集团,主板,1,25841277555.30625,9.5378,0.5250305250305252,2464689370.67
sh.600403,大有能源,主板,2,25890797300.75514,5.7605,0.5358126721763086,1491439378.51
sz.002240,盛新锂能,主板,1,30673391218.70901,10.5981,0.8841111693759831,3250796674.75
sz.000688,国城矿业,主板,1,30902114340.498287,4.094,0.960424028268551,1265132561.1
sz.300390,天华新能,创业板,1,38079483016.33031,13.3984,1.540161495962601,5102041452.46
sh.601606,长城军工,主板,1,38744052509.99416,7.0291,0.1084661560753466,2723358194.98
sz.001203,大中矿业,主板,3,39230442933.04799,5.4203,1.3616207951070338,2126407698.3
sz.002738,中矿资源,主板,1,48412801381.25875,5.9996,0.4897563079577314,2904574431.67
sh.601360,三六零,主板,1,92439677466.54266,7.2032,0.31007751937984485,6658614847.27
