code,name,disclosure_date,np_yoy_pct,rev_yoy_pct,tier,np_rank_pct,ret_1d,ret_5d,ret_20d,idx_ret_1d,excess_ret_1d,idx_ret_5d,excess_ret_5d,idx_ret_20d,excess_ret_20d
301391,卡莱特,2026-08-15,55.11,16.163803187,Beat(前1/3),0.7368421052631579,0.007432703897147341,-0.04620329449578153,,0.014126690527748176,-0.006693986630600834,-0.005595114657453548,-0.040608179838327985,,
600433,冠豪高新,2026-08-08,467.2522824773,6.9372494851,Beat(前1/3),0.9555555555555556,0.020895522388059584,0.0,,0.006740292032790585,0.014155230355269,-0.0032641825444785777,0.0032641825444785777,,
600030,中信证券,2026-08-21,69.6,50.0035284024,Beat(前1/3),0.7660818713450293,0.002958579881656931,,,0.00037963778661431746,0.0025789420950426134,,,,
300765,石药创新,2026-08-18,46025.71,208.7245508115,Beat(前1/3),0.9994152046783625,-0.0009000900090009312,,,0.0019208296778983058,-0.002820919686899237,,,,
002741,光华科技,2026-08-08,67.56,75.3218396688,Beat(前1/3),0.7602339181286549,-0.04334600760456275,-0.028517110266159662,,0.006740292032790585,-0.05008629963735334,-0.0032641825444785777,-0.025252927721681084,,
600971,恒源煤电,2026-08-21,224.7899409241,44.8213255038,Beat(前1/3),0.9128654970760234,0.0034602076124565784,,,0.00037963778661431746,0.003080569825842261,,,,
002552,宝鼎科技,2026-08-22,518.63,54.6913718828,Beat(前1/3),0.9608187134502923,,,,,,,,,
300079,数码视讯,2026-08-22,35.87,4.3374140864,Beat(前1/3),0.6684210526315789,,,,,,,,,
002164,宁波东力,2026-08-18,74.17,6.2104069008,Beat(前1/3),0.7777777777777778,-0.004166666666666763,,,0.0019208296778983058,-0.006087496344565069,,,,
300515,三德科技,2026-08-21,42.8,19.5987875703,Beat(前1/3),0.6953216374269006,0.048531289910600295,,,0.00037963778661431746,0.04815165212398598,,,,
300299,富春股份,2026-07-28,443.75,19.0207522725,Beat(前1/3),0.9526315789473684,-0.013539651837524258,0.05222437137330771,,-0.011645191013012313,-0.0018944608245119454,-0.012591735361543899,0.06481610673485161,,
