code,date,month,close,turn,fcap,gain20,streak,yizi,isST,lp,mkt_lu_cnt,promo_rate,peer_cnt,ret_open,ret_close,next_lu,next_dt_yizi
sz.002594,2025-02-06,2025-02,311.08,3.2815,347905189221.6974,,1,False,0,0.1,92,0.31645569620253167,0,2.8674296001028665,5.085508550855078,False,False
sz.002595,2025-10-27,2025-10,63.87,1.6983,50532085713.94924,9.950077466001028,1,False,0,0.1,63,0.2028985507246377,0,1.769218725536259,6.528886801315181,False,False
sz.002596,2025-02-07,2025-02,3.4,4.3896,3399117521.1864414,0.2949852507374562,1,False,0,0.1,82,0.2608695652173913,0,-0.2941176470588225,0.588235294117645,False,False
sz.002596,2025-02-27,2025-02,3.85,8.1988,3891493160.584476,27.48344370860927,1,False,0,0.1,78,0.17307692307692307,0,-2.5974025974025983,-6.7532467532467555,False,False
sz.002596,2025-07-24,2025-07,4.88,19.9568,5405800026.256715,29.442970822281154,1,False,0,0.1,73,0.24074074074074073,0,0.2049180327868827,-8.811475409836056,False,False
sz.002596,2025-11-25,2025-11,5.38,13.8337,5682118741.406855,36.89567430025444,1,False,0,0.1,94,0.23376623376623376,0,5.947955390334569,10.03717472118959,True,False
sz.002596,2025-11-26,2025-11,5.92,9.7791,6722339076.806659,45.81280788177342,2,False,0,0.1,75,0.2765957446808511,0,3.040540540540526,-2.7027027027027084,False,False
sz.002596,2025-11-28,2025-11,6.34,19.8347,6992987373.895245,47.44186046511629,1,False,0,0.1,81,0.2,5,4.100946372239744,5.520504731861209,False,False
sz.002596,2025-12-10,2025-12,6.52,14.4674,7301562606.204293,43.612334801762096,1,False,0,0.1,59,0.2641509433962264,3,6.595092024539895,-0.30674846625766694,False,False
sz.002596,2025-12-19,2025-12,5.35,18.9888,5749566174.587125,3.082851637764916,1,False,0,0.1,82,0.2857142857142857,2,4.859813084112163,10.093457943925245,False,False
sz.002596,2025-12-23,2025-12,6.48,16.125,7396869151.0077505,20.446096654275102,1,False,0,0.1,65,0.24752475247524752,5,0.0,-4.012345679012352,False,False
sz.002598,2025-03-26,2025-03,11.31,6.1866,3108413081.3370833,-0.35242290748898064,1,False,0,0.1,87,0.2413793103448276,0,-2.0335985853227267,-3.8019451812555283,False,False
sz.002598,2025-05-08,2025-05,10.52,7.1646,2885808954.023951,8.453608247422695,1,False,0,0.1,99,0.34375,0,1.520912547528508,9.980988593155903,True,False
sz.002598,2025-05-09,2025-05,11.57,23.7228,3131657576.9302106,32.531500572737684,2,False,0,0.1,59,0.2828282828282828,4,3.9757994814174413,1.9878997407087429,False,False
sz.002598,2025-08-15,2025-08,13.26,17.3378,3643461531.8552523,20.108695652173925,1,False,0,0.1,101,0.3,0,4.52488687782806,2.639517345399689,False,False
sz.002599,2025-01-13,2025-01,7.38,16.3448,2911577089.9613333,,1,False,0,0.1,52,0.20454545454545456,0,-1.490514905149054,3.387533875338744,False,False
sz.002599,2025-01-24,2025-01,8.12,15.5662,3252382120.234868,,1,False,0,0.1,72,0.36363636363636365,0,-2.463054187192115,-7.75862068965516,False,False
sz.002599,2025-02-05,2025-02,8.24,15.7479,3293560580.1408443,,1,False,0,0.1,79,0.2708333333333333,0,1.8203883495145678,3.8834951456310662,False,False
sz.002599,2025-02-10,2025-02,9.54,21.7941,3617365331.3511453,44.54545454545453,1,False,0,0.1,131,0.3902439024390244,3,0.0,-4.507337526205446,False,False
sz.002599,2025-02-19,2025-02,10.09,10.1692,4003540856.5078864,32.24115334207078,1,False,0,0.1,114,0.26,3,10.009910802775025,10.009910802775025,True,False
sz.002599,2025-02-20,2025-02,11.1,1.9738,4472323168.507448,46.63143989431968,2,True,0,0.1,103,0.22807017543859648,8,10.000000000000009,10.000000000000009,True,False
sz.002599,2025-02-21,2025-02,12.21,47.6227,4821715238.615198,62.151394422310766,3,False,0,0.1,116,0.18446601941747573,16,2.8665028665028736,9.991809991809975,True,False
sz.002599,2025-02-24,2025-02,13.43,17.074,5306402869.509194,79.78580990629183,4,False,0,0.1,86,0.16379310344827586,14,-2.4571854058078935,-2.3827252419955314,False,False
